from_year,to_year,county_norm,from_precinct_norm,to_precinct_norm,method,score
2004,2006,ANDERSON,ROBERTSVILLE,ROBERTSVILLE,exact_norm,1.0
2004,2006,ANDERSON,ROSEDALE,ROSEDALE,exact_norm,1.0
2004,2006,ANDERSON,SOUTH CLINTON,SOUTH CLINTON,exact_norm,1.0
2004,2006,ANDERSON,TRI COUNTY,TRI COUNTY,exact_norm,1.0
2004,2006,ANDERSON,WEST HILLS,WEST HILLS,exact_norm,1.0
2004,2006,ANDERSON,WOODLAND,WOODLAND,exact_norm,1.0
2004,2006,BEDFORD,ABSENTEE,ABSENTEE,exact_norm,1.0
2004,2006,BENTON,1 HOLLADAY SCHOOL,1 HOLLADAY SCHOOL,exact_norm,1.0
2004,2006,BENTON,2 CAMDEN HIGH SCHOOL,2 CAMDEN HIGH SCHOOL,exact_norm,1.0
2004,2006,BENTON,4 CAMDEN ELEMENTARY,4 CAMDEN ELEMENTARY,exact_norm,1.0
2004,2006,BENTON,6 BIG SANDY SCHOOL,6 BIG SANDY SCHOOL,exact_norm,1.0
2004,2006,BLEDSOE,1 1 DILL,1 1 DILL,exact_norm,1.0
2004,2006,BLEDSOE,1 2 GRIFFITH,1 2 GRIFFITH,exact_norm,1.0
2004,2006,BLEDSOE,1 3 MT CREST,1 3 MT CREST,exact_norm,1.0
2004,2006,BLEDSOE,2 1 COLD SPRINGS,2 1 COLD SPRINGS,exact_norm,1.0
2004,2006,BLEDSOE,2 2 LUMINARY,2 2 LUMINARY,exact_norm,1.0
2004,2006,BLEDSOE,3 1 BRAYTON,3 1 BRAYTON,exact_norm,1.0
2004,2006,BLEDSOE,3 2 RIGSBY,3 2 RIGSBY,exact_norm,1.0
2004,2006,BLEDSOE,5 1 BELLVIEW,5 1 BELLVIEW,exact_norm,1.0
2004,2006,BLEDSOE,5 2 NINE MILE,5 2 NINE MILE,exact_norm,1.0
2004,2006,BLEDSOE,6 1 LEE STATION,6 1 LEE STATION,exact_norm,1.0
2004,2006,BLEDSOE,6 2 LUSK,6 2 LUSK,exact_norm,1.0
2004,2006,BLEDSOE,6 3 SUNNYSIDE,6 3 SUNNYSIDE,exact_norm,1.0
2004,2006,BLEDSOE,6 4 BRAYTON 6,6 4 BRAYTON 6,exact_norm,1.0
2004,2006,BRADLEY,101 1 MCDONALD,1 1 MCDONALD,fuzzy_norm,0.923077
2004,2006,BRADLEY,201 1 E L ROSS,2 1 E L ROSS,fuzzy_norm,0.923077
2004,2006,BRADLEY,301 1 MAYFIELD,3 1 MAYFIELD,fuzzy_norm,0.923077
2004,2006,BRADLEY,401 1 OAK GROVE,4 1 OAK GROVE,fuzzy_norm,0.928571
2004,2006,BRADLEY,601 1 VALLEY VIEW,6 1 VALLEY VIEW,fuzzy_norm,0.9375
2004,2006,CANNON,11 WESTSIDE,1 1 WESTSIDE,fuzzy_norm,0.956522
2004,2006,CANNON,21 AUBURNTOWN,2 1 AUBURNTOWN,fuzzy_norm,0.962963
2004,2006,CANNON,22 GASSAWAY,2 2 GASSAWAY,fuzzy_norm,0.956522
2004,2006,CANNON,23 PLEASANT RIDGE,2 3 PLEASANT RIDGE,fuzzy_norm,0.971429
2004,2006,CANNON,24 SHORT MOUNTAIN,2 4 SHORT MOUNTAIN,fuzzy_norm,0.971429
2004,2006,CANNON,32 WOODLAND,3 2 WOODLAND,fuzzy_norm,0.956522
2004,2006,CANNON,41 EASTSIDE,4 1 EASTSIDE,fuzzy_norm,0.956522
2004,2006,CANNON,42 SHORT MOUNTAIN,4 2 SHORT MOUNTAIN,fuzzy_norm,0.971429
2004,2006,CANNON,51 WOODBURY,5 1 WOODBURY,fuzzy_norm,0.956522
2004,2006,CARTER,CENTRAL,CENTRAL,exact_norm,1.0
2004,2006,CARTER,COURT HOUSE,COURTHOUSE,fuzzy_norm,0.952381
2004,2006,CARTER,EASTSIDE,EASTSIDE,exact_norm,1.0
2004,2006,CARTER,ELK MILLS,ELK MILLS,exact_norm,1.0
2004,2006,CARTER,GAP CREEK,GAP CREEK,exact_norm,1.0
2004,2006,CARTER,HAMPTON,HAMPTON,exact_norm,1.0
2004,2006,CARTER,HAPPY VALLEY,HAPPY VALLEY,exact_norm,1.0
2004,2006,CARTER,HAROLD MCCORMICK,HAROLD MCCORMICK,exact_norm,1.0
2004,2006,CARTER,HIGH SCHOOL,HIGH SCHOOL,exact_norm,1.0
2004,2006,CARTER,HUNTER,HUNTER,exact_norm,1.0
2004,2006,CARTER,KEENBURG,KEENBURG,exact_norm,1.0
2004,2006,CARTER,LITTLE MILLIGAN,LITTLE MILLIGAN,exact_norm,1.0
2004,2006,CARTER,MIDWAY,MIDWAY,exact_norm,1.0
2004,2006,CARTER,RANGE,RANGE,exact_norm,1.0
2004,2006,CARTER,ROAN MOUNTAIN,ROAN MOUNTAIN,exact_norm,1.0
2004,2006,CARTER,SIAM,SIAM,exact_norm,1.0
2004,2006,CARTER,TIGER VALLEY,TIGER VALLEY,exact_norm,1.0
2004,2006,CARTER,UNAKA,UNAKA,exact_norm,1.0
2004,2006,CARTER,VALLEY FORGE,VALLEY FORGE,exact_norm,1.0
2004,2006,CARTER,WATAUGA,WATAUGA,exact_norm,1.0
2004,2006,CARTER,WESTSIDE,WESTSIDE,exact_norm,1.0
2004,2006,CHEATHAM,1 1 AC CHURCH CHRIST,1 1 AC CHURCH CHRIST,exact_norm,1.0
2004,2006,CHEATHAM,2 2 E CHEATHAM ELEM,2 2 E CHEATHAM ELEM,exact_norm,1.0
2004,2006,CHEATHAM,3 1 PLEASANT VIEW,3 1 PLEASANT VIEW,exact_norm,1.0
2004,2006,CHEATHAM,4 1 W CHEATHAM ELEM,4 1 W CHEATHAM ELEM,exact_norm,1.0
2004,2006,CHEATHAM,4 2 NEW HOPE CC,4 2 NEW HOPE CC,exact_norm,1.0
2004,2006,CHEATHAM,4 3 SYCAMORE MIDDLE,4 3 SYCAMORE MIDDLE,exact_norm,1.0
2004,2006,CHEATHAM,5 1 TWO RIVERS FIRE,5 1 TWO RIVERS FIRE,exact_norm,1.0
2004,2006,CHEATHAM,5 2 PEGRAM ELEM,5 2 PEGRAM ELEM,exact_norm,1.0
2004,2006,CHEATHAM,6 1 HARPETH HIGH,6 1 HARPETH HIGH,exact_norm,1.0
2004,2006,CHESTER,1 2 ENVILLE,1 2 ENVILLE,exact_norm,1.0
2004,2006,CHESTER,1 5 SWEET LIPS,1 5 SWEET LIPS,exact_norm,1.0
2004,2006,CHESTER,1 6 HARMONY,1 6 HARMONY,exact_norm,1.0
2004,2006,CHESTER,2 1 JACKS CREEK,2 1 JACKS CREEK,exact_norm,1.0
2004,2006,CHESTER,3 2 MONTEZUMA,3 2 MONTEZUMA,exact_norm,1.0
2004,2006,CHESTER,3 4 MASSEYVILLE,3 4 MASSEYVILLE,exact_norm,1.0
2004,2006,CHESTER,3 6 DEANBURG,3 6 DEANBURG,exact_norm,1.0
2004,2006,CHESTER,4 WEST CHESTER SCH,4 1 WEST CHESTER SCH,fuzzy_norm,0.947368
2004,2006,CHESTER,5 EAST CHESTER SCH,5 1 EAST CHESTER SCH,fuzzy_norm,0.947368
2004,2006,CLAY,1 DENTONS CROSS ROAD,1 DENTONS CROSS ROAD,exact_norm,1.0
2004,2006,CLAY,2 HERMITAGE SPRINGS,2 HERMITAGE SPRINGS,exact_norm,1.0
2004,2006,CLAY,3 CELINA,3 CELINA,exact_norm,1.0
2004,2006,CLAY,4 1 MAPLE GROVE,4 1 MAPLE GROVE,exact_norm,1.0
2004,2006,CLAY,4 2 BUTLERS LANDING,4 2 BUTLERS LANDING,exact_norm,1.0
2004,2006,CLAY,5 1 ARCOT BEECH BETH,5 1 ARCOT BEECH BETH,exact_norm,1.0
2004,2006,CLAY,5 2 PEA RIDGE,5 2 PEA RIDGE,exact_norm,1.0
2004,2006,CLAY,ABSENTEE,ABSENTEE,exact_norm,1.0
2004,2006,COCKE,ARMORY,ARMORY,exact_norm,1.0
2004,2006,COCKE,BRIDGEPORT,BRIDGEPORT,exact_norm,1.0
2004,2006,COCKE,CENTERVIEW,CENTERVIEW,exact_norm,1.0
2004,2006,COCKE,CENTRAL,CENTRAL,exact_norm,1.0
2004,2006,COCKE,COCKE COUNTY HIGH,COCKE COUNTY HIGH,exact_norm,1.0
2004,2006,COCKE,COSBY,COSBY,exact_norm,1.0
2004,2006,COCKE,DEL RIO,DEL RIO,exact_norm,1.0
2004,2006,COCKE,EDGEMONT,EDGEMONT,exact_norm,1.0
2004,2006,COCKE,EDWINA,EDWINA,exact_norm,1.0
2004,2006,COCKE,FOREST HILL,FOREST HILL,exact_norm,1.0
2004,2006,COCKE,GRASSY FORK,GRASSY FORK,exact_norm,1.0
2004,2006,COCKE,HOUSTON VALLEY,HOUSTON VALLEY,exact_norm,1.0
2004,2006,COCKE,LONG CREEK,LONG CREEK,exact_norm,1.0
2004,2006,COCKE,NEWPORT GRAMMAR SCH,NEWPORT GRAMMAR SCH,exact_norm,1.0
2004,2006,COCKE,NORTHPORT,NORTHPORT,exact_norm,1.0
2004,2006,COCKE,PARROTTSVILLE,PARROTTSVILLE,exact_norm,1.0
2004,2006,COCKE,RANKIN,RANKIN,exact_norm,1.0
2004,2006,COCKE,SMOKY MOUNTAIN,SMOKY MOUNTAIN,exact_norm,1.0
2004,2006,COCKE,WEST END,WEST END,exact_norm,1.0
2004,2006,COFFEE,01 ADA WRIGHT CENTER,1 ADA WRIGHT CENTER,fuzzy_norm,0.974359
2004,2006,COFFEE,02 WESTWOOD JR HIGH,2 WESTWOOD JR HIGH,fuzzy_norm,0.972973
2004,2006,COFFEE,03 CENTRAL HIGH,3 CENTRAL HIGH,fuzzy_norm,0.965517
2004,2006,COFFEE,04 COFFEE CO MIDDLE,4 COFFEE CO MIDDLE,fuzzy_norm,0.972973
2004,2006,COFFEE,05 HILLSBORO CC,5 HILLSBORO CC,fuzzy_norm,0.965517
2004,2006,COFFEE,07 EAST COFFEE ELEM,7 EAST COFFEE ELEM,fuzzy_norm,0.972973
2004,2006,COFFEE,08 NEW UNION FIRE,8 NEW UNION FIRE,fuzzy_norm,0.969697
2004,2006,COFFEE,09 1 POCAHONTAS CC,9 1 POCAHONTAS CC,fuzzy_norm,0.971429
2004,2006,COFFEE,09 2 SUMMITVILLE CC,9 2 SUMMITVILLE CC,fuzzy_norm,0.972973
2004,2006,COFFEE,10 1 GOOSEPOND CC,10 1 GOOSEPOND CC,exact_norm,1.0
2004,2006,COFFEE,10 2 NOAH COMM CTR,10 2 NOAH COMM CTR,exact_norm,1.0
2004,2006,COFFEE,11 FREDONIA COMM CTR,11 FREDONIA COMM CTR,exact_norm,1.0
2004,2006,COFFEE,12 NORTH COFFEE ELEM,12 NORTH COFFEE ELEM,exact_norm,1.0
2004,2006,COFFEE,13 1 BLANTON S CC,13 1 BLANTON S CC,exact_norm,1.0
2004,2006,COFFEE,13 2 SCHMIEDE TMT,13 2 SCHMIEDE TMT,exact_norm,1.0
2004,2006,COFFEE,14 HICKERSON FIRE,14 HICKERSON FIRE,exact_norm,1.0
2004,2006,COFFEE,15 GRACE BAPTIST,15 GRACE BAPTIST,exact_norm,1.0
2004,2006,COFFEE,16 LION S CLUB,16 LION S CLUB,exact_norm,1.0
2004,2006,COFFEE,18 FIRST CHRISTIAN,18 FIRST CHRISTIAN,exact_norm,1.0
2004,2006,COFFEE,19 CD STAMPS CENTER,19 CD STAMPS CENTER,exact_norm,1.0
2004,2006,COFFEE,21 BEL AIRE ELEM,21 BEL AIRE ELEM,exact_norm,1.0
2004,2006,CROCKETT,1,1,exact_norm,1.0
2004,2006,CROCKETT,10,10,exact_norm,1.0
2004,2006,CROCKETT,11,11,exact_norm,1.0
2004,2006,CROCKETT,12,12,exact_norm,1.0
2004,2006,CROCKETT,2,2,exact_norm,1.0
2004,2006,CROCKETT,3,3,exact_norm,1.0
2004,2006,CROCKETT,4,4,exact_norm,1.0
2004,2006,CROCKETT,5,5,exact_norm,1.0
2004,2006,CROCKETT,6,6,exact_norm,1.0
2004,2006,CROCKETT,7,7,exact_norm,1.0
2004,2006,CROCKETT,8,8,exact_norm,1.0
2004,2006,CROCKETT,9,9,exact_norm,1.0
2004,2006,CUMBERLAND,1 CUMBERLAND CO HIGH,1 CUMBERLAND CO HIGH,exact_norm,1.0
2004,2006,CUMBERLAND,1 TAD CENTER,1 TAD CENTER,exact_norm,1.0
2004,2006,CUMBERLAND,2 ART CIRCLE LIBRARY,2 ART CIRCLE LIBRARY,exact_norm,1.0
2004,2006,CUMBERLAND,2 COMMUNITY COMPLEX,2 COMMUNITY COMPLEX,exact_norm,1.0
2004,2006,CUMBERLAND,3 BIG LICK,3 BIG LICK,exact_norm,1.0
2004,2006,CUMBERLAND,3 DORTON,3 DORTON,exact_norm,1.0
2004,2006,CUMBERLAND,3 HOMESTEAD,3 HOMESTEAD,exact_norm,1.0
2004,2006,CUMBERLAND,3 LINARY,3 LINARY,exact_norm,1.0
2004,2006,CUMBERLAND,4 BAKERS,4 BAKERS,exact_norm,1.0
2004,2006,CUMBERLAND,4 OAK HILL,4 OAK HILL,exact_norm,1.0
2004,2006,CUMBERLAND,4 TABOR,4 TABOR,exact_norm,1.0
2004,2006,CUMBERLAND,5 LANTANA,5 LANTANA,exact_norm,1.0
2004,2006,CUMBERLAND,5 TANSI,5 TANSI,exact_norm,1.0
2004,2006,CUMBERLAND,5 VANDEVER,5 VANDEVER,exact_norm,1.0
2004,2006,CUMBERLAND,6 CHESTNUT HILL,6 CHESTNUT HILL,exact_norm,1.0
2004,2006,CUMBERLAND,6 CRAB ORCHARD,6 CRAB ORCHARD,exact_norm,1.0
2004,2006,CUMBERLAND,6 GRASSY COVE,6 GRASSY COVE,exact_norm,1.0
2004,2006,CUMBERLAND,6 HEBBERTSBURG,6 HEBBERTSBURG,exact_norm,1.0
2004,2006,CUMBERLAND,6 OZONE PINEVIEW,6 OZONE PINEVIEW,exact_norm,1.0
2004,2006,CUMBERLAND,7 MAYLAND,7 MAYLAND,exact_norm,1.0
2004,2006,CUMBERLAND,7 RINNIE,7 RINNIE,exact_norm,1.0
2004,2006,CUMBERLAND,7 WOODY,7 WOODY,exact_norm,1.0
2004,2006,CUMBERLAND,8 MIDWAY,8 MIDWAY,exact_norm,1.0
2004,2006,CUMBERLAND,8 PLEASANT HILL,8 PLEASANT HILL,exact_norm,1.0
2004,2006,CUMBERLAND,8 POMONA,8 POMONA,exact_norm,1.0
2004,2006,CUMBERLAND,9 FAIRFIELD GLADE,9 FAIRFIELD GLADE,exact_norm,1.0
2004,2006,CUMBERLAND,ABSENTEE,ABSENTEE,exact_norm,1.0
2004,2006,DAVIDSON,01 1 JOELTON BAPTIST,01 1 JOELTON BAPTIST,exact_norm,1.0
2004,2006,DAVIDSON,01 3 TEMPLE BAPTIST,01 3 TEMPLE BAPTIST,exact_norm,1.0
2004,2006,DAVIDSON,01 4 SCOTTSBORO CC,01 4 SCOTTSBORO CC,exact_norm,1.0
2004,2006,DAVIDSON,01 5 BORDEAUX LIBR,01 5 BORDEAUX LIBR,exact_norm,1.0
2004,2006,DAVIDSON,02 1 HAYNES MID SCH,02 1 HAYNES MID SCH,exact_norm,1.0
2004,2006,DAVIDSON,02 2 WHITES CRK 25,02 2 WHITES CRK 25,exact_norm,1.0
2004,2006,DAVIDSON,02 3 FIRST APOSTOLIC,02 3 FIRST APOSTOLIC,exact_norm,1.0
2004,2006,DAVIDSON,02 4 FIRST APOSTOLIC,02 4 FIRST APOSTOLIC,exact_norm,1.0
2004,2006,DAVIDSON,02 5 LOOBY COMM CTR,02 5 LOOBY COMM CTR,exact_norm,1.0
2004,2006,DAVIDSON,02 6 NORTHWEST YMCA,02 6 NORTHWEST YMCA,exact_norm,1.0
2004,2006,DAVIDSON,03 1 UNION HILL BAPT,03 1 UNION HILL BAPT,exact_norm,1.0
2004,2006,DAVIDSON,03 2 JOELTON ELEM,03 2 JOELTON ELEM,exact_norm,1.0
2004,2006,DAVIDSON,03 4 ALEX GREEN SCH,03 4 ALEX GREEN SCH,exact_norm,1.0
2004,2006,DAVIDSON,03 5 BELLSHIRE ELEM,03 5 BELLSHIRE ELEM,exact_norm,1.0
2004,2006,DAVIDSON,03 6 OLD BRICK CHUR,03 6 OLD BRICK CHUR,exact_norm,1.0
2004,2006,DAVIDSON,03 7 NEW BRICK CHUR,03 7 NEW BRICK CHUR,exact_norm,1.0
2004,2006,DAVIDSON,03 8 DAVIDSON ACAD,03 8 DAVIDSON ACAD,exact_norm,1.0
2004,2006,DAVIDSON,04 1 MADISON STA SEN,04 1 MADISON STA SEN,exact_norm,1.0
2004,2006,DAVIDSON,04 2 MADISON LIBRARY,04 2 MADISON LIBRARY,exact_norm,1.0
2004,2006,DAVIDSON,04 4 ST JOSEPH,04 4 ST JOSEPH,exact_norm,1.0
2004,2006,DAVIDSON,05 1 HIGHLAND HEIGHT,05 1 HIGHLAND HEIGHT,exact_norm,1.0
2004,2006,DAVIDSON,05 2 CLEVELAND ST CC,05 2 CLEVELAND ST CC,exact_norm,1.0
2004,2006,DAVIDSON,05 3 EASTLAND BAPT,05 3 EASTLAND BAPT,exact_norm,1.0
2004,2006,DAVIDSON,05 4 MCFERRIN CC,05 4 MCFERRIN CC,exact_norm,1.0
2004,2006,DAVIDSON,05 5 ROSS ELEM,05 5 ROSS ELEM,exact_norm,1.0
2004,2006,DAVIDSON,06 1 EAST NASHVILLE,06 1 EAST NASHVILLE,exact_norm,1.0
2004,2006,DAVIDSON,06 2 SHELBY CC,06 2 SHELBY CC,exact_norm,1.0
2004,2006,DAVIDSON,06 3 EAST PARK CC,06 3 EAST PARK CC,exact_norm,1.0
2004,2006,DAVIDSON,06 5 CORA HOWE ELEM,06 5 CORA HOWE ELEM,exact_norm,1.0
2004,2006,DAVIDSON,07 1 STRATFORD HS,07 1 STRATFORD HS,exact_norm,1.0
2004,2006,DAVIDSON,07 2 DALEWOOD UMC,07 2 DALEWOOD UMC,exact_norm,1.0
2004,2006,DAVIDSON,07 3 MEMORIAL LUTHER,07 3 MEMORIAL LUTHER,exact_norm,1.0
2004,2006,DAVIDSON,07 4 CORNELIA FORT,07 4 CORNELIA FORT,exact_norm,1.0
2004,2006,DAVIDSON,07 5 ALDERSGATE UMC,07 5 ALDERSGATE UMC,exact_norm,1.0
2004,2006,DAVIDSON,08 1 TOM JOY,08 1 TOM JOY,exact_norm,1.0
2004,2006,DAVIDSON,08 2 GRA MAR SCHOOL,08 2 GRA MAR SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,08 3 BRUSH HILL CUMB,08 3 BRUSH HILL CUMB,exact_norm,1.0
2004,2006,DAVIDSON,08 4 DALEWOOD BAPT,08 4 DALEWOOD BAPT,exact_norm,1.0
2004,2006,DAVIDSON,09 1 MADISON PARK CC,09 1 MADISON PARK CC,exact_norm,1.0
2004,2006,DAVIDSON,09 2 MADISON LIBRARY,09 2 MADISON LIBRARY,exact_norm,1.0
2004,2006,DAVIDSON,09 3 NEELY S BEND MS,09 3 NEELY S BEND MS,exact_norm,1.0
2004,2006,DAVIDSON,10 1 LUTON S UMC,10 1 LUTON S UMC,exact_norm,1.0
2004,2006,DAVIDSON,10 2 WALKER CRK UMC,10 2 WALKER CRK UMC,exact_norm,1.0
2004,2006,DAVIDSON,10 3 GOODLETTSVILLE,10 3 GOODLETTSVILLE,exact_norm,1.0
2004,2006,DAVIDSON,10 4 FIRST BAPTIST,10 4 FIRST BAPTIST,exact_norm,1.0
2004,2006,DAVIDSON,10 5 PARKWAY BAPTIST,10 5 PARKWAY BAPTIST,exact_norm,1.0
2004,2006,DAVIDSON,10 6 GATEWAY SCHOOL,10 6 GATEWAY SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,11 1 OLD HICKORY CC,11 1 OLD HICKORY CC,exact_norm,1.0
2004,2006,DAVIDSON,11 2 LAKEWOOD CITY,11 2 LAKEWOOD CITY,exact_norm,1.0
2004,2006,DAVIDSON,11 3 ANDREW JACKSON,11 3 ANDREW JACKSON,exact_norm,1.0
2004,2006,DAVIDSON,11 4 DUPONT TYLER,11 4 DUPONT TYLER,exact_norm,1.0
2004,2006,DAVIDSON,12 1 HERMITAGE PRESB,12 1 HERMITAGE PRESB,exact_norm,1.0
2004,2006,DAVIDSON,12 4 CENTRAL PIKE CH,12 4 CENTRAL PIKE CH,exact_norm,1.0
2004,2006,DAVIDSON,13 1 GLENVIEW SCHOOL,13 1 GLENVIEW SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,13 2 GLENGARRY SCH,13 2 GLENGARRY SCH,exact_norm,1.0
2004,2006,DAVIDSON,13 3 VULTEE FIREHALL,13 3 VULTEE FIREHALL,exact_norm,1.0
2004,2006,DAVIDSON,13 4 PLEASANT HILL,13 4 PLEASANT HILL,exact_norm,1.0
2004,2006,DAVIDSON,14 1 HERMITAGE HILLS,14 1 HERMITAGE HILLS,exact_norm,1.0
2004,2006,DAVIDSON,14 2 HERMITAGE SCH,14 2 HERMITAGE SCH,exact_norm,1.0
2004,2006,DAVIDSON,14 3 TENN SCH BLIND,14 3 TENN SCH BLIND,exact_norm,1.0
2004,2006,DAVIDSON,14 5 HICKMAN SCHOOL,14 5 HICKMAN SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,15 1 TWO RIVERS SCH,15 1 TWO RIVERS SCH,exact_norm,1.0
2004,2006,DAVIDSON,15 2 DONELSON UMC,15 2 DONELSON UMC,exact_norm,1.0
2004,2006,DAVIDSON,15 3 DONELSON LIB,15 3 DONELSON LIB,exact_norm,1.0
2004,2006,DAVIDSON,15 4 MARGARET ALLEN,15 4 MARGARET ALLEN,exact_norm,1.0
2004,2006,DAVIDSON,15 5 VULTEE CHURCH,15 5 VULTEE CHURCH,exact_norm,1.0
2004,2006,DAVIDSON,15 7 MARGARET ALLEN,15 7 MARGARET ALLEN,exact_norm,1.0
2004,2006,DAVIDSON,16 2 POLK FIRE 12,16 2 POLK FIRE 12,exact_norm,1.0
2004,2006,DAVIDSON,16 3 VULTEE CHURCH,16 3 VULTEE CHURCH,exact_norm,1.0
2004,2006,DAVIDSON,16 4 WOODBINE CUMB,16 4 WOODBINE CUMB,exact_norm,1.0
2004,2006,DAVIDSON,16 5 WOODBINE BAPT,16 5 WOODBINE BAPT,exact_norm,1.0
2004,2006,DAVIDSON,16 6 GLENCLIFF HIGH,16 6 GLENCLIFF HIGH,exact_norm,1.0
2004,2006,DAVIDSON,17 01 NAPIER CC,17 1 NAPIER CC,fuzzy_norm,0.965517
2004,2006,DAVIDSON,17 02 TREVECCA TOWER,17 2 TREVECCA TOWER,fuzzy_norm,0.974359
2004,2006,DAVIDSON,17 03 JOHNSON MID,17 3 JOHNSON MID,fuzzy_norm,0.969697
2004,2006,DAVIDSON,17 04 SEVIER PARK CC,17 4 SEVIER PARK CC,fuzzy_norm,0.974359
2004,2006,DAVIDSON,17 05 BERRY HILL CIT,17 5 BERRY HILL CIT,fuzzy_norm,0.974359
2004,2006,DAVIDSON,17 06 BERRY HEADSTRT,17 6 BERRY HEADSTRT,fuzzy_norm,0.974359
2004,2006,DAVIDSON,17 08 NAPIER SCHOOL,17 8 NAPIER SCHOOL,fuzzy_norm,0.972973
2004,2006,DAVIDSON,17 09 EDGEHILL LIB,17 9 EDGEHILL LIB,fuzzy_norm,0.971429
2004,2006,DAVIDSON,17 10 SEVIER PARK CC,17 10 SEVIER PARK CC,exact_norm,1.0
2004,2006,DAVIDSON,18 3 ST BERNARD S,18 3 ST BERNARD S,exact_norm,1.0
2004,2006,DAVIDSON,18 6 CHRIST THE KING,18 6 CHRIST THE KING,exact_norm,1.0
2004,2006,DAVIDSON,18 7 BELMONT HEIGHTS,18 7 BELMONT HEIGHTS,exact_norm,1.0
2004,2006,DAVIDSON,19 2 15TH AVE BAPT,19 2 15TH AVE BAPT,exact_norm,1.0
2004,2006,DAVIDSON,19 3 WATKINS PARK CC,19 3 WATKINS PARK CC,exact_norm,1.0
2004,2006,DAVIDSON,19 4 EDGEHILL ESTATE,19 4 EDGEHILL ESTATE,exact_norm,1.0
2004,2006,DAVIDSON,19 5 MURRELL SCHOOL,19 5 MURRELL SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,20 4 CHARLOTTE PARK,20 4 CHARLOTTE PARK,exact_norm,1.0
2004,2006,DAVIDSON,21 2 WHARTON SCHOOL,21 2 WHARTON SCHOOL,exact_norm,1.0
2004,2006,DAVIDSON,21 3 PEARL COHN SCH,21 3 PEARL COHN SCH,exact_norm,1.0
2004,2006,DAVIDSON,21 4 CENTENNIAL PARK,21 4 CENTENNIAL PARK,exact_norm,1.0
2004,2006,DAVIDSON,21 5 CENTENNIAL PARK,21 5 CENTENNIAL PARK,exact_norm,1.0
2004,2006,DAVIDSON,22 1 BELLEVUE CC,22 1 BELLEVUE CC,exact_norm,1.0
2004,2006,DAVIDSON,22 2 BELLEVUE CHURCH,22 2 BELLEVUE CHURCH,exact_norm,1.0
2004,2006,DAVIDSON,22 3 BELLEVUE MIDDLE,22 3 BELLEVUE MIDDLE,exact_norm,1.0
2004,2006,DAVIDSON,22 4 BELLEVUE UMC,22 4 BELLEVUE UMC,exact_norm,1.0
2004,2006,DAVIDSON,23 1 BROOK HOLLOW,23 1 BROOK HOLLOW,exact_norm,1.0
2004,2006,DAVIDSON,23 2 WEST MEADE SCH,23 2 WEST MEADE SCH,exact_norm,1.0
2004,2006,DAVIDSON,24 1 RICHLAND LIB,24 1 RICHLAND LIB,exact_norm,1.0
2004,2006,DAVIDSON,24 2 NASHVILLE TECH,24 2 NASHVILLE TECH,exact_norm,1.0
