year,county_norm,from_precinct_norm,match_method,low_conf_rows,avg_match_score,top_suggested_dst_vtd20,top_suggested_dst_count,unique_suggested_dst_count,total_weight,impact_score
2006,HAMILTON,143 OOLTEWAH 3,tail_fuzzy_name,35,0.9,003351,1,35,1.0,3.85
2008,HAMILTON,143 OOLTEWAH 3,tail_fuzzy_name,35,0.9,003351,1,35,1.0,3.85
2006,BEDFORD,WARTRACE GYM,tail_fuzzy_name,18,0.8,000101,1,18,1.0,3.78
2002,WASHINGTON,11E BOONES CRK MS,forced_best_name,11,0.666667,009301,1,11,1.0,3.776663
2000,RUTHERFORD,09 2 BLACKMAN CO,tail_fuzzy_name,15,0.758621,007654,1,15,1.0,3.770685
2004,ROANE,13 LAWNVILLE,tail_fuzzy_name,14,0.75,007451,1,14,1.0,3.64
2006,MCNAIRY,FINGER 1 2,tail_fuzzy_name,14,0.75,001102,1,14,1.0,3.64
2006,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,14,0.75,006151,1,14,1.0,3.64
2008,MCNAIRY,FINGER 1 2,tail_fuzzy_name,14,0.75,001102,1,14,1.0,3.64
2008,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,14,0.75,006151,1,14,1.0,3.64
2004,BLOUNT,25 MARYVILLE CITY,tail_fuzzy_name,16,0.782609,000403,1,16,1.0,3.638256
2006,BLOUNT,MARYVILLE CITY,tail_fuzzy_name,16,0.782609,000403,1,16,1.0,3.638256
2004,HAMILTON,CONCORD 1,tail_fuzzy_name,30,0.888889,003351,1,30,1.0,3.63333
2004,HAMILTON,CONCORD 3,tail_fuzzy_name,30,0.888889,003351,1,30,1.0,3.63333
2006,HAMILTON,141 CONCORD 3,tail_fuzzy_name,30,0.888889,003351,1,30,1.0,3.63333
2008,HAMILTON,141 CONCORD 3,tail_fuzzy_name,30,0.888889,003351,1,30,1.0,3.63333
2002,RUTHERFORD,08 4 ROCKVALE CC,tail_fuzzy_name,15,0.769231,007662,1,15,1.0,3.611535
2004,RUTHERFORD,08 4 ROCKVALE CC,tail_fuzzy_name,15,0.769231,007662,1,15,1.0,3.611535
2006,RUTHERFORD,8 4 ROCKVALE CC,tail_fuzzy_name,15,0.769231,007662,1,15,1.0,3.611535
2020,WEAKLEY,4A SHARON,forced_best_name,7,0.5,009502,1,7,1.0,3.57
2008,DYER,J1 NORTH DYERSBURG,tail_fuzzy_name,14,0.758621,002351,1,14,1.0,3.519306
2004,HAMILTON,TYNER 1,tail_fuzzy_name,23,0.857143,003351,1,23,1.0,3.515711
2004,HAMILTON,TYNER 4,tail_fuzzy_name,23,0.857143,003351,1,23,1.0,3.515711
2006,HAMILTON,130 TYNER 4,tail_fuzzy_name,23,0.857143,003351,1,23,1.0,3.515711
2008,HAMILTON,130 TYNER 4,tail_fuzzy_name,23,0.857143,003351,1,23,1.0,3.515711
2006,HARDIN,WALKERS 2 2,tail_fuzzy_name,15,0.777778,003701,1,15,1.0,3.48333
2008,HARDIN,WALKERS 2 2,tail_fuzzy_name,15,0.777778,003701,1,15,1.0,3.48333
2002,WASHINGTON,11I BOONES CHRISTIAN,forced_best_name,11,0.695652,009301,1,11,1.0,3.457828
2000,FRANKLIN,18 WINCHESTER SP,tail_fuzzy_name,14,0.764706,002651,1,14,1.0,3.434116
2000,FRANKLIN,05 CLARK MEM,tail_fuzzy_name,15,0.782609,002651,1,15,1.0,3.410865
2008,FRANKLIN,2 1 CLARK MEM,tail_fuzzy_name,15,0.782609,002651,1,15,1.0,3.410865
2004,HAMILTON,WESTVIEW 1,tail_fuzzy_name,31,0.9,003355,1,31,1.0,3.41
2002,MAURY,CITY HALL,forced_best_name,6,0.444444,005952,1,6,1.0,3.393336
2004,HAMILTON,EASTDALE 1,tail_fuzzy_name,28,0.888889,003354,1,28,1.0,3.391108
2004,HAMILTON,EASTDALE 2,tail_fuzzy_name,28,0.888889,003354,1,28,1.0,3.391108
2006,HAMILTON,131 EASTDALE 2,tail_fuzzy_name,28,0.888889,003354,1,28,1.0,3.391108
2008,HAMILTON,131 EASTDALE 2,tail_fuzzy_name,28,0.888889,003354,1,28,1.0,3.391108
2004,ANDERSON,CLINCH VALLEY,tail_fuzzy_name,13,0.75,000003,1,13,1.0,3.38
2006,ANDERSON,CLINCH VALLEY,tail_fuzzy_name,13,0.75,000003,1,13,1.0,3.38
2006,HARDIN,RHODES 6 2,tail_fuzzy_name,13,0.75,003702,1,13,1.0,3.38
2006,HARDIN,SHILOH 4 1,tail_fuzzy_name,13,0.75,003701,1,13,1.0,3.38
2008,ANDERSON,CLINCH VALLEY,tail_fuzzy_name,13,0.75,000003,1,13,1.0,3.38
2008,HARDIN,RHODES 6 2,tail_fuzzy_name,13,0.75,003702,1,13,1.0,3.38
2008,HARDIN,SHILOH 4 1,tail_fuzzy_name,13,0.75,003701,1,13,1.0,3.38
2002,PUTNAM,09B DOUBLE SPGS SO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2004,PUTNAM,09A DOUBLE SPGS NO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2004,PUTNAM,09B DOUBLE SPGS SO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2004,PUTNAM,09C DOUBLE SPGS WE,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2006,PUTNAM,9A DOUBLE SPGS NO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2006,PUTNAM,9B DOUBLE SPGS SO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2008,PUTNAM,9A DOUBLE SPGS NO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2008,PUTNAM,9B DOUBLE SPGS SO,tail_fuzzy_name,15,0.785714,007251,1,15,1.0,3.36429
2004,HAMILTON,APISON 1,tail_fuzzy_name,22,0.857143,003355,1,22,1.0,3.362854
2004,HAMILTON,APISON 2,tail_fuzzy_name,22,0.857143,003355,1,22,1.0,3.362854
2006,HAMILTON,118 APISON 2,tail_fuzzy_name,22,0.857143,003355,1,22,1.0,3.362854
2008,HAMILTON,118 APISON 2,tail_fuzzy_name,22,0.857143,003355,1,22,1.0,3.362854
2006,MAURY,CULLEOKA 8 2,tail_fuzzy_name,16,0.8,002855,1,16,1.0,3.36
2006,MCNAIRY,NO EAST SELMER 3 2,tail_fuzzy_name,16,0.8,006151,1,16,1.0,3.36
2008,MAURY,CULLEOKA 8 2,tail_fuzzy_name,16,0.8,002855,1,16,1.0,3.36
2008,RUTHERFORD,14 1 NORTHFIELD ES,tail_fuzzy_name,16,0.8,007653,1,16,1.0,3.36
2004,HAMILTON,MISSIONARY RIDGE,tail_fuzzy_name,20,0.842105,003358,1,20,1.0,3.3579
2002,HAMILTON,120 TENNESSEE RIVER,forced_best_name,6,0.451613,003354,1,6,1.0,3.350322
2000,CAMPBELL,13 JACKSBORO ST,tail_fuzzy_name,15,0.787879,000601,1,15,1.0,3.331815
2000,MAURY,015 WILLIAMSPORT,tail_fuzzy_name,14,0.774194,004203,1,14,1.0,3.301284
2000,RUTHERFORD,06 1 BUCHANAN SC,tail_fuzzy_name,20,0.846154,007656,1,20,1.0,3.27692
2000,RUTHERFORD,18 1 BELLWOOD SC,tail_fuzzy_name,20,0.846154,007657,1,20,1.0,3.27692
2006,MAURY,CP CHURCH 5 1,tail_fuzzy_name,17,0.818182,005951,1,17,1.0,3.260906
2008,MAURY,CP CHURCH 5 1,tail_fuzzy_name,17,0.818182,005951,1,17,1.0,3.260906
2002,FRANKLIN,7 2 WINCHESTER SPGS,tail_fuzzy_name,14,0.777778,002651,1,14,1.0,3.251108
2004,FRANKLIN,7 2 WINCHESTER SPGS,tail_fuzzy_name,14,0.777778,002651,1,14,1.0,3.251108
2006,FRANKLIN,7 2 WINCHESTER SPGS,tail_fuzzy_name,14,0.777778,002651,1,14,1.0,3.251108
2006,MCNAIRY,MCNAIRY 1 3,tail_fuzzy_name,14,0.777778,001102,1,14,1.0,3.251108
2008,MCNAIRY,MCNAIRY 1 3,tail_fuzzy_name,14,0.777778,001102,1,14,1.0,3.251108
2020,WEAKLEY,8A MARTIN FUMC,forced_best_name,5,0.372093,009503,1,5,1.0,3.189535
2002,HENDERSON,ZEARLY,forced_best_name,5,0.375,004001,1,5,1.0,3.175
2000,LINCOLN,16 CO HWY GAR TH,tail_fuzzy_name,16,0.8125,000001,1,16,1.0,3.16
2000,LINCOLN,17 CO HWY GAR TH,tail_fuzzy_name,16,0.8125,000001,1,16,1.0,3.16
2004,HAMILTON,NORTHWOODS 2,tail_fuzzy_name,15,0.8,003386,1,15,1.0,3.15
2000,SHELBY,105 11 COR 11,tail_fuzzy_name,12,0.75,008053,1,12,1.0,3.12
2002,RUTHERFORD,13 2 CASON LANE ACA,tail_fuzzy_name,23,0.875,007654,1,23,1.0,3.105
2002,PUTNAM,10B SYCAMORE,forced_best_name,7,0.571429,007251,1,7,1.0,3.069997
2002,BLOUNT,BEECH GROVE,forced_best_name,5,0.4,000403,1,5,1.0,3.05
2006,MAURY,BEAR CREEK 8 1,tail_fuzzy_name,17,0.833333,005951,1,17,1.0,3.003339
2008,MAURY,BEAR CREEK 8 1,tail_fuzzy_name,17,0.833333,005951,1,17,1.0,3.003339
2000,DAVIDSON,PAPER VOTES,forced_best_name,5,0.413793,001828,1,5,1.0,2.981035
2002,DAVIDSON,PAPER VOTES,forced_best_name,5,0.413793,001828,1,5,1.0,2.981035
2002,SULLIVAN,10OB OREBANK MISSI,forced_best_name,5,0.416667,008505,1,5,1.0,2.966665
2000,ANDERSON,04 BLOCKHOUSE V,tail_fuzzy_name,14,0.8,000003,1,14,1.0,2.94
2004,BLOUNT,10 EAGLETON CAF,tail_fuzzy_name,14,0.8,000403,1,14,1.0,2.94
2006,MCNAIRY,LEAPWOOD 3 1,tail_fuzzy_name,14,0.8,001101,1,14,1.0,2.94
2008,BLOUNT,EAGLETON CAF,tail_fuzzy_name,14,0.8,000403,1,14,1.0,2.94
2008,MCNAIRY,LEAPWOOD 3 1,tail_fuzzy_name,14,0.8,001101,1,14,1.0,2.94
2004,LINCOLN,2 3 PETERSBURG,tail_fuzzy_name,12,0.769231,000002,1,12,1.0,2.889228
2006,DYER,E2 LENOX,tail_fuzzy_name,12,0.769231,002352,1,12,1.0,2.889228
2006,LINCOLN,2 3 PETERSBURG,tail_fuzzy_name,12,0.769231,000002,1,12,1.0,2.889228
2008,DYER,E2 LENOX,tail_fuzzy_name,12,0.769231,002352,1,12,1.0,2.889228
2008,LINCOLN,2 3 PETERSBURG,tail_fuzzy_name,12,0.769231,000002,1,12,1.0,2.889228
2004,HAMILTON,HIXSON 1,tail_fuzzy_name,21,0.875,003386,1,21,1.0,2.835
2002,HAMILTON,122 COLLEGEDALE 2,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2004,HAMILTON,COLLEGEDALE 1,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2004,HAMILTON,COLLEGEDALE 2,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2006,HAMILTON,122 COLLEGEDALE 2,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2008,HAMILTON,122 COLLEGEDALE 2,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2008,HAMILTON,167 COLLEGEDALE 3,tail_fuzzy_name,30,0.916667,003355,1,30,1.0,2.79999
2000,PICKETT,07 MOODYVL,tail_fuzzy_name,15,0.823529,002555,1,15,1.0,2.797065
2000,ANDERSON,01 ANDERSON CO,tail_fuzzy_name,17,0.846154,000001,1,17,1.0,2.785382
2008,LOUDON,TELLICO VILLAGE EAST,tail_fuzzy_name,18,0.857143,005451,1,18,1.0,2.751426
2008,PUTNAM,5H BURGESS OUTSIDE,tail_fuzzy_name,15,0.827586,007252,1,15,1.0,2.73621
2006,MAURY,SPRING HILL 11 2,tail_fuzzy_name,14,0.814815,005951,1,14,1.0,2.73259
2008,MAURY,SPRING HILL 11 2,tail_fuzzy_name,14,0.814815,005951,1,14,1.0,2.73259
2006,HARDIN,FAIRGROUND 10 1,tail_fuzzy_name,13,0.8,003701,1,13,1.0,2.73
2008,HARDIN,FAIRGROUND 10 1,tail_fuzzy_name,13,0.8,003701,1,13,1.0,2.73
2004,WASHINGTON,10P PRINCETON ARTS,tail_fuzzy_name,12,0.782609,009304,1,12,1.0,2.728692
2006,WASHINGTON,10P PRINCETON ARTS,tail_fuzzy_name,12,0.782609,009304,1,12,1.0,2.728692
2000,PERRY,301 COON CREEK,tail_fuzzy_name,10,0.740741,006951,1,10,1.0,2.69259
2002,PERRY,301 COON CREEK,tail_fuzzy_name,10,0.740741,006951,1,10,1.0,2.69259
2004,PERRY,301 COON CREEK,tail_fuzzy_name,10,0.740741,006951,1,10,1.0,2.69259
2006,HAMILTON,BRAINERD REC CTR,tail_fuzzy_name,14,0.818182,003363,1,14,1.0,2.685452
2000,HAYWOOD,09 2 COLL HILL CAF,tail_fuzzy_name,10,0.742857,003901,1,10,1.0,2.67143
2000,GRUNDY,13 SWISS MEMORIA,forced_best_name,5,0.47619,003152,1,5,1.0,2.66905
2000,SULLIVAN,10OB OREBANK MB,forced_best_name,5,0.47619,008505,1,5,1.0,2.66905
2000,BLOUNT,25 MARYVILLE MS,tail_fuzzy_name,14,0.820513,000403,1,14,1.0,2.652818
2004,BLOUNT,24 MARYVILLE MID SCH,tail_fuzzy_name,14,0.820513,000403,1,14,1.0,2.652818
2000,HAWKINS,12 KEPLAR,tail_fuzzy_name,15,0.833333,003801,1,15,1.0,2.650005
2006,HARDIN,COURTHOUSE 9 1,tail_fuzzy_name,15,0.833333,003701,1,15,1.0,2.650005
2006,PICKETT,MOODYVILLE 1 2,tail_fuzzy_name,15,0.833333,002555,1,15,1.0,2.650005
2008,HARDIN,COURTHOUSE 9 1,tail_fuzzy_name,15,0.833333,003701,1,15,1.0,2.650005
2008,PICKETT,MOODYVILLE 1 2,tail_fuzzy_name,15,0.833333,002555,1,15,1.0,2.650005
2002,HAMILTON,160 POSTAL,forced_best_name,7,0.631579,003354,1,7,1.0,2.648947
2004,BLOUNT,21 LOUISVILLE 20TH,tail_fuzzy_name,11,0.769231,000406,1,11,1.0,2.648459
2006,BLOUNT,LOUISVILLE 20TH,tail_fuzzy_name,11,0.769231,000406,1,11,1.0,2.648459
2000,BLOUNT,24 MARYVILLE HS,tail_fuzzy_name,16,0.846154,000403,1,16,1.0,2.621536
2002,BLOUNT,MARYVILLE HS,tail_fuzzy_name,16,0.846154,000403,1,16,1.0,2.621536
2004,BLOUNT,23 MARYVILLE HS,tail_fuzzy_name,16,0.846154,000403,1,16,1.0,2.621536
2006,BLOUNT,MARYVILLE HS,tail_fuzzy_name,16,0.846154,000403,1,16,1.0,2.621536
2008,BLOUNT,MARYVILLE HS,tail_fuzzy_name,16,0.846154,000403,1,16,1.0,2.621536
2020,WEAKLEY,5A MARTIN COC,forced_best_name,4,0.355556,009505,1,4,1.0,2.617776
2002,HAMILTON,157 SATELLITE 1 EC,forced_best_name,5,0.486486,003420,1,5,1.0,2.61757
2002,LINCOLN,9TH GRADE ACADEMY,forced_best_name,5,0.486486,000001,1,5,1.0,2.61757
2004,SHELBY,COLLIERVILLE 07,tail_fuzzy_name,23,0.896552,008052,1,23,1.0,2.609304
2006,SHELBY,COLLIERVILLE 07,tail_fuzzy_name,23,0.896552,008052,1,23,1.0,2.609304
2008,SHELBY,COLLIERVILLE 07,tail_fuzzy_name,23,0.896552,008052,1,23,1.0,2.609304
2000,RUTHERFORD,08 2 EAGLEVILLE C,tail_fuzzy_name,10,0.75,007663,1,10,1.0,2.6
2006,HARDIN,ARMORY 1 1,tail_fuzzy_name,10,0.75,003701,1,10,1.0,2.6
2008,HARDIN,ARMORY 1 1,tail_fuzzy_name,10,0.75,003701,1,10,1.0,2.6
2002,RUTHERFORD,19 1 MITCHELL N PRIM,tail_fuzzy_name,17,0.857143,007653,1,17,1.0,2.598569
2004,RUTHERFORD,19 1 MITCHELL N PRIM,tail_fuzzy_name,17,0.857143,007653,1,17,1.0,2.598569
2006,RUTHERFORD,19 1 MITCHELL N PRIM,tail_fuzzy_name,17,0.857143,007653,1,17,1.0,2.598569
2008,RUTHERFORD,19 1 MITCHELL N PRIM,tail_fuzzy_name,17,0.857143,007653,1,17,1.0,2.598569
2000,BLOUNT,22 MIDDLESETTLE,tail_fuzzy_name,14,0.827586,000407,1,14,1.0,2.553796
2008,PUTNAM,5C BURGESS INSIDE,tail_fuzzy_name,13,0.814815,007252,1,13,1.0,2.537405
2002,BEDFORD,16 THOMAS SCHOOL,forced_best_name,7,0.648649,000101,1,7,1.0,2.529457
2006,MAURY,RALLY HILL 11 1,tail_fuzzy_name,12,0.8,005951,1,12,1.0,2.52
2008,MAURY,RALLY HILL 11 1,tail_fuzzy_name,12,0.8,005951,1,12,1.0,2.52
2006,HAMILTON,121 LOOKOUT MTN 2,tail_fuzzy_name,10,0.758621,003385,1,10,1.0,2.51379
2008,HAMILTON,121 LOOKOUT MTN 2,tail_fuzzy_name,10,0.758621,003385,1,10,1.0,2.51379
2006,MAURY,RIVERSIDE 1 1,tail_fuzzy_name,13,0.818182,005952,1,13,1.0,2.493634
2008,MAURY,RIVERSIDE 1 1,tail_fuzzy_name,13,0.818182,005952,1,13,1.0,2.493634
2000,BLOUNT,23 MARYVILLE COL,tail_fuzzy_name,17,0.866667,000403,1,17,1.0,2.436661
2006,MCNAIRY,COURTHOUSE SE 6 1,tail_fuzzy_name,17,0.866667,006151,1,17,1.0,2.436661
2008,MCNAIRY,COURTHOUSE SE 6 1,tail_fuzzy_name,17,0.866667,006151,1,17,1.0,2.436661
2004,DYER,C3 ROELLEN,tail_fuzzy_name,13,0.823529,002351,1,13,1.0,2.424123
2006,DYER,C3 ROELLEN,tail_fuzzy_name,13,0.823529,002351,1,13,1.0,2.424123
2008,DYER,C3 ROELLEN,tail_fuzzy_name,13,0.823529,002351,1,13,1.0,2.424123
2000,BRADLEY,403 MICHIGAN AVE,tail_fuzzy_name,20,0.888889,000502,1,20,1.0,2.42222
2002,BRADLEY,403 1 MICHIGAN AVE,tail_fuzzy_name,20,0.888889,000502,1,20,1.0,2.42222
2004,BRADLEY,402 1 MICHIGAN AVE,tail_fuzzy_name,20,0.888889,000502,1,20,1.0,2.42222
2000,BRADLEY,304 SR CTR,forced_best_name,5,0.526316,000504,1,5,1.0,2.41842
2000,LINCOLN,02 MOLINO FIRE TH,tail_fuzzy_name,10,0.769231,000003,1,10,1.0,2.40769
2000,LINCOLN,03 MOLINO FIRE TH,tail_fuzzy_name,10,0.769231,000003,1,10,1.0,2.40769
2000,RUTHERFORD,02 2 MILTON FIRE D,tail_fuzzy_name,9,0.742857,007652,1,9,1.0,2.404287
2002,HAMILTON,158 SATELLITE 2 NG,forced_best_name,5,0.533333,003401,1,5,1.0,2.383335
2004,HAMILTON,MOUNTAIN CREEK 1,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2004,HAMILTON,MOUNTAIN CREEK 2,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2004,HAMILTON,MOUNTAIN CREEK 4,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2006,HAMILTON,106 MOUNTAIN CREEK 2,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2006,HAMILTON,117 MOUNTAIN CREEK 4,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2008,HAMILTON,106 MOUNTAIN CREEK 2,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2008,HAMILTON,117 MOUNTAIN CREEK 4,tail_fuzzy_name,31,0.933333,003385,1,31,1.0,2.376677
2002,HAMILTON,109 FALLING WATER 2,tail_fuzzy_name,29,0.928571,003359,1,29,1.0,2.361441
2004,HAMILTON,FALLING WATER 1,tail_fuzzy_name,29,0.928571,003359,1,29,1.0,2.361441
2004,HAMILTON,FALLING WATER 2,tail_fuzzy_name,29,0.928571,003359,1,29,1.0,2.361441
2006,HAMILTON,109 FALLING WATER 2,tail_fuzzy_name,29,0.928571,003359,1,29,1.0,2.361441
2008,HAMILTON,109 FALLING WATER 2,tail_fuzzy_name,29,0.928571,003359,1,29,1.0,2.361441
