county_norm,precinct_norm,canonical_label,years_present,first_year,last_year,has_2024,prctseq_2024
BLOUNT,Z EARLY 1,z-EARLY 1,2004,2004,2004,0,
BLOUNT,Z EARLY 2,z-EARLY 2,2004,2004,2004,0,
BLOUNT,ZZ ABSENTEE,zz-ABSENTEE,2004,2004,2004,0,
BRADLEY,1 1 MCDONALD,1-1 McDonald,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0001
BRADLEY,1 2 PROSPECT,1-2 Prospect,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0002
BRADLEY,1 3 HOPEWELL,1-3 Hopewell,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0003
BRADLEY,101 1 MCDONALD,101-1 McDonald,2004,2004,2004,0,
BRADLEY,102 1 PROSPECT,102-1 Prospect,2004,2004,2004,0,
BRADLEY,103 1 HOPEWELL,103-1 Hopewell,2004,2004,2004,0,
BRADLEY,2 1 E L ROSS,2-1 E.L. Ross,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0004
BRADLEY,2 2 CHARLESTON,2-2 Charleston,2006,2006,2006,0,
BRADLEY,2 2 WALKER VALLEY,2-2 Walker Valley,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0005
BRADLEY,201 1 E L ROSS,201-1 E.L. Ross,2004,2004,2004,0,
BRADLEY,202 1 CHARLESTON,202-1 Charleston,2004,2004,2004,0,
BRADLEY,3 1 LEE UNIVERSITY,3-1 Lee University,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0006
BRADLEY,3 1 MAYFIELD,3-1 Mayfield,2006,2006,2006,0,
BRADLEY,3 2 SENIOR CENTER,3-2 Senior Center,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0007
BRADLEY,301 1 MAYFIELD,301-1 Mayfield,2004,2004,2004,0,
BRADLEY,302 1 SENIOR CENTER,302-1 Senior Center,2004,2004,2004,0,
BRADLEY,4 1 OAK GROVE,4-1 Oak Grove,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0008
BRADLEY,4 2 MICHIGAN AVE,4-2 Michigan Ave,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0009
BRADLEY,401 1 OAK GROVE,401-1 Oak Grove,2004,2004,2004,0,
BRADLEY,402 1 MICHIGAN AVE,402-1 Michigan Ave,2004,2004,2004,0,
BRADLEY,5 1 BLYTHE BOWER,5-1 Blythe/Bower,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0010
BRADLEY,5 2 COMMUNITY SC,5-2 Community SC,2012,2012,2012,0,
BRADLEY,5 2 COMMUNITY SERV,5-2 Community Serv,2006;2008;2010,2006,2010,0,
BRADLEY,5 2 MUSEUM,5-2 Museum,2016;2018;2020;2022;2024,2016,2024,1,0011
BRADLEY,5 2 OLD BLYTHE,5-2 Old Blythe,2014,2014,2014,0,
BRADLEY,501 1 T C BOWER,501-1 T.C. Bower,2004,2004,2004,0,
BRADLEY,502 1 COMMUNITY SVC,502-1 Community Svc,2004,2004,2004,0,
BRADLEY,6 1 VALLEY VIEW,6-1 Valley View,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0012
BRADLEY,6 2 BLUE SPRINGS,6-2 Blue Springs,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0013
BRADLEY,6 3 WATERVILLE,6-3 Waterville,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0014
BRADLEY,6 4 BLACK FOX,6-4 Black Fox,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0015
BRADLEY,6 5 VALLEY VIEW,6-5 Valley View,2022;2024,2022,2024,1,0016
BRADLEY,601 1 VALLEY VIEW,601-1 Valley View,2004,2004,2004,0,
BRADLEY,602 1 BLUE SPRINGS,602-1 Blue Springs,2004,2004,2004,0,
BRADLEY,603 1 WATERVILLE,603-1 Waterville,2004,2004,2004,0,
BRADLEY,604 1 BLACK FOX,604-1 Black Fox,2004,2004,2004,0,
BRADLEY,7 1 STUART,7-1 Stuart,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0017
BRADLEY,7 2 CLEVELAND HIGH,7-2 Cleveland High,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0018
BRADLEY,701 1 STUART,701-1 Stuart,2004,2004,2004,0,
BRADLEY,702 1 CLEVELAND HIGH,702-1 Cleveland High,2004,2004,2004,0,
BRADLEY,ABSENTEE,ABSENTEE,2004,2004,2004,0,
BRADLEY,EARLY,EARLY,2004,2004,2004,0,
BRADLEY,EARLY VOTING WRITE INS,Early Voting - Write-Ins,2016,2016,2016,0,
CAMPBELL,1 1 ALDER SPRINGS,1-1 Alder Springs,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0001
CAMPBELL,1 1 COOLIDGE,1-1 Coolidge,2006;2008;2010,2006,2010,0,
CAMPBELL,1 2 DEMORY,1-2 Demory,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0002
CAMPBELL,1 3 PINECREST,1-3 Pinecrest,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0003
CAMPBELL,1 4 VALLEY VIEW,1-4 Valley View,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0004
CAMPBELL,1 5 WELL SPRINGS,1-5 Well Springs,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0005
CAMPBELL,2 1 COLLEGE HILL,2-1 College Hill,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0006
CAMPBELL,2 2 DAVIS CHAPEL,2-2 Davis Chapel,2006;2008;2010;2012;2014,2006,2014,0,
CAMPBELL,2 2 EAST LAFOLLETTE,2-2 East LaFollette,2016;2018;2020;2022;2024,2016,2024,1,0009
CAMPBELL,2 3 EAST LAFOLLETTE,2-3 East LaFollette,2006;2008;2010;2012;2014,2006,2014,0,
CAMPBELL,2 3 LAFOLLETTE ES,2-3 LaFollette ES,2016;2018;2020;2022;2024,2016,2024,1,0012
CAMPBELL,2 4 JR HIGH,2-4 Jr. High,2006;2008,2006,2008,0,
CAMPBELL,2 4 LAFOLLETTE ES,2-4 LaFollette ES,2010;2012;2014,2010,2014,0,
CAMPBELL,3 1 CCHS,3-1 CCHS,2010;2012;2014;2016;2018;2020;2022;2024,2010,2024,1,0013
CAMPBELL,3 1 FIREHALL,3-1 Firehall,2006;2008,2006,2008,0,
CAMPBELL,3 2 JACKSBORO STA,3-2 Jacksboro Sta,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0014
CAMPBELL,3 3 WEST LAFOLLETTE,3-3 West LaFollette,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0015
CAMPBELL,4 1 CARYVILLE,4-1 Caryville,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0018
CAMPBELL,4 2 CLINCHMORE,4-2 Clinchmore,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0019
CAMPBELL,4 3 JACKSBORO,4-3 Jacksboro,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0020
CAMPBELL,4 4 RIDGEWOOD,4-4 Ridgewood,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0021
CAMPBELL,5 1 ELK VALLEY,5-1 Elk Valley,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0022
CAMPBELL,5 2 HABERSHAM,5-2 Habersham,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0023
CAMPBELL,5 3 JELLICO,5-3 Jellico,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0024
CAMPBELL,5 4 NEWCOMB,5-4 Newcomb,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0025
CAMPBELL,5 5 WHITE OAK,5-5 White Oak,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0026
CAMPBELL,5 6 LAFOLLETTE REC,5-6 LaFollette Rec,2022;2024,2022,2024,1,0027
CAMPBELL,CARYVILLE,Caryville,2004,2004,2004,0,
CAMPBELL,CLINCHMORE,Clinchmore,2004,2004,2004,0,
CAMPBELL,COLLEGE HILL,College Hill,2004,2004,2004,0,
CAMPBELL,COOLIDGE,Coolidge,2004,2004,2004,0,
CAMPBELL,DAVIS CHAPEL,Davis Chapel,2004,2004,2004,0,
CAMPBELL,DEMORY,Demory,2004,2004,2004,0,
CAMPBELL,EAST LAFOLLETTE,East LaFollette,2004,2004,2004,0,
CAMPBELL,ELK VALLEY,Elk Valley,2004,2004,2004,0,
CAMPBELL,FIREHALL,Firehall,2004,2004,2004,0,
CAMPBELL,HABERSHAM,Habersham,2004,2004,2004,0,
CAMPBELL,JACKSBORO,Jacksboro,2004,2004,2004,0,
CAMPBELL,JACKSBORO STATION,Jacksboro Station,2004,2004,2004,0,
CAMPBELL,JELLICO,Jellico,2004,2004,2004,0,
CAMPBELL,JR HIGH,Jr. High,2004,2004,2004,0,
CAMPBELL,NEWCOMB,Newcomb,2004,2004,2004,0,
CAMPBELL,PINECREST,Pinecrest,2004,2004,2004,0,
CAMPBELL,RIDGEWOOD,Ridgewood,2004,2004,2004,0,
CAMPBELL,VALLEY VIEW,Valley View,2004,2004,2004,0,
CAMPBELL,WELL SPRINGS,Well Springs,2004,2004,2004,0,
CAMPBELL,WEST LAFOLLETTE,West LaFollette,2004,2004,2004,0,
CAMPBELL,WHITE OAK,White Oak,2004,2004,2004,0,
CAMPBELL,Z ABSENTEE,z-ABSENTEE,2004,2004,2004,0,
CAMPBELL,Z EARLY,z-EARLY,2004,2004,2004,0,
CANNON,1 1 WESTSIDE,1-1 Westside,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0001
CANNON,11 WESTSIDE,11 Westside,2004,2004,2004,0,
CANNON,2 1 AUBURNTOWN,2-1 Auburntown,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0002
CANNON,2 2 GASSAWAY,2-2 Gassaway,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0003
CANNON,2 3 PLEASANT RIDGE,2-3 Pleasant Ridge,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0004
CANNON,2 4 SHORT MOUNTAIN,2-4 Short Mountain,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0005
CANNON,21 AUBURNTOWN,21 Auburntown,2004,2004,2004,0,
CANNON,22 GASSAWAY,22 Gassaway,2004,2004,2004,0,
CANNON,23 PLEASANT RIDGE,23 Pleasant Ridge,2004,2004,2004,0,
CANNON,24 SHORT MOUNTAIN,24 Short Mountain,2004,2004,2004,0,
CANNON,3 2 WOODLAND,3-2 Woodland,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0006
CANNON,32 WOODLAND,32 Woodland,2004,2004,2004,0,
CANNON,4 1 EASTSIDE,4-1 Eastside,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0007
CANNON,4 2 SHORT MOUNTAIN,4-2 Short Mountain,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0008
CANNON,41 EASTSIDE,41 Eastside,2004,2004,2004,0,
CANNON,42 SHORT MOUNTAIN,42 Short Mountain,2004,2004,2004,0,
CANNON,5 1 WOODBURY,5-1 Woodbury,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0009
CANNON,51 WOODBURY,51 Woodbury,2004,2004,2004,0,
CANNON,ABSENTEE,Absentee,2006;2010;2020,2006,2020,0,
CANNON,EARLY VOTING WRITE INS,Early Voting - Write-Ins,2016,2016,2016,0,
CANNON,Z ABSENTEE,Z-ABSENTEE,2004,2004,2004,0,
CANNON,Z EARLY,Z-EARLY,2004,2004,2004,0,
CARROLL,01 LAVINIA,01 Lavinia,2004,2004,2004,0,
CARROLL,02 TREZEVANT,02 Trezevant,2004,2004,2004,0,
CARROLL,03 CHRISTMASVILLE,03 Christmasville,2004,2004,2004,0,
CARROLL,04 MCLEMORESVILLE,04 McLemoresville,2004,2004,2004,0,
CARROLL,05 CEDAR GROVE,05 Cedar Grove,2004,2004,2004,0,
CARROLL,06 CLARKSBURG,06 Clarksburg,2004,2004,2004,0,
CARROLL,07 MACEDONIA,07 Macedonia,2004,2004,2004,0,
CARROLL,08 CIVIC CENTER,08 Civic Center,2004,2004,2004,0,
CARROLL,09 HUNTINGDON CITY,09 Huntingdon City,2004,2004,2004,0,
CARROLL,1 1 LAVINIA,1-1 Lavinia,2022;2024,2022,2024,1,0001
CARROLL,1 2 CEDAR GROVE,1-2 Cedar Grove,2022;2024,2022,2024,1,0002
CARROLL,1 3 ATWOOD,1-3 Atwood,2022;2024,2022,2024,1,0003
CARROLL,10 YUMA,10 Yuma,2004,2004,2004,0,
CARROLL,11 BUENA VISTA,11 Buena Vista,2004,2004,2004,0,
CARROLL,12 BRUCETON,12 Bruceton,2004,2004,2004,0,
CARROLL,13 HOLLOW ROCK,13 Hollow Rock,2004,2004,2004,0,
CARROLL,14 VALE,14 Vale,2004,2004,2004,0,
CARROLL,15 WESTVIEW,15 Westview,2004,2004,2004,0,
CARROLL,16 ATWOOD,16 Atwood,2004,2004,2004,0,
CARROLL,17 SENIOR CITIZENS,17 Senior Citizens,2004,2004,2004,0,
CARROLL,18 CANNON,18 Cannon,2004,2004,2004,0,
CARROLL,19 CONCORD,19 Concord,2004,2004,2004,0,
CARROLL,2 1 MCLEMORESVILLE,2-1 McLemoresville,2022;2024,2022,2024,1,0004
CARROLL,2 2 TREZEVANT,2-2 Trezevant,2022;2024,2022,2024,1,0005
CARROLL,20 WESTPORT,20 Westport,2004,2004,2004,0,
CARROLL,21 BETHEL COLLEGE,21 Bethel College,2004,2004,2004,0,
CARROLL,22 MCKENZIE CITY,22 McKenzie City,2004,2004,2004,0,
CARROLL,3 1 BRUCETON,3-1 Bruceton,2022;2024,2022,2024,1,0006
CARROLL,4 1 RECYCLING CENTER,4-1 Recycling Center,2022;2024,2022,2024,1,0007
CARROLL,4 2 HOLLOW ROCK,4-2 Hollow Rock,2022;2024,2022,2024,1,0008
CARROLL,5 1 CIVIC CENTER,5-1 Civic Center,2022;2024,2022,2024,1,0009
CARROLL,6 1 CLARKSBURG,6-1 Clarksburg,2022;2024,2022,2024,1,0010
CARROLL,6 2 CONCORD WESTPORT,6-2 Concord/Westport,2022;2024,2022,2024,1,0011
CARROLL,7 1 POLICE STATION HUNT,7-1 Police Station-Hunt,2022;2024,2022,2024,1,0012
CARROLL,8 1 SENIOR CITIZENS,8-1 Senior Citizens,2022;2024,2022,2024,1,0013
CARROLL,9 1 CHURCH OF CHRIST,9-1 Church of Christ,2022;2024,2022,2024,1,0014
CARROLL,9 2 CITY HALL MK,9-2 City Hall-MK,2022;2024,2022,2024,1,0015
CARROLL,ABSENTEE,ABSENTEE,2004,2004,2004,0,
CARROLL,ATWOOD,Atwood,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,BETHEL COLLEGE,Bethel College,2006;2008;2010;2012;2014;2016;2018,2006,2018,0,
CARROLL,BRUCETON,Bruceton,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,BUENA VISTA,Buena Vista,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,CANNON,Cannon,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,CEDAR GROVE,Cedar Grove,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,CHRISTMASVILLE,Christmasville,2006;2008;2010,2006,2010,0,
CARROLL,CHURCH OF CHRIST,Church of Christ,2020,2020,2020,0,
CARROLL,CIVIC CENTER,Civic Center,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,CLARKSBURG,Clarksburg,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,CONCORD,Concord,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,EARLY,EARLY,2004,2004,2004,0,
CARROLL,HOLLOW ROCK,Hollow Rock,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,HUNT POLICE STATION,Hunt-Police Station,2020,2020,2020,0,
CARROLL,HUNTINGDON,Huntingdon,2012;2014;2016;2018,2012,2018,0,
CARROLL,HUNTINGDON CITY HALL,Huntingdon City Hall,2006;2008;2010,2006,2010,0,
CARROLL,LAVINIA,Lavinia,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,MACEDONIA,Macedonia,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,MCKENZIE,McKenzie,2012;2014;2016;2018;2020,2012,2020,0,
CARROLL,MCKENZIE CITY,McKenzie City,2006;2008;2010,2006,2010,0,
CARROLL,MCLEMORESVILLE,McLemoresville,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,SENIOR CITIZENS,Senior Citizens,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,TREZEVANT,Trezevant,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,VALE,Vale,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,WESTPORT,Westport,2006;2008;2010;2012;2014;2016;2018;2020,2006,2020,0,
CARROLL,WESTVIEW,Westview,2006;2008;2010,2006,2010,0,
CARROLL,YUMA,Yuma,2006;2008;2010,2006,2010,0,
CARTER,CENTRAL,Central,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0006
CARTER,COURT HOUSE,Court House,2004,2004,2004,0,
CARTER,COURTHOUSE,Courthouse,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0010
CARTER,EARLY VOTING WRITE INS,Early Voting - Write-Ins,2016,2016,2016,0,
CARTER,EASTSIDE,Eastside,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0011
CARTER,ELK MILLS,Elk Mills,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0015
CARTER,GAP CREEK,Gap Creek,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0019
CARTER,HAMPTON,Hampton,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0016
CARTER,HAPPY VALLEY,Happy Valley,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0014
CARTER,HAROLD MCCORMICK,Harold McCormick,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0021
CARTER,HIGH SCHOOL,High School,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0022
CARTER,HUNTER,Hunter,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0001
CARTER,KEENBURG,Keenburg,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0007
CARTER,LITTLE MILLIGAN,Little Milligan,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0017
CARTER,MIDWAY,Midway,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0002
CARTER,NATIONAL GUARD,National Guard,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0012
CARTER,RANGE,Range,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0008
CARTER,ROAN MOUNTAIN,Roan Mountain,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0004
CARTER,SIAM,Siam,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0013
CARTER,TIGER VALLEY,Tiger Valley,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0005
CARTER,UNAKA,Unaka,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0003
CARTER,VALLEY FORGE,Valley Forge,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0018
CARTER,WATAUGA,Watauga,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0009
CARTER,WESTSIDE,Westside,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0020
CARTER,Z ABSENTEE,z-ABSENTEE,2004,2004,2004,0,
CARTER,Z EARLY,z-EARLY,2004,2004,2004,0,
CHEATHAM,1 1 AC CHURCH CHRIST,1-1 AC Church Christ,2004;2006,2004,2006,0,
CHEATHAM,1 1 COUNTY LIBRARY,1-1 County Library,2008;2010;2012;2014;2016;2018;2020;2022,2008,2022,0,
CHEATHAM,1 1 SYCAMORE SQUARE,1-1 Sycamore Square,2024,2024,2024,1,0001
CHEATHAM,2 1 EAST CHEATHAM,2-1 East Cheatham,2022;2024,2022,2024,1,0002
CHEATHAM,2 2 E CHEATHAM ELEM,2-2 E. Cheatham Elem,2004;2006,2004,2006,0,
CHEATHAM,2 2 EAST CHEATHAM,2-2 East Cheatham,2008;2010;2012;2014;2016;2018;2020,2008,2020,0,
CHEATHAM,3 1 PLEASANT VIEW,3-1 Pleasant View,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0003
CHEATHAM,4 1 W CHEATHAM ELEM,4-1 W Cheatham Elem,2004;2006,2004,2006,0,
CHEATHAM,4 1 WEST CHEATHAM,4-1 West Cheatham,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0004
CHEATHAM,4 2 NEW HOPE,4-2 New Hope,2008;2010;2012,2008,2012,0,
CHEATHAM,4 2 NEW HOPE CC,4-2 New Hope CC,2004;2006,2004,2006,0,
CHEATHAM,4 3 SYCAMORE,4-3 Sycamore,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0005
CHEATHAM,4 3 SYCAMORE MIDDLE,4-3 Sycamore Middle,2004;2006,2004,2006,0,
CHEATHAM,5 1 AC CHURCH OF CHRIST,5-1 AC Church of Christ,2024,2024,2024,1,0006
CHEATHAM,5 1 GREENBRIER,5-1 Greenbrier,2016;2018;2020;2022,2016,2022,0,
CHEATHAM,5 1 TWO RIVERS,5-1 Two Rivers,2008;2010;2012;2014,2008,2014,0,
CHEATHAM,5 1 TWO RIVERS FIRE,5-1 Two Rivers Fire,2004;2006,2004,2006,0,
CHEATHAM,5 2 PEGRAM,5-2 Pegram,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0007
CHEATHAM,5 2 PEGRAM ELEM,5-2 Pegram Elem,2004;2006,2004,2006,0,
CHEATHAM,5 3 AC CHURCH OF CHRIST,5-3 AC Church of Christ,2022,2022,2022,0,
CHEATHAM,6 1 HARPETH,6-1 Harpeth,2008;2010;2012;2014;2016;2018;2020;2022;2024,2008,2024,1,0008
CHEATHAM,6 1 HARPETH HIGH,6-1 Harpeth High,2004;2006,2004,2006,0,
CHEATHAM,ABSENTEE,ABSENTEE,2004,2004,2004,0,
CHEATHAM,EARLY,EARLY,2004,2004,2004,0,
CHESTER,1 2 ENVILLE,1-2 Enville,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0001
CHESTER,1 3 CENTER POINT,1-3 Center Point,2004,2004,2004,0,
CHESTER,1 4 CABO,1-4 Cabo,2004,2004,2004,0,
CHESTER,1 5 SWEET LIPS,1-5 Sweet Lips,2004;2006;2008;2010;2012;2014;2016;2018,2004,2018,0,
CHESTER,1 5 SWEETLIPS,1-5 Sweetlips,2020;2024,2020,2024,1,0002
CHESTER,1 6 HARMONY,1-6 Harmony,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0003
CHESTER,2 1 BEECH SPRINGS,2-1 Beech Springs,2024,2024,2024,1,0004
CHESTER,2 1 JACKS CREEK,2-1 Jacks Creek,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022,2004,2022,0,
CHESTER,2 2 FRIENDSHIP,2-2 Friendship,2012;2014;2016;2018;2020;2022;2024,2012,2024,1,0005
CHESTER,2 2 GLENDALE,2-2 Glendale,2004,2004,2004,0,
CHESTER,2 2 HILLTOP,2-2 Hilltop,2006;2008;2010,2006,2010,0,
CHESTER,2 3 FRIENDSHIP,2-3 Friendship,2004,2004,2004,0,
CHESTER,2 4 MIFFLIN,2-4 Mifflin,2004,2004,2004,0,
CHESTER,3 2 MONTEZUMA,3-2 Montezuma,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0006
CHESTER,3 4 MASSEYVILLE,3-4 Masseyville,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
CHESTER,3 5 WOODVILLE,3-5 Woodville,2004,2004,2004,0,
CHESTER,3 6 DEANBURG,3-6 Deanburg,2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2004,2024,1,0007
CHESTER,4 1 TRINITY,4-1 Trinity,2024,2024,2024,1,0008
CHESTER,4 1 WEST CHESTER,4-1 West Chester,2012;2014;2016;2018;2020;2022,2012,2022,0,
CHESTER,4 1 WEST CHESTER CITY,4-1 West Chester - City,2016,2016,2016,0,
CHESTER,4 1 WEST CHESTER SCH,4-1 West Chester Sch,2006;2008;2010,2006,2010,0,
CHESTER,4 WEST CHESTER SCH,4 West Chester Sch,2004,2004,2004,0,
CHESTER,5 1 CCJHS,5-1 CCJHS,2022,2022,2022,0,
CHESTER,5 1 CHRIST COMMUNITY,5-1 Christ Community,2024,2024,2024,1,0009
CHESTER,5 1 EAST CHESTER,5-1 East Chester,2012;2014;2016;2018;2020,2012,2020,0,
CHESTER,5 1 EAST CHESTER CITY,5-1 East Chester - City,2016,2016,2016,0,
CHESTER,5 1 EAST CHESTER SCH,5-1 East Chester Sch,2006;2008;2010,2006,2010,0,
CHESTER,5 EAST CHESTER SCH,5 East Chester Sch,2004,2004,2004,0,
CHESTER,6 1 CITY HALL,6-1 City Hall,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0010
CHESTER,6 CITY HALL,6 City Hall,2004,2004,2004,0,
CHESTER,ABSENTEE,ABSENTEE,2004,2004,2004,0,
CHESTER,EARLY,EARLY,2004,2004,2004,0,
CLAIBORNE,1 1 TAZEWELL,1-1 Tazewell,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0001
CLAIBORNE,2 1 CLOUDS,2-1 Clouds,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0002
CLAIBORNE,2 2 GOIN,2-2 Goin,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0003
CLAIBORNE,2 3 SANDLICK,2-3 Sandlick,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0004
CLAIBORNE,3 1 LONE MOUNTAIN,3-1 Lone Mountain,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0005
CLAIBORNE,3 2 NEW TAZEWELL,3-2 New Tazewell,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0006
CLAIBORNE,4 1 GIBSON HALL,4-1 Gibson Hall,2006;2008;2010;2012;2014;2016,2006,2016,0,
CLAIBORNE,4 2 HOWARD S QUARTER,4-2 Howard's Quarter,2006;2008;2010;2012;2014;2016;2018;2020;2022;2024,2006,2024,1,0007
