year,county,county_norm,precinct,precinct_norm,precinct_token,source_file,rows,votes_sum
2004,ANDERSON,ANDERSON,Robertsville,ROBERTSVILLE,ROBERTSVILLE,20041102__tn__general__precinct.csv,13,1219
2004,ANDERSON,ANDERSON,Rosedale,ROSEDALE,ROSEDALE,20041102__tn__general__precinct.csv,13,253
2004,ANDERSON,ANDERSON,South Clinton,SOUTH CLINTON,SOUTH,20041102__tn__general__precinct.csv,13,1542
2004,ANDERSON,ANDERSON,Tri-County,TRI COUNTY,TRI,20041102__tn__general__precinct.csv,13,694
2004,ANDERSON,ANDERSON,West Hills,WEST HILLS,WEST,20041102__tn__general__precinct.csv,13,1822
2004,ANDERSON,ANDERSON,Woodland,WOODLAND,WOODLAND,20041102__tn__general__precinct.csv,13,1089
2004,ANDERSON,ANDERSON,z-ABSENTEE,Z ABSENTEE,Z,20041102__tn__general__precinct.csv,14,2986
2004,ANDERSON,ANDERSON,z-EARLY 1,Z EARLY 1,Z,20041102__tn__general__precinct.csv,14,16558
2004,ANDERSON,ANDERSON,z-EARLY 2,Z EARLY 2,Z,20041102__tn__general__precinct.csv,14,22810
2004,BEDFORD,BEDFORD,01 Wartrace Gym,01 WARTRACE GYM,01,20041102__tn__general__precinct.csv,14,2222
2004,BEDFORD,BEDFORD,02 Bell Buckle Fire,02 BELL BUCKLE FIRE,02,20041102__tn__general__precinct.csv,14,1711
2004,BEDFORD,BEDFORD,03 Longview CC,03 LONGVIEW CC,03,20041102__tn__general__precinct.csv,14,942
2004,BEDFORD,BEDFORD,04 Airport,04 AIRPORT,04,20041102__tn__general__precinct.csv,14,2370
2004,BEDFORD,BEDFORD,05 Rover Baptist,05 ROVER BAPTIST,05,20041102__tn__general__precinct.csv,14,1412
2004,BEDFORD,BEDFORD,06 Unionville Fire,06 UNIONVILLE FIRE,06,20041102__tn__general__precinct.csv,14,1490
2004,BEDFORD,BEDFORD,07 Halls Mill CC,07 HALLS MILL CC,07,20041102__tn__general__precinct.csv,14,1118
2004,BEDFORD,BEDFORD,08 Liberty School,08 LIBERTY SCHOOL,08,20041102__tn__general__precinct.csv,14,976
2004,BEDFORD,BEDFORD,09 Bedford Fire Hall,09 BEDFORD FIRE HALL,09,20041102__tn__general__precinct.csv,14,1513
2004,BEDFORD,BEDFORD,10 Wheel Fire Hall,10 WHEEL FIRE HALL,10,20041102__tn__general__precinct.csv,14,1137
2004,BEDFORD,BEDFORD,11 Flat Creek Fire,11 FLAT CREEK FIRE,11,20041102__tn__general__precinct.csv,14,2073
2004,BEDFORD,BEDFORD,12 Raus CC,12 RAUS CC,12,20041102__tn__general__precinct.csv,14,689
2004,BEDFORD,BEDFORD,13 Normandy Fire,13 NORMANDY FIRE,13,20041102__tn__general__precinct.csv,14,1111
2004,BEDFORD,BEDFORD,14 East Side School,14 EAST SIDE SCHOOL,14,20041102__tn__general__precinct.csv,14,2002
2004,BEDFORD,BEDFORD,15 Deery Eakin Sch,15 DEERY EAKIN SCH,15,20041102__tn__general__precinct.csv,14,2730
2004,BEDFORD,BEDFORD,16 Thomas School,16 THOMAS SCHOOL,16,20041102__tn__general__precinct.csv,14,1948
2004,BEDFORD,BEDFORD,17 Courthouse,17 COURTHOUSE,17,20041102__tn__general__precinct.csv,14,872
2004,BEDFORD,BEDFORD,18 Southside School,18 SOUTHSIDE SCHOOL,18,20041102__tn__general__precinct.csv,14,1779
2004,BEDFORD,BEDFORD,ABSENTEE,ABSENTEE,ABSENTEE,20041102__tn__general__precinct.csv,14,0
2004,BEDFORD,BEDFORD,EARLY,EARLY,EARLY,20041102__tn__general__precinct.csv,14,21407
2004,BENTON,BENTON,1 Holladay School,1 HOLLADAY SCHOOL,1,20041102__tn__general__precinct.csv,14,4544
2004,BENTON,BENTON,2 Camden High School,2 CAMDEN HIGH SCHOOL,2,20041102__tn__general__precinct.csv,14,4729
2004,BENTON,BENTON,3 Benton Co. Court,3 BENTON CO COURT,3,20041102__tn__general__precinct.csv,14,4389
2004,BENTON,BENTON,4 Camden Elementary,4 CAMDEN ELEMENTARY,4,20041102__tn__general__precinct.csv,14,4417
2004,BENTON,BENTON,5 Benton Co. Court,5 BENTON CO COURT,5,20041102__tn__general__precinct.csv,14,4443
2004,BENTON,BENTON,6 Big Sandy School,6 BIG SANDY SCHOOL,6,20041102__tn__general__precinct.csv,14,4707
2004,BENTON,BENTON,ABSENTEE,ABSENTEE,ABSENTEE,20041102__tn__general__precinct.csv,14,0
2004,BENTON,BENTON,EARLY,EARLY,EARLY,20041102__tn__general__precinct.csv,14,0
2004,BLEDSOE,BLEDSOE,1-1 Dill,1 1 DILL,1,20041102__tn__general__precinct.csv,13,639
2004,BLEDSOE,BLEDSOE,1-2 Griffith,1 2 GRIFFITH,1,20041102__tn__general__precinct.csv,13,459
2004,BLEDSOE,BLEDSOE,1-3 Mt. Crest,1 3 MT CREST,1,20041102__tn__general__precinct.csv,13,995
2004,BLEDSOE,BLEDSOE,2-1 Cold Springs,2 1 COLD SPRINGS,2,20041102__tn__general__precinct.csv,13,1224
2004,BLEDSOE,BLEDSOE,2-2 Luminary,2 2 LUMINARY,2,20041102__tn__general__precinct.csv,13,857
2004,BLEDSOE,BLEDSOE,3-1 Brayton,3 1 BRAYTON,3,20041102__tn__general__precinct.csv,13,1045
2004,BLEDSOE,BLEDSOE,3-2 Rigsby,3 2 RIGSBY,3,20041102__tn__general__precinct.csv,13,1251
2004,BLEDSOE,BLEDSOE,4-1 Pikeville Out,4 1 PIKEVILLE OUT,4,20041102__tn__general__precinct.csv,13,770
2004,BLEDSOE,BLEDSOE,4-2 Pikeville In,4 2 PIKEVILLE IN,4,20041102__tn__general__precinct.csv,13,826
2004,BLEDSOE,BLEDSOE,5-1 Bellview,5 1 BELLVIEW,5,20041102__tn__general__precinct.csv,13,1293
2004,BLEDSOE,BLEDSOE,5-2 Nine Mile,5 2 NINE MILE,5,20041102__tn__general__precinct.csv,13,716
2004,BLEDSOE,BLEDSOE,6-1 Lee Station,6 1 LEE STATION,6,20041102__tn__general__precinct.csv,13,675
2004,BLEDSOE,BLEDSOE,6-2 Lusk,6 2 LUSK,6,20041102__tn__general__precinct.csv,13,1307
2004,BLEDSOE,BLEDSOE,6-3 Sunnyside,6 3 SUNNYSIDE,6,20041102__tn__general__precinct.csv,13,498
2004,BLEDSOE,BLEDSOE,6-4 Brayton 6,6 4 BRAYTON 6,6,20041102__tn__general__precinct.csv,13,93
2004,BLEDSOE,BLEDSOE,ABSENTEE,ABSENTEE,ABSENTEE,20041102__tn__general__precinct.csv,13,0
2004,BLEDSOE,BLEDSOE,EARLY,EARLY,EARLY,20041102__tn__general__precinct.csv,13,4224
2004,BLOUNT,BLOUNT,01 Alcoa,01 ALCOA,01,20041102__tn__general__precinct.csv,14,5242
2004,BLOUNT,BLOUNT,02 Martin L King,02 MARTIN L KING,02,20041102__tn__general__precinct.csv,14,2244
2004,BLOUNT,BLOUNT,03 Big Springs,03 BIG SPRINGS,03,20041102__tn__general__precinct.csv,14,2014
2004,BLOUNT,BLOUNT,04 Will Blount Mid,04 WILL BLOUNT MID,04,20041102__tn__general__precinct.csv,14,6587
2004,BLOUNT,BLOUNT,05 Pellissippi,05 PELLISSIPPI,05,20041102__tn__general__precinct.csv,14,2936
2004,BLOUNT,BLOUNT,06 Beech Grove,06 BEECH GROVE,06,20041102__tn__general__precinct.csv,14,4667
2004,BLOUNT,BLOUNT,07 Chilhowee View,07 CHILHOWEE VIEW,07,20041102__tn__general__precinct.csv,14,3753
2004,BLOUNT,BLOUNT,08 Eagleton 20th,08 EAGLETON 20TH,08,20041102__tn__general__precinct.csv,14,1584
2004,BLOUNT,BLOUNT,09 Eagleton 8th,09 EAGLETON 8TH,09,20041102__tn__general__precinct.csv,14,1652
2004,BLOUNT,BLOUNT,"10 Eagleton Caf,",10 EAGLETON CAF,10,20041102__tn__general__precinct.csv,14,3693
2004,BLOUNT,BLOUNT,11 Everett,11 EVERETT,11,20041102__tn__general__precinct.csv,14,2912
2004,BLOUNT,BLOUNT,12 Rockford 20th,12 ROCKFORD 20TH,12,20041102__tn__general__precinct.csv,14,396
2004,BLOUNT,BLOUNT,13 Fairview County,13 FAIRVIEW COUNTY,13,20041102__tn__general__precinct.csv,14,3652
2004,BLOUNT,BLOUNT,14 Friendsville Cnty,14 FRIENDSVILLE CNTY,14,20041102__tn__general__precinct.csv,14,1869
2004,BLOUNT,BLOUNT,15 Friendsville City,15 FRIENDSVILLE CITY,15,20041102__tn__general__precinct.csv,14,1208
2004,BLOUNT,BLOUNT,16 Happy Valley,16 HAPPY VALLEY,16,20041102__tn__general__precinct.csv,14,239
2004,BLOUNT,BLOUNT,17 Carpenters,17 CARPENTERS,17,20041102__tn__general__precinct.csv,14,3686
2004,BLOUNT,BLOUNT,18 Heritage,18 HERITAGE,18,20041102__tn__general__precinct.csv,14,2995
2004,BLOUNT,BLOUNT,19 John Sevier,19 JOHN SEVIER,19,20041102__tn__general__precinct.csv,14,4114
2004,BLOUNT,BLOUNT,20 Lanier,20 LANIER,20,20041102__tn__general__precinct.csv,14,4230
2004,BLOUNT,BLOUNT,21 Louisville 20th,21 LOUISVILLE 20TH,21,20041102__tn__general__precinct.csv,14,2786
2004,BLOUNT,BLOUNT,22 Maryville College,22 MARYVILLE COLLEGE,22,20041102__tn__general__precinct.csv,14,2982
2004,BLOUNT,BLOUNT,23 Maryville HS,23 MARYVILLE HS,23,20041102__tn__general__precinct.csv,14,4135
2004,BLOUNT,BLOUNT,24 Maryville Mid Sch,24 MARYVILLE MID SCH,24,20041102__tn__general__precinct.csv,14,4481
2004,BLOUNT,BLOUNT,25 Maryville City,25 MARYVILLE CITY,25,20041102__tn__general__precinct.csv,14,1913
2004,BLOUNT,BLOUNT,26 Mentor,26 MENTOR,26,20041102__tn__general__precinct.csv,14,1847
2004,BLOUNT,BLOUNT,27 Miser Station,27 MISER STATION,27,20041102__tn__general__precinct.csv,14,2505
2004,BLOUNT,BLOUNT,28 Montvale,28 MONTVALE,28,20041102__tn__general__precinct.csv,14,6513
2004,BLOUNT,BLOUNT,29 Middlesettlements,29 MIDDLESETTLEMENTS,29,20041102__tn__general__precinct.csv,14,1299
2004,BLOUNT,BLOUNT,30 Oak View,30 OAK VIEW,30,20041102__tn__general__precinct.csv,14,4008
2004,BLOUNT,BLOUNT,31 Porter,31 PORTER,31,20041102__tn__general__precinct.csv,14,3534
2004,BLOUNT,BLOUNT,32 Rockford County,32 ROCKFORD COUNTY,32,20041102__tn__general__precinct.csv,14,2456
2004,BLOUNT,BLOUNT,33 Rockford City,33 ROCKFORD CITY,33,20041102__tn__general__precinct.csv,14,1284
2004,BLOUNT,BLOUNT,34 Shooks Gap,34 SHOOKS GAP,34,20041102__tn__general__precinct.csv,14,4038
2004,BLOUNT,BLOUNT,35 Townsend County,35 TOWNSEND COUNTY,35,20041102__tn__general__precinct.csv,14,2805
2004,BLOUNT,BLOUNT,36 Townsend City,36 TOWNSEND CITY,36,20041102__tn__general__precinct.csv,14,674
2004,BLOUNT,BLOUNT,37 Board Ed Cnty,37 BOARD ED CNTY,37,20041102__tn__general__precinct.csv,14,947
2004,BLOUNT,BLOUNT,38 Board Ed City,38 BOARD ED CITY,38,20041102__tn__general__precinct.csv,14,3442
2004,BLOUNT,BLOUNT,39 Walland,39 WALLAND,39,20041102__tn__general__precinct.csv,14,1962
2004,BLOUNT,BLOUNT,40 Will Blount Cnty,40 WILL BLOUNT CNTY,40,20041102__tn__general__precinct.csv,14,4245
2004,BLOUNT,BLOUNT,41 Maryville County,41 MARYVILLE COUNTY,41,20041102__tn__general__precinct.csv,14,886
2004,BLOUNT,BLOUNT,42 Will Blount City,42 WILL BLOUNT CITY,42,20041102__tn__general__precinct.csv,14,572
2004,BLOUNT,BLOUNT,43 Fairview City,43 FAIRVIEW CITY,43,20041102__tn__general__precinct.csv,14,150
2004,BLOUNT,BLOUNT,44 Alcoa Rockford,44 ALCOA ROCKFORD,44,20041102__tn__general__precinct.csv,14,72
2004,BLOUNT,BLOUNT,45 Beech Grove Alcoa,45 BEECH GROVE ALCOA,45,20041102__tn__general__precinct.csv,14,271
2004,BLOUNT,BLOUNT,46 Mentor Alcoa,46 MENTOR ALCOA,46,20041102__tn__general__precinct.csv,14,305
2004,BLOUNT,BLOUNT,47 Pellissippi Alcoa,47 PELLISSIPPI ALCOA,47,20041102__tn__general__precinct.csv,14,63
2004,BLOUNT,BLOUNT,48 Pellissippi Mary,48 PELLISSIPPI MARY,48,20041102__tn__general__precinct.csv,14,36
2004,BLOUNT,BLOUNT,49 Rockford Alcoa,49 ROCKFORD ALCOA,49,20041102__tn__general__precinct.csv,14,77
2004,BLOUNT,BLOUNT,50 Eagleton Alcoa,50 EAGLETON ALCOA,50,20041102__tn__general__precinct.csv,14,45
2004,BLOUNT,BLOUNT,51 Louisville 8th,51 LOUISVILLE 8TH,51,20041102__tn__general__precinct.csv,14,143
2004,BLOUNT,BLOUNT,z-EARLY 1,Z EARLY 1,Z,20041102__tn__general__precinct.csv,15,22920
2004,BLOUNT,BLOUNT,z-EARLY 2,Z EARLY 2,Z,20041102__tn__general__precinct.csv,15,33856
2004,BLOUNT,BLOUNT,zz-ABSENTEE,ZZ ABSENTEE,ZZ,20041102__tn__general__precinct.csv,15,0
2004,BRADLEY,BRADLEY,101-1 McDonald,101 1 MCDONALD,101,20041102__tn__general__precinct.csv,13,1497
2004,BRADLEY,BRADLEY,102-1 Prospect,102 1 PROSPECT,102,20041102__tn__general__precinct.csv,13,2539
2004,BRADLEY,BRADLEY,103-1 Hopewell,103 1 HOPEWELL,103,20041102__tn__general__precinct.csv,13,1952
2004,BRADLEY,BRADLEY,201-1 E.L. Ross,201 1 E L ROSS,201,20041102__tn__general__precinct.csv,13,3189
2004,BRADLEY,BRADLEY,202-1 Charleston,202 1 CHARLESTON,202,20041102__tn__general__precinct.csv,13,2266
2004,BRADLEY,BRADLEY,301-1 Mayfield,301 1 MAYFIELD,301,20041102__tn__general__precinct.csv,13,2681
2004,BRADLEY,BRADLEY,302-1 Senior Center,302 1 SENIOR CENTER,302,20041102__tn__general__precinct.csv,13,2181
2004,BRADLEY,BRADLEY,401-1 Oak Grove,401 1 OAK GROVE,401,20041102__tn__general__precinct.csv,13,2191
2004,BRADLEY,BRADLEY,402-1 Michigan Ave,402 1 MICHIGAN AVE,402,20041102__tn__general__precinct.csv,13,2483
2004,BRADLEY,BRADLEY,501-1 T.C. Bower,501 1 T C BOWER,501,20041102__tn__general__precinct.csv,13,2019
2004,BRADLEY,BRADLEY,502-1 Community Svc,502 1 COMMUNITY SVC,502,20041102__tn__general__precinct.csv,13,1066
2004,BRADLEY,BRADLEY,601-1 Valley View,601 1 VALLEY VIEW,601,20041102__tn__general__precinct.csv,13,1718
2004,BRADLEY,BRADLEY,602-1 Blue Springs,602 1 BLUE SPRINGS,602,20041102__tn__general__precinct.csv,13,1571
2004,BRADLEY,BRADLEY,603-1 Waterville,603 1 WATERVILLE,603,20041102__tn__general__precinct.csv,13,1204
2004,BRADLEY,BRADLEY,604-1 Black Fox,604 1 BLACK FOX,604,20041102__tn__general__precinct.csv,13,1238
2004,BRADLEY,BRADLEY,701-1 Stuart,701 1 STUART,701,20041102__tn__general__precinct.csv,13,2818
2004,BRADLEY,BRADLEY,702-1 Cleveland High,702 1 CLEVELAND HIGH,702,20041102__tn__general__precinct.csv,13,1618
2004,BRADLEY,BRADLEY,ABSENTEE,ABSENTEE,ABSENTEE,20041102__tn__general__precinct.csv,14,36
2004,BRADLEY,BRADLEY,EARLY,EARLY,EARLY,20041102__tn__general__precinct.csv,14,62745
2004,CAMPBELL,CAMPBELL,Caryville,CARYVILLE,CARYVILLE,20041102__tn__general__precinct.csv,14,2489
2004,CAMPBELL,CAMPBELL,Clinchmore,CLINCHMORE,CLINCHMORE,20041102__tn__general__precinct.csv,14,245
2004,CAMPBELL,CAMPBELL,College Hill,COLLEGE HILL,COLLEGE,20041102__tn__general__precinct.csv,14,710
2004,CAMPBELL,CAMPBELL,Coolidge,COOLIDGE,COOLIDGE,20041102__tn__general__precinct.csv,14,1014
2004,CAMPBELL,CAMPBELL,Davis Chapel,DAVIS CHAPEL,DAVIS,20041102__tn__general__precinct.csv,14,1765
2004,CAMPBELL,CAMPBELL,Demory,DEMORY,DEMORY,20041102__tn__general__precinct.csv,14,1787
2004,CAMPBELL,CAMPBELL,East LaFollette,EAST LAFOLLETTE,EAST,20041102__tn__general__precinct.csv,14,2504
2004,CAMPBELL,CAMPBELL,Elk Valley,ELK VALLEY,ELK,20041102__tn__general__precinct.csv,14,899
2004,CAMPBELL,CAMPBELL,Firehall,FIREHALL,FIREHALL,20041102__tn__general__precinct.csv,14,1226
2004,CAMPBELL,CAMPBELL,Habersham,HABERSHAM,HABERSHAM,20041102__tn__general__precinct.csv,14,1086
2004,CAMPBELL,CAMPBELL,Jacksboro,JACKSBORO,JACKSBORO,20041102__tn__general__precinct.csv,14,2026
2004,CAMPBELL,CAMPBELL,Jacksboro Station,JACKSBORO STATION,JACKSBORO,20041102__tn__general__precinct.csv,14,2640
2004,CAMPBELL,CAMPBELL,Jellico,JELLICO,JELLICO,20041102__tn__general__precinct.csv,14,2178
2004,CAMPBELL,CAMPBELL,Jr. High,JR HIGH,JR,20041102__tn__general__precinct.csv,14,832
2004,CAMPBELL,CAMPBELL,Newcomb,NEWCOMB,NEWCOMB,20041102__tn__general__precinct.csv,14,1081
2004,CAMPBELL,CAMPBELL,Pinecrest,PINECREST,PINECREST,20041102__tn__general__precinct.csv,14,760
2004,CAMPBELL,CAMPBELL,Ridgewood,RIDGEWOOD,RIDGEWOOD,20041102__tn__general__precinct.csv,14,2006
2004,CAMPBELL,CAMPBELL,Valley View,VALLEY VIEW,VALLEY,20041102__tn__general__precinct.csv,14,3088
2004,CAMPBELL,CAMPBELL,Well Springs,WELL SPRINGS,WELL,20041102__tn__general__precinct.csv,14,739
2004,CAMPBELL,CAMPBELL,West LaFollette,WEST LAFOLLETTE,WEST,20041102__tn__general__precinct.csv,14,1892
2004,CAMPBELL,CAMPBELL,White Oak,WHITE OAK,WHITE,20041102__tn__general__precinct.csv,14,1058
2004,CAMPBELL,CAMPBELL,z-ABSENTEE,Z ABSENTEE,Z,20041102__tn__general__precinct.csv,14,20820
2004,CAMPBELL,CAMPBELL,z-EARLY,Z EARLY,Z,20041102__tn__general__precinct.csv,14,0
2004,CANNON,CANNON,11 Westside,11 WESTSIDE,11,20041102__tn__general__precinct.csv,12,1788
2004,CANNON,CANNON,21 Auburntown,21 AUBURNTOWN,21,20041102__tn__general__precinct.csv,12,776
2004,CANNON,CANNON,22 Gassaway,22 GASSAWAY,22,20041102__tn__general__precinct.csv,12,400
2004,CANNON,CANNON,23 Pleasant Ridge,23 PLEASANT RIDGE,23,20041102__tn__general__precinct.csv,12,435
2004,CANNON,CANNON,24 Short Mountain,24 SHORT MOUNTAIN,24,20041102__tn__general__precinct.csv,12,410
2004,CANNON,CANNON,32 Woodland,32 WOODLAND,32,20041102__tn__general__precinct.csv,12,1535
2004,CANNON,CANNON,41 Eastside,41 EASTSIDE,41,20041102__tn__general__precinct.csv,12,1375
2004,CANNON,CANNON,42 Short Mountain,42 SHORT MOUNTAIN,42,20041102__tn__general__precinct.csv,12,484
2004,CANNON,CANNON,51 Woodbury,51 WOODBURY,51,20041102__tn__general__precinct.csv,12,1198
2004,CANNON,CANNON,Z-ABSENTEE,Z ABSENTEE,Z,20041102__tn__general__precinct.csv,12,348
2004,CANNON,CANNON,Z-EARLY,Z EARLY,Z,20041102__tn__general__precinct.csv,12,5871
2004,CARROLL,CARROLL,01 Lavinia,01 LAVINIA,01,20041102__tn__general__precinct.csv,12,827
2004,CARROLL,CARROLL,02 Trezevant,02 TREZEVANT,02,20041102__tn__general__precinct.csv,11,1961
2004,CARROLL,CARROLL,03 Christmasville,03 CHRISTMASVILLE,03,20041102__tn__general__precinct.csv,11,233
2004,CARROLL,CARROLL,04 McLemoresville,04 MCLEMORESVILLE,04,20041102__tn__general__precinct.csv,11,1088
2004,CARROLL,CARROLL,05 Cedar Grove,05 CEDAR GROVE,05,20041102__tn__general__precinct.csv,12,1334
2004,CARROLL,CARROLL,06 Clarksburg,06 CLARKSBURG,06,20041102__tn__general__precinct.csv,12,1448
2004,CARROLL,CARROLL,07 Macedonia,07 MACEDONIA,07,20041102__tn__general__precinct.csv,11,392
2004,CARROLL,CARROLL,08 Civic Center,08 CIVIC CENTER,08,20041102__tn__general__precinct.csv,13,4748
2004,CARROLL,CARROLL,09 Huntingdon City,09 HUNTINGDON CITY,09,20041102__tn__general__precinct.csv,13,3351
2004,CARROLL,CARROLL,10 Yuma,10 YUMA,10,20041102__tn__general__precinct.csv,12,655
2004,CARROLL,CARROLL,11 Buena Vista,11 BUENA VISTA,11,20041102__tn__general__precinct.csv,12,516
2004,CARROLL,CARROLL,12 Bruceton,12 BRUCETON,12,20041102__tn__general__precinct.csv,11,1962
2004,CARROLL,CARROLL,13 Hollow Rock,13 HOLLOW ROCK,13,20041102__tn__general__precinct.csv,11,1699
2004,CARROLL,CARROLL,14 Vale,14 VALE,14,20041102__tn__general__precinct.csv,11,393
2004,CARROLL,CARROLL,15 Westview,15 WESTVIEW,15,20041102__tn__general__precinct.csv,12,456
2004,CARROLL,CARROLL,16 Atwood,16 ATWOOD,16,20041102__tn__general__precinct.csv,11,1822
2004,CARROLL,CARROLL,17 Senior Citizens,17 SENIOR CITIZENS,17,20041102__tn__general__precinct.csv,11,1995
2004,CARROLL,CARROLL,18 Cannon,18 CANNON,18,20041102__tn__general__precinct.csv,11,993
2004,CARROLL,CARROLL,19 Concord,19 CONCORD,19,20041102__tn__general__precinct.csv,12,980
2004,CARROLL,CARROLL,20 Westport,20 WESTPORT,20,20041102__tn__general__precinct.csv,12,417
2004,CARROLL,CARROLL,21 Bethel College,21 BETHEL COLLEGE,21,20041102__tn__general__precinct.csv,11,3290
2004,CARROLL,CARROLL,22 McKenzie City,22 MCKENZIE CITY,22,20041102__tn__general__precinct.csv,11,1734
2004,CARROLL,CARROLL,ABSENTEE,ABSENTEE,ABSENTEE,20041102__tn__general__precinct.csv,13,0
2004,CARROLL,CARROLL,EARLY,EARLY,EARLY,20041102__tn__general__precinct.csv,13,0
2004,CARTER,CARTER,Central,CENTRAL,CENTRAL,20041102__tn__general__precinct.csv,12,2060
2004,CARTER,CARTER,Court House,COURT HOUSE,COURT,20041102__tn__general__precinct.csv,12,1400
2004,CARTER,CARTER,Eastside,EASTSIDE,EASTSIDE,20041102__tn__general__precinct.csv,12,1540
2004,CARTER,CARTER,Elk Mills,ELK MILLS,ELK,20041102__tn__general__precinct.csv,12,370
2004,CARTER,CARTER,Gap Creek,GAP CREEK,GAP,20041102__tn__general__precinct.csv,12,2272
2004,CARTER,CARTER,Hampton,HAMPTON,HAMPTON,20041102__tn__general__precinct.csv,12,1490
2004,CARTER,CARTER,Happy Valley,HAPPY VALLEY,HAPPY,20041102__tn__general__precinct.csv,12,4219
2004,CARTER,CARTER,Harold McCormick,HAROLD MCCORMICK,HAROLD,20041102__tn__general__precinct.csv,12,1472
2004,CARTER,CARTER,High School,HIGH SCHOOL,HIGH,20041102__tn__general__precinct.csv,12,2001
2004,CARTER,CARTER,Hunter,HUNTER,HUNTER,20041102__tn__general__precinct.csv,12,2534
2004,CARTER,CARTER,Keenburg,KEENBURG,KEENBURG,20041102__tn__general__precinct.csv,12,1485
2004,CARTER,CARTER,Little Milligan,LITTLE MILLIGAN,LITTLE,20041102__tn__general__precinct.csv,12,560
2004,CARTER,CARTER,Midway,MIDWAY,MIDWAY,20041102__tn__general__precinct.csv,12,919
2004,CARTER,CARTER,Range,RANGE,RANGE,20041102__tn__general__precinct.csv,12,1021
2004,CARTER,CARTER,Roan Mountain,ROAN MOUNTAIN,ROAN,20041102__tn__general__precinct.csv,12,2498
2004,CARTER,CARTER,Siam,SIAM,SIAM,20041102__tn__general__precinct.csv,12,874
2004,CARTER,CARTER,Tiger Valley,TIGER VALLEY,TIGER,20041102__tn__general__precinct.csv,12,1863
2004,CARTER,CARTER,Unaka,UNAKA,UNAKA,20041102__tn__general__precinct.csv,12,1509
2004,CARTER,CARTER,Valley Forge,VALLEY FORGE,VALLEY,20041102__tn__general__precinct.csv,12,1952
2004,CARTER,CARTER,Watauga,WATAUGA,WATAUGA,20041102__tn__general__precinct.csv,12,557
2004,CARTER,CARTER,Westside,WESTSIDE,WESTSIDE,20041102__tn__general__precinct.csv,12,2044
2004,CARTER,CARTER,z-ABSENTEE,Z ABSENTEE,Z,20041102__tn__general__precinct.csv,12,2129
2004,CARTER,CARTER,z-EARLY,Z EARLY,Z,20041102__tn__general__precinct.csv,12,23615
2004,CHEATHAM,CHEATHAM,1-1 AC Church Christ,1 1 AC CHURCH CHRIST,1,20041102__tn__general__precinct.csv,14,3337
