block_geoid_2000,block_geoid_2010,xwalk_weight
470010201003031,470019801001062,1.0
470010201003032,470019801001063,1.0
470010201003033,470019801001127,0.1826934649
470010201003033,470019801001131,0.8173065351
470010201003034,470019801001130,1.0
470010201003035,470019801001037,1.0
470010201003036,470019801001036,1.0
470010201003037,470019801001029,0.0447852014
470010201003037,470019801001034,0.9552147986
470010201003038,470019801001030,1.0
470010201003039,470019801001006,1.0
470010201003040,470019801001070,1.0
470010201003041,470019801001071,1.0
470010201003042,470019801001057,0.8041077583
470010201003042,470019801001072,0.1958922417
470010201003043,470019801001049,1.0
470010201003044,470019801001038,0.5829819531
470010201003044,470019801001050,0.1469190982
470010201003044,470019801001075,0.2700989487
470010201003045,470019801001005,0.9172458025
470010201003045,470019801001007,0.0579875412
470010201003045,470019801001113,0.0247666563
470010201003046,470019801001038,0.651837289
470010201003046,470019801001050,0.099941223
470010201003046,470019801001074,0.2482214881
470010201003047,470019801001038,1.0
470010201003048,470019801001051,1.0
470010201003049,470019801001052,1.0
470010201003050,470019801001038,1.0
470010201003051,470019801001035,1.0
470010201003052,470019801001042,1.0
470010201003053,470019801001038,1.0
470010201003054,470019801001038,1.0
470010201003055,470019801001038,1.0
470010201003056,470019801001039,1.0
470010201003057,470019801001041,0.8154103853
470010201003057,470019801001053,0.1845896147
470010201003058,470019801001054,1.0
470010201003059,470019801001040,1.0
470010201003060,470019801001046,1.0
470010201003061,470019801001042,0.5690505375
470010201003061,470019801001045,0.0003135811
470010201003061,470019801001048,0.0024448827
470010201003061,470019801001055,0.0014483442
470010201003061,470019801001076,0.2074569312
470010201003061,470019801001077,0.0915015246
470010201003061,470019801001082,0.0649000108
470010201003061,470019801001099,0.0062115496
470010201003061,470019801001101,0.0566726383
470010201003062,470019801001078,1.0
470010201003063,470019801001044,0.2985299661
470010201003063,470019801001078,0.7014700339
470010201003064,470019801001031,0.8609685338
470010201003064,470019801001032,0.1390314662
470010201003065,470019801001032,0.4175745467
470010201003065,470019801001086,0.5824254533
470010201003066,470019801001132,1.0
470010201003067,470019801001089,1.0
470010201003068,470019801001088,1.0
470010201003069,470019801001089,1.0
470010201003070,470019801001084,1.0
470010201003071,470019801001084,0.9881909184
470010201003071,470019801001121,0.0118090816
470010201003072,470019801001122,1.0
470010201003073,470019801001083,0.1538543385
470010201003073,470019801001129,0.8461456615
470010201003074,470019801001093,1.0
470010201003075,470019801001100,0.595074813
470010201003075,470019801001101,0.404925187
470010201003076,470019801001098,0.2235202975
470010201003076,470019801001103,0.7764797025
470010201003077,470019801001095,0.8039319779
470010201003077,470019801001096,0.0396610017
470010201003077,470019801001102,0.1564070203
470010201003078,470019801001092,1.0
470010201003079,470019801001091,1.0
470010201003080,470019801001095,0.5321627767
470010201003080,470019801001097,0.0483651031
470010201003080,470019801001105,0.0994989991
470010201003080,470019801001106,0.3121853293
470010201003080,470019801001119,0.0077877918
470010201003081,470019801001107,0.9990968336
470010201003081,470019801001118,0.0009031664
470010201003082,470019801001103,0.1665874901
470010201003082,470019801001108,0.8334125099
470010201003083,470019801001104,0.1046334647
470010201003083,470019801001109,0.0402279045
470010201003083,470019801001110,0.1719517574
470010201003083,470019801001111,0.6831868734
470010201003084,470019801001043,1.0
470010201003085,470019801001056,1.0
470010201003086,470019801001047,1.0
470010201003087,470019801001133,1.0
470010201003088,470019801001009,1.0
470010201003089,470019801001112,1.0
470010201003090,470019801001111,1.0
470010201003091,470019801001117,0.6841460703
470010201003091,470019801001118,0.2935784288
470010201003091,470019801001124,0.0222755009
470010201003092,470019801001114,1.0
470010201003093,470019801001018,1.0
470010201003094,470019801001013,0.0006018528
470010201003094,470019801001015,0.9993981472
470010201003998,470019801001123,1.0
470010201003999,470010202011064,0.14572311
470010201003999,470019801001087,0.403386851
470010201003999,470019801001090,0.2581528795
470010201003999,470019801001094,0.0968352125
470010201003999,470019801001115,0.0459129338
470010201003999,470019801001116,0.0419565891
470010201003999,470019801001120,0.0080324242
470010202001000,470010202023000,0.1788990826
470010202001000,470010202023003,0.7431192661
470010202001000,470010202023004,0.0091743119
470010202001000,470010202023005,0.0688073394
470010202001001,470010202023001,1.0
470010202001002,470010202023002,1.0
470010202001003,470010202023013,1.0
470010202001004,470010202023014,1.0
470010202001005,470010202023015,1.0
470010202001006,470010202023017,1.0
470010202001007,470010202023017,1.0
470010202001008,470010202023028,1.0
470010202001009,470010202023016,1.0
470010202001010,470010202023027,1.0
470010202001011,470010202023011,1.0
470010202001012,470010202023012,1.0
470010202001013,470010202023010,1.0
470010202001014,470010202023007,1.0
470010202001015,470010202023008,1.0
470010202001016,470010202023009,1.0
470010202001017,470010202023018,1.0
470010202002000,470010202011006,0.1197838543
470010202002000,470010202011007,0.8802161457
470010202002001,470010202011010,1.0
470010202002002,470010202011012,0.1676136364
470010202002002,470010202011014,0.0454545455
470010202002002,470010202011015,0.2443181818
470010202002002,470010202011016,0.0681818182
470010202002002,470010202011017,0.4744318182
470010202002003,470010202011067,1.0
470010202002004,470010202012015,1.0
470010202002005,470010202012000,0.1174311208
470010202002005,470010202012001,0.8825688792
470010202002006,470010202012003,1.0
470010202002007,470010202012004,1.0
470010202002008,470010202012005,1.0
470010202002009,470010202011019,1.0
470010202002010,470010202012001,1.0
470010202002011,470010202012002,1.0
470010202002012,470010202012009,1.0
470010202002013,470010202012010,1.0
470010202002014,470010202011019,0.5782976607
470010202002014,470010202011038,0.0824243568
470010202002014,470010202011039,0.0098933607
470010202002014,470010202011052,0.000199578
470010202002014,470010202012013,0.0004019997
470010202002014,470010202012014,0.3287830442
470010202002015,470010202011019,0.0005900398
470010202002015,470010202011021,0.9994099602
470010202002016,470010202011043,1.0
470010202002017,470010202011019,0.7851322607
470010202002017,470010202022057,0.0465666737
470010202002017,470010202022079,0.1683010657
470010202002018,470010202022067,1.0
470010202002019,470010202022035,1.0
470010202002020,470010202022028,0.0049284379
470010202002020,470010202022029,0.0232320992
470010202002020,470010202022030,0.9221612903
470010202002020,470010202022033,0.0385470566
470010202002020,470010202022042,0.0025656767
470010202002020,470010202022043,0.0041064584
470010202002020,470010202022053,0.0022200326
470010202002020,470010202022054,0.0022389484
470010202002021,470010202022052,0.9728560682
470010202002021,470010202022055,0.0215378278
470010202002021,470010202022060,0.005606104
470010202002022,470010202022061,1.0
470010202002023,470010202022031,0.0632474899
470010202002023,470010202022032,0.0109869018
470010202002023,470010202022050,0.1803506543
470010202002023,470010202022051,0.1955006652
470010202002023,470010202022059,0.5499142889
470010202002024,470010202022056,1.0
470010202002025,470010202022073,1.0
470010202002026,470010202022063,0.9941860465
470010202002026,470010202022064,0.0058139535
470010202002027,470010202022065,1.0
470010202002028,470010202022065,1.0
470010202002029,470010202022073,0.9944280139
470010202002029,470010202022081,0.0055719861
470010202002030,470010202022080,0.0343834467
470010202002030,470010202022084,0.0423991052
470010202002030,470010202022085,0.923217448
470010202002031,470010202022058,0.0072256898
470010202002031,470010202022074,0.0070247299
470010202002031,470010202022075,0.6986606615
470010202002031,470010202022076,0.0061204104
470010202002031,470010202022077,0.0064868667
470010202002031,470010202022078,0.0265917205
470010202002031,470010202022083,0.0063391021
470010202002031,470010202022086,0.1986724827
470010202002031,470010202022087,0.0156512282
470010202002031,470010202022088,0.0068592335
470010202002031,470010202022089,0.0203678748
470010202002032,470010202011040,0.1235984846
470010202002032,470010202011041,0.8764015154
470010202002033,470010202011042,1.0
470010202002034,470010202012006,0.8979657898
470010202002034,470010202012007,0.0348405343
470010202002034,470010202012008,0.0347894235
470010202002034,470010202012012,0.0324042524
470010202002035,470010202012011,1.0
470010202002036,470010202011018,1.0
470010202002037,470010202011013,1.0
470010202002038,470010202011023,0.7592270944
470010202002038,470010202011024,0.0109973769
470010202002038,470010202011026,0.0001210929
470010202002038,470010202011027,0.1433710409
470010202002038,470010202011029,0.0239047165
470010202002038,470010202011030,0.0020254811
470010202002038,470010202011032,0.0001062255
470010202002038,470010202011033,0.0427613606
470010202002038,470010202011034,0.0027899286
470010202002038,470010202011045,0.0068761959
470010202002038,470010202011063,0.0078194866
470010202002039,470010202011022,1.0
470010202002040,470010202011013,1.0
470010202002041,470010202011035,0.0553759377
470010202002041,470010202011036,0.913684923
470010202002041,470010202011050,0.0309391393
470010202002042,470010202011037,0.6315060589
470010202002042,470010202011059,0.0821552222
470010202002042,470010202011060,0.0463791114
470010202002042,470010202011065,0.2399596076
470010202002043,470010202011038,1.0
470010202002044,470010202011044,1.0
470010202002045,470010202011038,0.4511558375
470010202002045,470010202011040,0.5488441625
470010202002046,470010202011049,1.0
470010202002047,470010202011049,0.0220646178
470010202002047,470010202011050,0.9779353822
470010202002048,470019801001000,0.00195382
470010202002048,470019801001001,0.0099790694
470010202002048,470019801001002,0.9599345338
470010202002048,470019801001014,0.0281325769
470010202002049,470019801001003,1.0
470010202002050,470019801001016,0.9921159162
470010202002050,470019801001017,0.0030478629
470010202002050,470019801001019,0.0048362209
470010202002051,470019801001027,1.0
470010202002052,470019801001025,0.0061017352
470010202002052,470019801001026,0.9938982648
470010202002053,470010202011053,1.0
470010202002054,470010202011002,1.0
470010202002055,470010202011003,1.0
470010202002056,470010202011003,1.0
470010202002057,470010202011008,1.0
470010202002058,470010202011066,1.0
470010202002995,470010202011055,0.0002871372
470010202002995,470010202011056,0.5521030423
470010202002995,470010202011057,0.1006805722
470010202002995,470010202011058,0.3469292483
470010202002996,470010202011004,1.0
470010202002997,470010202011005,1.0
470010202002998,470010202011001,1.0
470010202002999,470010202011000,1.0
470010202003000,470010202022002,1.0
470010202003001,470010202022001,1.0
470010202003002,470010202022012,0.8609828209
470010202003002,470010202022013,0.0703974956
470010202003002,470010202022014,0.0446385437
470010202003002,470010202022020,0.0239811397
470010202003003,470010202022005,0.5072352162
470010202003003,470010202022006,0.4927647838
470010202003004,470010202022004,1.0
470010202003005,470010202022007,1.0
470010202003006,470010202022009,0.9321032146
470010202003006,470010202022016,0.0447455672
470010202003006,470010202022026,0.0231512181
470010202003007,470010202022010,0.0360355802
470010202003007,470010202022011,0.136744958
470010202003007,470010202022017,0.0231230836
470010202003007,470010202022019,0.0338396462
470010202003007,470010202022091,0.770256732
470010202003008,470010202022018,1.0
470010202003009,470010202022008,1.0
470010202003010,470010202022022,1.0
470010202003011,470010202022023,0.9019466278
470010202003011,470010202022024,0.0166055933
470010202003011,470010202022025,0.0272037489
470010202003011,470010202022027,0.05424403
470010202003012,470010202022034,1.0
470010202003013,470010202022021,1.0
470010202003014,470010202022038,1.0
470010202003015,470010202022039,1.0
470010202003016,470010202022040,1.0
470010202003017,470010202022041,1.0
470010202003018,470010202022046,1.0
470010202003019,470010202022047,1.0
470010202003020,470010202022048,1.0
470010202003021,470010202022049,1.0
470010202003022,470010202022044,1.0
470010202003023,470010202022036,1.0
470010202003024,470010202022037,1.0
470010202003025,470010202022067,1.0
470010202004000,470010202021006,0.2053896468
470010202004000,470010202021007,0.7946103532
470010202004001,470010202021000,1.0
470010202004002,470010202021001,0.8817090539
470010202004002,470010202021002,0.1182909461
470010202004003,470010202021003,0.0318958918
470010202004003,470010202021004,0.9444199587
470010202004003,470010202021020,0.0236841495
470010202004004,470010202021005,0.5801971326
470010202004004,470010202021019,0.4198028674
470010202004005,470010202021006,1.0
470010202004006,470010202021012,1.0
470010202004007,470010202021012,0.7586630476
470010202004007,470010202021026,0.2413369524
470010202004008,470010202021007,0.0208294038
470010202004008,470010202021008,0.9791705962
470010202004009,470010202021011,1.0
470010202004010,470010202021023,1.0
470010202004011,470010202021024,1.0
470010202004012,470010202021025,1.0
470010202004013,470010202021015,1.0
470010202004014,470010202021018,1.0
470010202004015,470010202021017,1.0
470010202004016,470010202021016,1.0
470010202004017,470010202021013,1.0
470010202004018,470010202021014,1.0
470010202004019,470010202021027,1.0
470010202004020,470010202021021,0.9911612768
470010202004020,470010202021022,0.0088387232
470010202004999,470010202021009,0.1992257897
470010202004999,470010202021010,0.8007742103
470010202005000,470010202023019,1.0
470010202005001,470010202023021,1.0
470010202005002,470010202023019,1.0
470010202005003,470010202023019,1.0
470010202005004,470010202023020,1.0
470010202005005,470010202023023,1.0
470010202005006,470010202023034,1.0
470010202005007,470010202023026,1.0
470010202005008,470010202023024,1.0
470010202005009,470010202023025,1.0
470010202005010,470010202023033,1.0
470010202005011,470010202023022,1.0
470010202005012,470010201001073,0.8474791319
470010202005012,470010201001086,0.1525208681
470010203001000,470010203001013,1.0
470010203001001,470010203001012,1.0
470010203001002,470010203001011,1.0
470010203001003,470010203001014,1.0
470010203001004,470010203001016,1.0
470010203001005,470010203001015,1.0
470010203001006,470010203001010,1.0
470010203001007,470010203001009,1.0
470010203002000,470010203002000,0.7222222222
470010203002000,470010203002005,0.2777777778
470010203002001,470010203002001,1.0
470010203002002,470010203002002,1.0
470010203002003,470010203002008,1.0
470010203002004,470010203002006,1.0
470010203002005,470010203002003,1.0
470010203002006,470010203002007,1.0
470010203002007,470010203002004,1.0
470010203002008,470010203002009,0.4385964912
470010203002008,470010203002011,0.5614035088
470010203002009,470010203002010,1.0
470010203002010,470010203002012,1.0
470010203003000,470010203001000,1.0
470010203003001,470010203001001,1.0
470010203003002,470010203001002,1.0
470010203003003,470010203001003,1.0
470010203003004,470010203001005,1.0
470010203003005,470010203001004,1.0
470010203003006,470010203001007,1.0
470010203003007,470010203001008,1.0
470010203003008,470010203001006,1.0
470010203004000,470010203003000,1.0
470010203004001,470010203003007,1.0
470010203004002,470010203003002,1.0
470010203004003,470010203003008,1.0
470010203004004,470010203003010,1.0
470010203004005,470010203003009,1.0
470010203004006,470010203003003,1.0
470010203004007,470010203003001,1.0
470010203004008,470010203003006,1.0
470010203005000,470010203003017,1.0
470010203005001,470010203003015,1.0
470010203005002,470010203003005,1.0
470010203005003,470010203003016,1.0
470010203005004,470010203003014,1.0
470010203005005,470010203003013,1.0
470010203005006,470010203003012,1.0
470010203005007,470010203003011,1.0
470010203005008,470010203003004,1.0
470010203005009,470010203003019,1.0
470010203005010,470010203003018,1.0
470010204001000,470010204001000,0.6805133576
470010204001000,470010204001002,0.0082973384
470010204001000,470010204001012,0.311189304
470010204001001,470010204001012,1.0
470010204001002,470010204001013,1.0
470010204001003,470010204001014,1.0
470010204001004,470010204001015,1.0
470010204001005,470010204001038,1.0
470010204001006,470010204001028,1.0
470010204001007,470010204001029,1.0
470010204001008,470010204001034,1.0
470010204001009,470010204001032,1.0
470010204001010,470010204001033,1.0
470010204001011,470010204001021,1.0
470010204001012,470010204001027,1.0
470010204001013,470010204001022,1.0
470010204001014,470010204001024,1.0
470010204001015,470010204001023,1.0
470010204001016,470010204001026,1.0
470010204001017,470010204001030,1.0
470010204001018,470010204001025,1.0
470010204001019,470010204001018,1.0
470010204001020,470010204001019,1.0
470010204001021,470010204001020,1.0
470010204002000,470010204003012,1.0
470010204002001,470010204003010,1.0
470010204002002,470010204003009,1.0
470010204002003,470010204003008,1.0
470010204002004,470010204003000,1.0
470010204002005,470010204003001,1.0
470010204002006,470010204003007,1.0
470010204002007,470010204003005,1.0
470010204002008,470010204003003,1.0
470010204002009,470010204003006,1.0
470010204002010,470010204003004,1.0
470010204002011,470010204003026,1.0
470010204002012,470010204003018,1.0
470010204002013,470010204003017,1.0
470010204002014,470010204003013,1.0
470010204002015,470010204003016,1.0
470010204002016,470010204003015,1.0
470010204002017,470010204003020,1.0
470010204002018,470010204003021,1.0
470010204002019,470010204003019,1.0
470010204002020,470010204003018,1.0
470010204002021,470010204003023,1.0
470010204002022,470010204003024,1.0
470010204002023,470010204003002,1.0
470010204003000,470010204003033,1.0
470010204003001,470010204003032,1.0
470010204003002,470010204003027,1.0
470010204003003,470010204003031,1.0
470010204003004,470010204003028,1.0
470010204003005,470010204003052,1.0
470010204003006,470010204003037,1.0
470010204003007,470010204003042,1.0
470010204003008,470010204003042,1.0
470010204003009,470010204003043,1.0
470010204003010,470010204003044,1.0
470010204003011,470010204003049,1.0
470010204003012,470010204003050,1.0
470010204003013,470010204003051,1.0
470010204003014,470010204003051,1.0
470010204003015,470010204003040,1.0
470010204003016,470010204003040,1.0
470010204003017,470010204003048,1.0
470010204003018,470010204003039,0.9795548276
470010204003018,470010204003046,0.0204451724
470010204003019,470010204003041,1.0
470010204003020,470010204003035,1.0
470010204003021,470010204003034,1.0
470010204003022,470010204003035,1.0
470010204003023,470010204003029,1.0
470010204003024,470010204003045,1.0
470010204004000,470010204002000,1.0
470010204004001,470010204002001,1.0
470010204004002,470010204002014,0.9738238486
470010204004002,470010204002016,0.0261761514
470010204004003,470010204002016,1.0
470010204004004,470010204002017,1.0
470010204004005,470010204002013,1.0
470010204004006,470010204002006,1.0
470010204004007,470010204002000,1.0
470010204004008,470010204002002,1.0
470010204004009,470010204002004,1.0
470010204004010,470010204002005,1.0
470010204004011,470010204002015,1.0
470010204004012,470010204002012,0.9999402036
470010204004012,470010204003030,5.97964e-05
470010204004013,470010204002009,1.0
470010204004014,470010204002010,1.0
470010204004015,470010204002011,1.0
470010204004016,470010204002003,1.0
470010204004017,470010204002007,1.0
470010204004018,470010204002008,1.0
470010205001000,470010205003018,1.0
470010205001001,470010205003007,1.0
470010205001002,470010205003006,1.0
470010205001003,470010205003017,1.0
470010205001004,470010205003008,1.0
470010205001005,470010205003009,1.0
470010205001006,470010205003016,1.0
470010205001007,470010205003021,1.0
470010205002000,470010205002000,0.9194187583
470010205002000,470010205002005,0.0805812417
470010205002001,470010205002001,1.0
470010205002002,470010205002003,1.0
470010205002003,470010205002002,1.0
470010205002004,470010205002004,1.0
470010205002005,470010205002012,1.0
470010205002006,470010205002012,1.0
470010205002007,470010205002013,1.0
470010205002008,470010205002014,1.0
470010205002009,470010205002015,1.0
470010205002010,470010205002014,1.0
470010205002011,470010205002013,1.0
470010205002012,470010205002006,1.0
470010205002013,470010205003014,1.0
470010205002014,470010205003002,1.0
470010205002015,470010205002009,1.0
470010205003000,470010205001000,1.0
470010205003001,470010205001001,1.0
470010205003002,470010205001002,1.0
470010205003003,470010205001003,1.0
470010205003004,470010205001021,1.0
470010205003005,470010205001020,1.0
470010205003006,470010205001017,0.6920542891
470010205003006,470010205001018,0.3079457109
470010205003007,470010205001004,0.5015618372
470010205003007,470010205001016,0.4984381628
470010205003008,470010205001006,1.0
470010205003009,470010205001008,1.0
470010205003010,470010205001007,1.0
470010205003011,470010205001015,1.0
470010205003012,470010205001011,1.0
470010205003013,470010205001012,1.0
470010205003014,470010205001010,1.0
470010205003015,470010205001009,1.0
470010205003016,470010205001013,0.78888727
470010205003016,470010205001042,0.21111273
470010205003017,470010205001013,1.0
470010205003018,470010205001042,1.0
470010205003019,470010205001022,1.0
470010205003020,470010205001025,1.0
470010205004000,470010205001026,1.0
470010205004001,470010205001027,1.0
470010205004002,470010205001028,1.0
470010205004003,470010205001029,1.0
470010205004004,470010205001030,1.0
470010205004005,470010205001031,1.0
470010205004006,470010205001032,1.0
470010205004007,470010205001033,1.0
470010205004008,470010205001034,1.0
470010205004009,470010205001035,1.0
470010205004010,470010205001036,1.0
470010205004011,470010205001037,1.0
470010205004012,470010205001038,1.0
470010205004013,470010205001039,1.0
470010205004014,470010205001040,1.0
470010206001000,470010206001009,1.0
470010206001001,470010206001000,0.5865724382
470010206001001,470010206001001,0.1766784452
470010206001001,470010206001008,0.2367491166
470010206001002,470010206001002,0.6066066066
470010206001002,470010206001004,0.3933933934
470010206001003,470010206001003,1.0
470010206001004,470010206001019,1.0
470010206001005,470010206001012,0.3886363636
470010206001005,470010206001013,0.1386363636
470010206001005,470010206001017,0.2727272727
470010206001005,470010206001018,0.1613636364
470010206001005,470010206001027,0.0386363636
470010206001006,470010206001028,1.0
470010206001007,470010206001014,0.4631578947
470010206001007,470010206001015,0.1263157895
470010206001007,470010206001029,0.4105263158
470010206001008,470010206001010,1.0
470010206001009,470010206001006,1.0
470010206001010,470010206001005,1.0
470010206001011,470010206001007,1.0
470010206001012,470010206001011,1.0
470010206001013,470010206001020,1.0
470010206001014,470010206001021,1.0
470010206001015,470010206001023,1.0
470010206001016,470010206001026,1.0
470010206001017,470010206001024,1.0
470010206001018,470010206001022,1.0
470010206001019,470010206001025,1.0
470010206002000,470010206002000,1.0
470010206002001,470010206002001,0.867768595
470010206002001,470010206002002,0.132231405
470010206002002,470010206002010,1.0
470010206002003,470010206002009,1.0
470010206002004,470010206002011,1.0
470010206002005,470010206002008,1.0
470010206002006,470010206002005,1.0
470010206002007,470010206002003,1.0
470010206002008,470010206002004,0.8829787234
470010206002008,470010206002006,0.0815602837
470010206002008,470010206002007,0.0354609929
470010206002009,470010206002012,0.6198347107
470010206002009,470010206002013,0.3801652893
470010207001000,470010207001056,0.2156862745
470010207001000,470010207001068,0.5098039216
470010207001000,470010207001223,0.2745098039
470010207001001,470010207001225,1.0
470010207001002,470010207001074,1.0
470010207001003,470010207001069,1.0
470010207001004,470010207001071,1.0
470010207001005,470010207001070,0.1883502352
470010207001005,470010207001074,0.8116497648
470010207001006,470010207001268,1.0
470010207001007,470010207001205,1.0
470010207001008,470010207001205,0.0016714022
470010207001008,470010207001207,0.0190159335
470010207001008,470010207001235,0.0001734821
470010207001008,470010207001236,0.9765534528
470010207001008,470010207001237,0.0019737685
470010207001008,470010207001238,0.0002370377
470010207001008,470010207001239,0.0002083968
470010207001008,470010207001240,0.0001665265
470010207001009,470010207001236,1.0
470010207001010,470010207001236,1.0
470010207001011,470010207001216,1.0
470010207001012,470010207001229,1.0
470010207001013,470010207001216,0.2136114857
470010207001013,470010207001217,0.7863885143
470010207001014,470010207001218,0.4307107426
470010207001014,470010207001220,0.5692892574
470010207001015,470010207001229,1.0
470010207001016,470010207001219,0.3507108312
470010207001016,470010207001228,0.6492891688
470010207001017,470010207001227,1.0
470010207001018,470010207001222,1.0
470010207001019,470010207001224,1.0
470010207001020,470010207001060,1.0
470010207001021,470010207001061,1.0
470010207001022,470010207001059,1.0
470010207001023,470010207001262,1.0
470010207001024,470010207001247,0.176919353
470010207001024,470010207001261,0.823080647
