district_num,county_norm,dem_votes,rep_votes,other_votes,total_votes,margin_r_minus_d,margin_pct,share_of_district_total_pct,share_of_district_dem_pct,share_of_district_rep_pct,focus_cd589
2,UNION,1215.98,7383.9,69.0,8668.88,6167.91,71.1501,2.3601,1.0229,3.0338,False
2,JEFFERSON,149.6,723.53,9.8,882.92,573.93,65.0029,0.2404,0.1258,0.2973,False
2,ANDERSON,1.96,3.96,0.07,5.99,2.0,33.4494,0.0016,0.0016,0.0016,False
2,SEVIER,1.0,4.46,0.06,5.52,3.46,62.7096,0.0015,0.0008,0.0018,False
2,HAMBLEN,0.82,3.46,0.03,4.31,2.63,61.0696,0.0012,0.0007,0.0014,False
2,MONROE,0.37,1.64,0.01,2.02,1.27,63.0444,0.0005,0.0003,0.0007,False
2,ROANE,0.34,0.93,0.02,1.28,0.59,46.1265,0.0003,0.0003,0.0004,False
2,SCOTT,0.05,0.46,0.0,0.51,0.41,79.7423,0.0001,0.0,0.0002,False
2,HANCOCK,0.03,0.25,0.0,0.29,0.22,75.4332,0.0001,0.0,0.0001,False
2,HAWKINS,0.01,0.08,0.0,0.09,0.07,75.5643,0.0,0.0,0.0,False
2,MCMINN,0.01,0.04,0.0,0.04,0.03,70.8585,0.0,0.0,0.0,False
3,HAMILTON,74430.82,97185.63,2805.74,174422.2,22754.81,13.0458,48.029,65.1095,39.8206,False
3,BRADLEY,9851.94,38835.81,558.0,49245.74,28983.87,58.8556,13.5603,8.6181,15.9125,False
3,ANDERSON,11522.64,24576.43,440.91,36539.98,13053.79,35.7247,10.0617,10.0796,10.0699,False
3,ROANE,6071.4,21005.54,327.91,27404.85,14934.14,54.4945,7.5462,5.311,8.6068,False
3,MCMINN,4206.99,19672.96,192.0,24071.96,15465.97,64.2489,6.6285,3.6801,8.0608,False
3,MONROE,3607.51,18523.42,188.98,22319.9,14915.91,66.8279,6.146,3.1557,7.5897,False
3,RHEA,2296.35,11859.05,156.65,14312.05,9562.7,66.8158,3.941,2.0088,4.8591,False
3,POLK,1355.93,7301.6,69.0,8726.52,5945.67,68.1333,2.4029,1.1861,2.9917,False
3,MEIGS,968.0,5085.0,46.0,6099.0,4117.0,67.5029,1.6794,0.8468,2.0835,False
3,KNOX,3.41,5.37,0.14,8.93,1.96,21.9601,0.0025,0.003,0.0022,False
3,LOUDON,0.57,2.63,0.03,3.23,2.06,63.7948,0.0009,0.0005,0.0011,False
3,MORGAN,0.27,1.81,0.02,2.11,1.54,73.2568,0.0006,0.0002,0.0007,False
3,BLOUNT,0.18,0.91,0.01,1.1,0.73,66.1102,0.0003,0.0002,0.0004,False
3,CAMPBELL,0.14,0.78,0.01,0.93,0.64,68.6162,0.0003,0.0001,0.0003,False
3,BLEDSOE,0.04,0.45,0.0,0.49,0.41,83.9315,0.0001,0.0,0.0002,False
3,CUMBERLAND,0.06,0.39,0.0,0.46,0.33,72.7302,0.0001,0.0001,0.0002,False
3,MARION,0.1,0.33,0.0,0.43,0.23,54.0945,0.0001,0.0001,0.0001,False
3,SEQUATCHIE,0.04,0.19,0.0,0.23,0.14,62.8822,0.0001,0.0,0.0001,False
3,UNION,0.02,0.1,0.0,0.12,0.09,69.8646,0.0,0.0,0.0,False
3,SCOTT,0.01,0.11,0.0,0.12,0.1,81.006,0.0,0.0,0.0,False
4,RUTHERFORD,49713.04,77233.15,1912.95,128859.13,27520.11,21.3567,40.4839,41.3314,39.9439,False
4,DAVIDSON,49133.12,32432.46,1696.81,83262.39,-16700.66,-20.0579,26.1587,40.8493,16.7736,False
4,COFFEE,5439.6,19172.87,317.99,24930.45,13733.27,55.0863,7.8324,4.5225,9.9159,False
4,FRANKLIN,4528.84,15015.17,182.99,19727.0,10486.33,53.1572,6.1977,3.7653,7.7656,False
4,WARREN,3646.97,13191.85,176.0,17014.82,9544.89,56.0975,5.3456,3.0321,6.8226,False
4,MARION,3025.83,10787.43,118.99,13932.25,7761.6,55.7096,4.3771,2.5157,5.5791,False
4,SEQUATCHIE,1291.96,6521.81,76.0,7889.77,5229.86,66.2865,2.4787,1.0741,3.373,False
4,CANNON,1131.98,5681.91,67.0,6880.9,4549.93,66.1241,2.1618,0.9411,2.9386,False
4,GRUNDY,948.0,5334.0,46.0,6328.0,4386.0,69.311,1.9881,0.7882,2.7587,False
4,BLEDSOE,890.96,5253.52,46.0,6190.47,4362.56,70.4722,1.9449,0.7407,2.717,False
4,VAN BUREN,523.96,2717.76,23.0,3264.72,2193.81,67.1974,1.0257,0.4356,1.4056,False
4,WILLIAMSON,1.65,3.62,0.09,5.36,1.97,36.7392,0.0017,0.0014,0.0019,False
4,HAMILTON,1.48,3.09,0.07,4.64,1.61,34.6546,0.0015,0.0012,0.0016,False
4,WILSON,0.91,1.81,0.03,2.76,0.9,32.6986,0.0009,0.0008,0.0009,False
4,BEDFORD,0.24,1.08,0.01,1.33,0.84,63.2737,0.0004,0.0002,0.0006,False
4,MOORE,0.16,1.0,0.01,1.17,0.84,71.4332,0.0004,0.0001,0.0005,False
4,DEKALB,0.1,0.43,0.01,0.53,0.32,61.1424,0.0002,0.0001,0.0002,False
4,WHITE,0.09,0.38,0.0,0.47,0.29,61.7556,0.0001,0.0001,0.0002,False
4,RHEA,0.04,0.3,0.0,0.35,0.26,73.5255,0.0001,0.0,0.0002,False
4,CUMBERLAND,0.04,0.29,0.0,0.34,0.25,73.3891,0.0001,0.0,0.0002,False
4,MARSHALL,0.02,0.08,0.0,0.1,0.07,62.8141,0.0,0.0,0.0,False
4,LINCOLN,0.01,0.08,0.0,0.09,0.07,73.7268,0.0,0.0,0.0,False
5,WILLIAMSON,27969.94,56028.48,1374.2,85372.62,28058.54,32.866,25.8212,22.8454,27.5061,True
5,SHELBY,55099.65,19491.5,1494.64,76085.79,-35608.15,-46.8,23.0124,45.0045,9.569,True
5,MAURY,9111.81,25057.03,381.31,34550.15,15945.22,46.151,10.4498,7.4424,12.3012,True
5,HENRY,3285.95,11628.82,161.0,15075.76,8342.87,55.3396,4.5597,2.6839,5.7089,True
5,MONTGOMERY,6368.04,8444.64,222.32,15034.99,2076.6,13.8118,4.5474,5.2013,4.1457,True
5,DYER,2706.92,11602.34,84.0,14393.25,8895.42,61.8027,4.3533,2.211,5.6959,True
5,WEAKLEY,2724.68,10539.31,127.99,13391.98,7814.63,58.3531,4.0504,2.2255,5.1741,True
5,OBION,2220.98,10595.91,83.0,12899.89,8374.93,64.9225,3.9016,1.8141,5.2018,True
5,TIPTON,1965.42,9396.82,99.64,11461.88,7431.39,64.8357,3.4667,1.6053,4.6132,True
5,HICKMAN,1967.97,8264.85,76.0,10308.81,6296.88,61.0825,3.1179,1.6074,4.0575,True
5,HUMPHREYS,1766.93,6399.72,97.0,8263.64,4632.8,56.0624,2.4994,1.4432,3.1418,True
5,LAUDERDALE,2570.12,5631.45,61.98,8263.54,3061.33,37.0462,2.4993,2.0992,2.7646,True
5,BENTON,1316.97,5885.81,57.0,7259.78,4568.85,62.9337,2.1957,1.0757,2.8895,True
5,STEWART,1159.99,5388.95,71.0,6619.94,4228.96,63.8822,2.0022,0.9475,2.6456,True
5,LEWIS,990.95,4851.7,47.0,5889.65,3860.74,65.5513,1.7813,0.8094,2.3818,True
5,HOUSTON,772.99,2988.95,48.0,3809.93,2215.96,58.1627,1.1523,0.6314,1.4674,True
5,LAKE,428.97,1492.88,17.0,1938.85,1063.91,54.8734,0.5864,0.3504,0.7329,True
5,DAVIDSON,2.21,1.36,0.06,3.63,-0.84,-23.2017,0.0011,0.0018,0.0007,True
5,DICKSON,0.32,1.28,0.02,1.62,0.97,59.9139,0.0005,0.0003,0.0006,True
5,GIBSON,0.13,1.14,0.01,1.28,1.01,78.406,0.0004,0.0001,0.0006,True
5,CARROLL,0.17,0.77,0.01,0.95,0.59,62.3734,0.0003,0.0001,0.0004,True
5,GILES,0.05,0.3,0.0,0.35,0.24,68.4565,0.0001,0.0,0.0001,True
5,PERRY,0.05,0.29,0.0,0.34,0.24,69.5919,0.0001,0.0,0.0001,True
5,CHEATHAM,0.11,0.21,0.0,0.32,0.1,30.8967,0.0001,0.0001,0.0001,True
5,CROCKETT,0.04,0.22,0.0,0.26,0.18,69.1931,0.0001,0.0,0.0001,True
5,LAWRENCE,0.03,0.16,0.0,0.19,0.13,69.6503,0.0001,0.0,0.0001,True
5,DECATUR,0.02,0.1,0.0,0.11,0.08,69.7602,0.0,0.0,0.0,True
5,HAYWOOD,0.04,0.06,0.0,0.1,0.02,17.8123,0.0,0.0,0.0,True
5,WAYNE,0.0,0.03,0.0,0.04,0.03,84.5577,0.0,0.0,0.0,True
6,DAVIDSON,64919.46,33361.61,2064.77,100345.83,-31557.85,-31.4491,28.2984,52.87,14.6827,False
6,WILSON,23853.59,56421.39,973.95,81248.93,32567.8,40.084,22.9129,19.4262,24.8315,False
6,PUTNAM,8991.0,25554.0,394.0,34939.0,16563.0,47.4055,9.8531,7.3222,11.2465,False
6,CUMBERLAND,6995.9,27398.32,247.0,34641.21,20402.42,58.8964,9.7691,5.6974,12.0582,False
6,SUMNER,4395.39,8949.08,166.54,13511.01,4553.68,33.7035,3.8102,3.5796,3.9386,False
6,WHITE,2104.91,10716.62,109.0,12930.53,8611.71,66.5998,3.6465,1.7142,4.7165,False
6,OVERTON,1931.0,9042.0,96.0,11069.0,7111.0,64.2425,3.1216,1.5726,3.9795,False
6,FENTRESS,1149.0,8555.0,67.0,9771.0,7406.0,75.7957,2.7555,0.9357,3.7651,False
6,SCOTT,941.94,8607.43,55.0,9604.36,7665.49,79.8126,2.7085,0.7671,3.7882,False
6,DEKALB,1705.9,7598.57,90.99,9395.47,5892.68,62.7183,2.6496,1.3893,3.3442,False
6,SMITH,1594.97,7654.83,86.0,9335.79,6059.86,64.91,2.6328,1.2989,3.3689,False
6,MORGAN,1053.73,7425.19,78.98,8557.89,6371.46,74.4512,2.4134,0.8582,3.2679,False
6,CAMPBELL,995.34,5667.08,55.37,6717.78,4671.74,69.5429,1.8945,0.8106,2.4941,False
6,JACKSON,1040.0,4586.0,50.0,5676.0,3546.0,62.4736,1.6007,0.847,2.0183,False
6,CLAY,613.99,3116.95,29.0,3759.94,2502.96,66.5691,1.0603,0.5,1.3718,False
6,PICKETT,487.0,2440.99,26.0,2953.99,1953.99,66.1476,0.8331,0.3966,1.0743,False
6,RHEA,15.61,114.65,1.35,131.6,99.04,75.2556,0.0371,0.0127,0.0505,False
6,ROANE,1.26,4.53,0.07,5.87,3.27,55.6894,0.0017,0.001,0.002,False
6,ANDERSON,0.4,1.61,0.02,2.03,1.21,59.3395,0.0006,0.0003,0.0007,False
6,TROUSDALE,0.09,0.48,0.0,0.57,0.38,66.9289,0.0002,0.0001,0.0002,False
6,MACON,0.04,0.25,0.0,0.29,0.22,74.4938,0.0001,0.0,0.0001,False
6,VAN BUREN,0.04,0.24,0.0,0.28,0.19,68.986,0.0001,0.0,0.0001,False
6,RUTHERFORD,0.05,0.15,0.0,0.21,0.11,51.3442,0.0001,0.0,0.0001,False
6,WARREN,0.03,0.15,0.0,0.18,0.11,61.8112,0.0001,0.0,0.0001,False
6,CANNON,0.02,0.09,0.0,0.1,0.07,65.9614,0.0,0.0,0.0,False
6,BLEDSOE,0.0,0.04,0.0,0.04,0.03,77.2559,0.0,0.0,0.0,False
7,DAVIDSON,67804.25,36458.7,2156.27,106419.22,-31345.55,-29.4548,30.1481,48.5742,17.5119,False
7,SUMNER,23478.6,59817.91,953.46,84249.97,36339.31,43.1327,23.8676,16.8198,28.7319,False
7,MONTGOMERY,26367.96,39350.36,1001.68,66720.0,12982.4,19.458,18.9015,18.8897,18.9009,False
7,ROBERTSON,8427.99,26259.96,382.0,35069.95,17831.97,50.8469,9.9351,6.0377,12.6133,False
7,DICKSON,5912.68,19000.72,288.98,25202.38,13088.03,51.9317,7.1397,4.2358,9.1265,False
7,CHEATHAM,5463.89,14986.79,290.0,20740.68,9522.9,45.9141,5.8757,3.9143,7.1985,False
7,MACON,1276.96,8957.69,98.0,10332.64,7680.73,74.3346,2.9272,0.9148,4.3026,False
7,TROUSDALE,855.91,3358.52,36.0,4250.43,2502.62,58.8792,1.2041,0.6132,1.6132,False
7,WILSON,0.5,1.79,0.02,2.31,1.3,56.0754,0.0007,0.0004,0.0009,False
7,WILLIAMSON,0.12,0.3,0.01,0.42,0.18,43.0407,0.0001,0.0001,0.0001,False
7,HUMPHREYS,0.05,0.17,0.0,0.22,0.12,55.733,0.0001,0.0,0.0001,False
7,SMITH,0.03,0.17,0.0,0.21,0.14,65.9671,0.0001,0.0,0.0001,False
7,HICKMAN,0.02,0.11,0.0,0.13,0.08,62.4215,0.0,0.0,0.0001,False
7,HOUSTON,0.01,0.05,0.0,0.07,0.04,61.3448,0.0,0.0,0.0,False
7,STEWART,0.01,0.03,0.0,0.04,0.02,61.251,0.0,0.0,0.0,False
7,CLAY,0.0,0.02,0.0,0.02,0.02,66.1616,0.0,0.0,0.0,False
8,SHELBY,85943.04,72176.58,2737.44,160857.06,-13766.45,-8.5582,53.2387,68.1765,41.9644,True
8,MADISON,16114.91,23384.9,464.0,39963.81,7269.99,18.1914,13.2268,12.7836,13.5963,True
8,GIBSON,5099.87,16344.86,201.99,21646.72,11244.99,51.9478,7.1644,4.0456,9.5031,True
8,TIPTON,4212.44,10905.45,152.35,15270.24,6693.02,43.8305,5.054,3.3416,6.3406,True
8,HENDERSON,1902.0,10082.96,62.0,12046.96,8180.96,67.9089,3.9872,1.5088,5.8624,True
8,CARROLL,2232.83,9546.23,101.99,11881.05,7313.41,61.5552,3.9323,1.7712,5.5503,True
8,FAYETTE,3383.4,7649.44,108.02,11140.87,4266.04,38.2918,3.6873,2.684,4.4475,True
8,CHESTER,1285.81,6205.27,84.99,7576.06,4919.46,64.9342,2.5074,1.02,3.6078,True
8,HAYWOOD,3310.95,3285.93,55.0,6651.88,-25.02,-0.3761,2.2016,2.6265,1.9105,True
8,CROCKETT,1195.96,4673.78,51.0,5920.74,3477.82,58.7396,1.9596,0.9487,2.7174,True
8,DECATUR,818.95,4595.72,51.0,5465.67,3776.77,69.0999,1.809,0.6497,2.672,True
8,PERRY,557.91,3138.47,19.0,3715.38,2580.55,69.4561,1.2297,0.4426,1.8247,True
8,LAUDERDALE,0.85,1.33,0.02,2.2,0.49,22.2021,0.0007,0.0007,0.0008,True
8,WEAKLEY,0.32,1.68,0.01,2.02,1.36,67.4259,0.0007,0.0003,0.001,True
8,DYER,0.07,0.55,0.0,0.62,0.48,77.1222,0.0002,0.0001,0.0003,True
8,WAYNE,0.07,0.37,0.01,0.45,0.3,65.6531,0.0001,0.0001,0.0002,True
8,MCNAIRY,0.04,0.21,0.0,0.25,0.17,70.3251,0.0001,0.0,0.0001,True
8,BENTON,0.03,0.19,0.0,0.22,0.15,68.4768,0.0001,0.0,0.0001,True
8,HENRY,0.04,0.14,0.0,0.19,0.1,51.6541,0.0001,0.0,0.0001,True
8,HARDIN,0.03,0.15,0.0,0.18,0.12,65.1024,0.0001,0.0,0.0001,True
8,LEWIS,0.02,0.15,0.0,0.18,0.13,74.9016,0.0001,0.0,0.0001,True
8,HUMPHREYS,0.03,0.11,0.0,0.14,0.08,58.5657,0.0,0.0,0.0001,True
8,HICKMAN,0.01,0.05,0.0,0.05,0.04,70.7692,0.0,0.0,0.0,True
8,OBION,0.01,0.04,0.0,0.05,0.03,64.5098,0.0,0.0,0.0,True
8,HARDEMAN,0.0,0.04,0.0,0.04,0.03,76.8097,0.0,0.0,0.0,True
9,SHELBY,60710.26,27244.84,1588.73,89543.82,-33465.42,-37.3732,27.4529,50.5001,13.5139,True
9,WILLIAMSON,19723.3,38529.61,1036.7,59289.6,18806.31,31.7194,18.1773,16.4063,19.1114,True
9,BEDFORD,4121.76,15770.92,195.99,20088.67,11649.16,57.9887,6.1589,3.4286,7.8227,True
9,LAWRENCE,2938.92,16428.57,165.0,19532.48,13489.65,69.0627,5.9884,2.4447,8.1489,True
9,RUTHERFORD,6942.91,11577.7,276.05,18796.66,4634.79,24.6575,5.7628,5.7753,5.7427,True
9,MAURY,5033.19,12318.97,187.69,17539.85,7285.78,41.5384,5.3775,4.1867,6.1104,True
9,LINCOLN,2781.89,13207.58,138.0,16127.47,10425.69,64.6456,4.9445,2.314,6.5512,True
9,MARSHALL,3389.98,12425.92,146.0,15961.9,9035.93,56.6094,4.8937,2.8199,6.1635,True
9,GILES,2973.9,10393.53,118.99,13486.42,7419.62,55.0155,4.1347,2.4738,5.1554,True
9,FAYETTE,3336.51,9106.36,111.98,12554.85,5769.85,45.9572,3.8491,2.7754,4.5169,True
9,HARDIN,1703.93,10292.59,97.0,12093.52,8588.66,71.0187,3.7077,1.4174,5.1053,True
9,MCNAIRY,1726.93,9436.55,103.0,11266.47,7709.62,68.4297,3.4541,1.4365,4.6807,True
9,HARDEMAN,3526.93,5792.84,79.0,9398.76,2265.92,24.1086,2.8815,2.9338,2.8734,True
9,WAYNE,761.91,6015.51,52.99,6830.41,5253.59,76.9147,2.0941,0.6338,2.9838,True
9,MOORE,541.84,3059.0,51.99,3652.83,2517.16,68.91,1.1199,0.4507,1.5173,True
9,DAVIDSON,2.97,1.87,0.1,4.93,-1.09,-22.1869,0.0015,0.0025,0.0009,True
9,COFFEE,0.4,1.13,0.01,1.55,0.73,47.0295,0.0005,0.0003,0.0006,True
9,CHESTER,0.19,0.73,0.01,0.94,0.54,57.9457,0.0003,0.0002,0.0004,True
9,FRANKLIN,0.15,0.77,0.01,0.93,0.62,66.4973,0.0003,0.0001,0.0004,True
9,PERRY,0.04,0.25,0.0,0.28,0.21,73.8943,0.0001,0.0,0.0001,True
9,DECATUR,0.03,0.18,0.0,0.22,0.15,67.7037,0.0001,0.0,0.0001,True
9,MADISON,0.09,0.1,0.0,0.19,0.01,7.431,0.0001,0.0001,0.0001,True
9,LEWIS,0.02,0.15,0.0,0.18,0.13,71.4279,0.0001,0.0,0.0001,True
9,HENDERSON,0.0,0.04,0.0,0.04,0.04,89.2019,0.0,0.0,0.0,True
9,HAYWOOD,0.01,0.01,0.0,0.02,0.0,13.8667,0.0,0.0,0.0,True
