crosswalk,precinct_key,county_norm,prec_id,dominant_district,dominant_weight,total_weight,split_count
congressional_2022,CAMPBELL - 000616,CAMPBELL,000616,2,0.9998977078,1.0,2
congressional_2022,CAMPBELL - 000618,CAMPBELL,000618,2,0.9994917662,1.0,2
congressional_2022,CAMPBELL - 000620,CAMPBELL,000620,2,0.9996747648,0.9999957708,2
congressional_2022,CANNON - 000701,CANNON,000701,6,0.9997008723,1.0,2
congressional_2022,CANNON - 000703,CANNON,000703,6,0.9998954035,1.0,2
congressional_2022,CANNON - 000704,CANNON,000704,6,0.9999780742,1.0,2
congressional_2022,CANNON - 000706,CANNON,000706,6,0.999980729,1.0,2
congressional_2022,CANNON - 000709,CANNON,000709,6,0.9999601806,1.0,2
congressional_2022,CARROLL - 000812,CARROLL,000812,8,0.9999638662,1.0,2
congressional_2022,CARROLL - 000819,CARROLL,000819,8,0.99997842,1.0,2
congressional_2022,CHEATHAM - 001007,CHEATHAM,001007,7,0.9999309621,1.0,2
congressional_2022,CLAIBORNE - 001203,CLAIBORNE,001203,2,0.9999399433,0.9999649899,2
congressional_2022,CLAIBORNE - 001212,CLAIBORNE,001212,2,0.9999999942,1.0,2
congressional_2022,CLAIBORNE - 001214,CLAIBORNE,001214,2,0.9999615321,1.0,2
congressional_2022,CLAIBORNE - 001215,CLAIBORNE,001215,2,0.9999881864,1.0,2
congressional_2022,CLAIBORNE - 001216,CLAIBORNE,001216,2,0.9999999622,1.0,2
congressional_2022,COFFEE - 001509,COFFEE,001509,4,0.9998933693,1.0,2
congressional_2022,COFFEE - 001522,COFFEE,001522,4,0.9997195232,1.0,2
congressional_2022,CUMBERLAND - 001702,CUMBERLAND,001702,6,0.999995428,1.0,2
congressional_2022,CUMBERLAND - 001706,CUMBERLAND,001706,6,0.999913292,1.0,2
congressional_2022,CUMBERLAND - 001710,CUMBERLAND,001710,6,0.9999441694,1.0,2
congressional_2022,CUMBERLAND - 001713,CUMBERLAND,001713,6,0.9999915822,1.0,2
congressional_2022,CUMBERLAND - 001715,CUMBERLAND,001715,6,0.9999661921,1.0,2
congressional_2022,CUMBERLAND - 001716,CUMBERLAND,001716,6,0.9998899346,1.0,2
congressional_2022,CUMBERLAND - 001717,CUMBERLAND,001717,6,0.9995506347,1.0,2
congressional_2022,CUMBERLAND - 001723,CUMBERLAND,001723,6,0.9999319642,1.0,2
congressional_2022,DAVIDSON - 001807,DAVIDSON,001807,7,0.9999875149,1.0,2
congressional_2022,DAVIDSON - 001808,DAVIDSON,001808,7,0.9778298283,1.0,2
congressional_2022,DAVIDSON - 001811,DAVIDSON,001811,7,0.9979460947,1.0,2
congressional_2022,DAVIDSON - 001814,DAVIDSON,001814,7,0.9998407703,1.0,2
congressional_2022,DAVIDSON - 001815,DAVIDSON,001815,7,0.9999749891,1.0,2
congressional_2022,DAVIDSON - 001821,DAVIDSON,001821,6,0.9795892367,1.0,2
congressional_2022,DAVIDSON - 001824,DAVIDSON,001824,6,0.9982004674,1.0,2
congressional_2022,DAVIDSON - 001827,DAVIDSON,001827,6,0.9998051076,1.0,2
congressional_2022,DAVIDSON - 001828,DAVIDSON,001828,6,0.9992263609,1.0,2
congressional_2022,DAVIDSON - 001837,DAVIDSON,001837,6,0.9977586017,1.0,2
congressional_2022,DAVIDSON - 001839,DAVIDSON,001839,6,0.8932510261,1.0,2
congressional_2022,DAVIDSON - 001840,DAVIDSON,001840,6,0.6638058827,1.0,2
congressional_2022,DAVIDSON - 001844,DAVIDSON,001844,6,0.9901568189,1.0,2
congressional_2022,DAVIDSON - 001845,DAVIDSON,001845,6,0.9977438034,1.0,2
congressional_2022,DAVIDSON - 001847,DAVIDSON,001847,6,0.9892353708,1.0,2
congressional_2022,DAVIDSON - 001848,DAVIDSON,001848,6,0.9980033954,1.0,2
congressional_2022,DAVIDSON - 001850,DAVIDSON,001850,6,0.9999733537,1.0,2
congressional_2022,DAVIDSON - 001851,DAVIDSON,001851,5,0.9923597312,1.0,2
congressional_2022,DAVIDSON - 001852,DAVIDSON,001852,6,0.9974557214,1.0,2
congressional_2022,DAVIDSON - 001860,DAVIDSON,001860,6,0.9998445934,1.0,2
congressional_2022,DAVIDSON - 001861,DAVIDSON,001861,6,0.9998673677,1.0,2
congressional_2022,DAVIDSON - 001863,DAVIDSON,001863,5,0.9985816085,1.0,2
congressional_2022,DAVIDSON - 001864,DAVIDSON,001864,6,0.7293133794,1.0,2
congressional_2022,DAVIDSON - 001865,DAVIDSON,001865,6,0.6600914095,1.0,2
congressional_2022,DAVIDSON - 001867,DAVIDSON,001867,6,0.9984548806,1.0,2
congressional_2022,DAVIDSON - 001871,DAVIDSON,001871,6,0.9995425123,1.0,2
congressional_2022,DAVIDSON - 001872,DAVIDSON,001872,6,0.9992185678,1.0,2
congressional_2022,DAVIDSON - 001873,DAVIDSON,001873,6,0.9651012508,1.0,2
congressional_2022,DAVIDSON - 001875,DAVIDSON,001875,6,0.7506140864,1.0,3
congressional_2022,DAVIDSON - 001876,DAVIDSON,001876,6,0.9945229574,1.0,2
congressional_2022,DAVIDSON - 001877,DAVIDSON,001877,5,0.999907369,1.0,2
congressional_2022,DAVIDSON - 001881,DAVIDSON,001881,7,0.9999098729,1.0,2
congressional_2022,DAVIDSON - 001882,DAVIDSON,001882,7,0.9983420157,1.0,2
congressional_2022,DAVIDSON - 001884,DAVIDSON,001884,7,0.9997641823,1.0,3
congressional_2022,DAVIDSON - 001886,DAVIDSON,001886,7,0.9999988615,1.0,2
congressional_2022,DAVIDSON - 001887,DAVIDSON,001887,7,0.9998946564,1.0,2
congressional_2022,DAVIDSON - 001888,DAVIDSON,001888,7,0.9973917171,1.0,2
congressional_2022,DAVIDSON - 001889,DAVIDSON,001889,5,0.9995174804,1.0,2
congressional_2022,DAVIDSON - 001890,DAVIDSON,001890,7,0.996577924,1.0,2
congressional_2022,DAVIDSON - 001891,DAVIDSON,001891,7,0.9991832245,1.0,2
congressional_2022,DAVIDSON - 001894,DAVIDSON,001894,7,0.9999250463,1.0,2
congressional_2022,DAVIDSON - 001895,DAVIDSON,001895,7,0.997159002,1.0,2
congressional_2022,DAVIDSON - 001898,DAVIDSON,001898,7,0.9992327565,1.0,2
congressional_2022,DAVIDSON - 001903,DAVIDSON,001903,5,0.9979153571,1.0,2
congressional_2022,DAVIDSON - 001907,DAVIDSON,001907,5,0.9998392057,1.0,2
congressional_2022,DAVIDSON - 001908,DAVIDSON,001908,5,0.9995850679,1.0,2
congressional_2022,DAVIDSON - 001912,DAVIDSON,001912,7,0.9763406987,1.0,2
congressional_2022,DAVIDSON - 001913,DAVIDSON,001913,5,0.6374844474,1.0,2
congressional_2022,DAVIDSON - 001916,DAVIDSON,001916,5,0.9975780607,1.0,2
congressional_2022,DAVIDSON - 001917,DAVIDSON,001917,5,0.9999368585,1.0,2
congressional_2022,DAVIDSON - 001918,DAVIDSON,001918,5,0.9986585355,1.0,2
congressional_2022,DAVIDSON - 001919,DAVIDSON,001919,5,0.9999482946,1.0,2
congressional_2022,DAVIDSON - 001921,DAVIDSON,001921,5,0.9977684291,1.0,2
congressional_2022,DAVIDSON - 001922,DAVIDSON,001922,5,0.9999525875,1.0,2
congressional_2022,DAVIDSON - 001924,DAVIDSON,001924,5,0.9991950408,1.0,2
congressional_2022,DAVIDSON - 001929,DAVIDSON,001929,6,0.5794114304,1.0,2
congressional_2022,DAVIDSON - 001931,DAVIDSON,001931,5,0.9298219105,1.0,2
congressional_2022,DAVIDSON - 001932,DAVIDSON,001932,6,0.8909510244,1.0,2
congressional_2022,DAVIDSON - 001933,DAVIDSON,001933,5,0.9992994907,1.0,2
congressional_2022,DAVIDSON - 001935,DAVIDSON,001935,5,0.7462816535,1.0,2
congressional_2022,DAVIDSON - 001948,DAVIDSON,001948,5,0.9999981147,1.0,2
congressional_2022,DAVIDSON - 001949,DAVIDSON,001949,5,0.999965418,1.0,2
congressional_2022,DAVIDSON - 001950,DAVIDSON,001950,5,0.9993853392,1.0,2
congressional_2022,DAVIDSON - 001951,DAVIDSON,001951,5,0.9999670225,1.0,2
congressional_2022,DAVIDSON - 001958,DAVIDSON,001958,7,0.9995683178,1.0,2
congressional_2022,DAVIDSON - 001959,DAVIDSON,001959,5,0.9997834558,1.0,2
congressional_2022,DAVIDSON - 001960,DAVIDSON,001960,5,0.9998880906,1.0,2
congressional_2022,DECATUR - 002051,DECATUR,002051,7,0.9999053703,1.0,2
congressional_2022,DECATUR - 002053,DECATUR,002053,7,0.9999812759,1.0,2
congressional_2022,DECATUR - 002054,DECATUR,002054,7,0.9999541877,1.0,2
congressional_2022,DECATUR - 002059,DECATUR,002059,7,0.9999821064,1.0,2
congressional_2022,DECATUR - 002060,DECATUR,002060,7,0.9991183771,1.0,2
congressional_2022,DECATUR - 002061,DECATUR,002061,7,0.9999797938,1.0,2
congressional_2022,DECATUR - 002063,DECATUR,002063,7,0.9998756645,1.0,2
congressional_2022,DEKALB - 002154,DEKALB,002154,6,0.9998900459,1.0,2
congressional_2022,DEKALB - 002165,DEKALB,002165,6,0.9999829801,1.0,2
congressional_2022,DEKALB - 002166,DEKALB,002166,6,0.9999212451,1.0,2
congressional_2022,FENTRESS - 002551,FENTRESS,002551,6,0.9993111894,1.0,2
congressional_2022,FENTRESS - 002552,FENTRESS,002552,6,0.9994964674,1.0,2
congressional_2022,FENTRESS - 002553,FENTRESS,002553,6,0.9996255536,1.0,2
congressional_2022,FENTRESS - 002562,FENTRESS,002562,6,0.9998841989,1.0,2
congressional_2022,GILES - 002856,GILES,002856,4,0.9998275022,1.0,2
congressional_2022,GILES - 002857,GILES,002857,4,0.9996633198,1.0,2
congressional_2022,GILES - 002858,GILES,002858,4,0.9998968174,1.0,2
congressional_2022,GRAINGER - 002952,GRAINGER,002952,2,0.9997740003,1.0,2
congressional_2022,GRAINGER - 002954,GRAINGER,002954,2,0.9997421911,1.0,2
congressional_2022,GRAINGER - 002955,GRAINGER,002955,2,0.9998574084,1.0,2
congressional_2022,GRAINGER - 002956,GRAINGER,002956,2,0.9997627259,1.0,2
congressional_2022,GRAINGER - 002957,GRAINGER,002957,2,0.9996215991,1.0,2
congressional_2022,GRAINGER - 002958,GRAINGER,002958,2,0.9996323176,1.0,2
congressional_2022,GRAINGER - 002959,GRAINGER,002959,2,0.9995707589,1.0,2
congressional_2022,GRAINGER - 002960,GRAINGER,002960,2,0.9998107037,1.0,2
congressional_2022,HAMBLEN - 003256,HAMBLEN,003256,1,0.9997767069,1.0,2
congressional_2022,HAMBLEN - 003257,HAMBLEN,003257,1,0.9991101789,1.0,2
congressional_2022,HAMBLEN - 003264,HAMBLEN,003264,1,0.9993557363,1.0,2
congressional_2022,HAMBLEN - 003265,HAMBLEN,003265,1,0.9995582385,1.0,2
congressional_2022,HAMILTON - 003359,HAMILTON,003359,3,0.9999900805,1.0,2
congressional_2022,HAMILTON - 003361,HAMILTON,003361,3,0.9998740718,1.0,2
congressional_2022,HAMILTON - 003401,HAMILTON,003401,3,0.9999140773,1.0,2
congressional_2022,HAMILTON - 003403,HAMILTON,003403,3,0.9999897788,1.0,2
congressional_2022,HAMILTON - 003421,HAMILTON,003421,3,0.9987281402,0.999954013,2
congressional_2022,HAMILTON - 003429,HAMILTON,003429,3,0.9999972708,1.0,2
congressional_2022,HAMILTON - 003431,HAMILTON,003431,3,0.9998952753,1.0,2
congressional_2022,HAMILTON - 003455,HAMILTON,003455,3,0.9996524471,1.0,2
congressional_2022,HAMILTON - 003456,HAMILTON,003456,3,0.9999976436,1.0,2
congressional_2022,HAMILTON - 003471,HAMILTON,003471,3,0.9993136815,1.0,2
congressional_2022,HANCOCK - 000001,HANCOCK,000001,1,0.9996523765,1.0,2
congressional_2022,HANCOCK - 000005,HANCOCK,000005,1,0.9998928079,0.9999756751,2
congressional_2022,HANCOCK - 000007,HANCOCK,000007,1,0.9999299645,1.0,2
congressional_2022,HARDIN - 003706,HARDIN,003706,8,0.9996933821,1.0,2
congressional_2022,HARDIN - 003709,HARDIN,003709,8,0.9999999384,1.0,2
congressional_2022,HARDIN - 003711,HARDIN,003711,8,0.9997597558,1.0,2
congressional_2022,HARDIN - 003715,HARDIN,003715,8,0.9999789371,0.9999797842,2
congressional_2022,HARDIN - 003718,HARDIN,003718,8,0.9996354456,1.0,2
congressional_2022,HAWKINS - 003817,HAWKINS,003817,1,0.9999137778,1.0,2
congressional_2022,HENDERSON - 004008,HENDERSON,004008,8,0.9999988702,1.0,2
congressional_2022,HENDERSON - 004009,HENDERSON,004009,8,0.9999460596,1.0,2
congressional_2022,HENDERSON - 004012,HENDERSON,004012,8,0.9999715485,1.0,2
congressional_2022,HENDERSON - 004014,HENDERSON,004014,8,0.9999999996,1.0,2
congressional_2022,HENDERSON - 004015,HENDERSON,004015,8,0.999999681,1.0,2
congressional_2022,HENRY - 004103,HENRY,004103,8,0.9999844815,1.0,2
congressional_2022,HENRY - 004111,HENRY,004111,8,0.9991789581,1.0,2
congressional_2022,HENRY - 004112,HENRY,004112,8,0.9999139694,0.9999957671,2
congressional_2022,HENRY - 004113,HENRY,004113,8,0.9997380965,1.0,2
congressional_2022,HICKMAN - 004206,HICKMAN,004206,7,0.9999856314,1.0,2
congressional_2022,HICKMAN - 004208,HICKMAN,004208,7,0.9997433956,1.0,2
congressional_2022,HICKMAN - 004210,HICKMAN,004210,7,0.9998639955,1.0,2
congressional_2022,HICKMAN - 004211,HICKMAN,004211,7,0.9998141972,1.0,2
congressional_2022,JEFFERSON - 004602,JEFFERSON,004602,1,0.9995956129,1.0,2
congressional_2022,JEFFERSON - 004605,JEFFERSON,004605,1,0.9998135809,1.0,2
congressional_2022,JEFFERSON - 004607,JEFFERSON,004607,1,0.6238411171,1.0,2
congressional_2022,JEFFERSON - 004608,JEFFERSON,004608,1,0.9998603241,1.0,2
congressional_2022,KNOX - 004810,KNOX,004810,2,0.9988081972,1.0,2
congressional_2022,KNOX - 004815,KNOX,004815,2,0.9998772505,1.0,2
congressional_2022,KNOX - 004817,KNOX,004817,2,0.9998344157,1.0,2
congressional_2022,KNOX - 004822,KNOX,004822,2,0.9991961509,1.0,2
congressional_2022,KNOX - 004844,KNOX,004844,2,0.9993552483,1.0,2
congressional_2022,KNOX - 004846,KNOX,004846,2,0.9989416749,1.0,2
congressional_2022,KNOX - 004849,KNOX,004849,2,0.9974208599,1.0,2
congressional_2022,KNOX - 004890,KNOX,004890,2,0.999043744,1.0,2
congressional_2022,KNOX - 004892,KNOX,004892,2,0.999738364,1.0,2
congressional_2022,LAUDERDALE - 005060,LAUDERDALE,005060,8,0.9993307854,0.9996724821,2
congressional_2022,LAUDERDALE - 005064,LAUDERDALE,005064,8,0.9991702108,1.0,2
congressional_2022,LAWRENCE - 005156,LAWRENCE,005156,4,0.9999461498,1.0,2
congressional_2022,LAWRENCE - 005160,LAWRENCE,005160,4,0.9999393895,1.0,2
congressional_2022,LAWRENCE - 005161,LAWRENCE,005161,4,0.9999265092,1.0,2
congressional_2022,LAWRENCE - 005162,LAWRENCE,005162,4,0.999943834,1.0,2
congressional_2022,LAWRENCE - 005163,LAWRENCE,005163,4,0.9999851204,1.0,3
congressional_2022,LAWRENCE - 005171,LAWRENCE,005171,4,0.9999092308,0.9999971034,2
congressional_2022,LAWRENCE - 005174,LAWRENCE,005174,4,0.999980914,1.0,2
congressional_2022,LEWIS - 005251,LEWIS,005251,5,0.9998802725,1.0,2
congressional_2022,LEWIS - 005252,LEWIS,005252,5,0.9998957018,1.0,2
congressional_2022,LEWIS - 005253,LEWIS,005253,5,0.9994197754,1.0,2
congressional_2022,LEWIS - 005254,LEWIS,005254,5,0.9999628669,1.0,2
congressional_2022,LEWIS - 005255,LEWIS,005255,5,0.9999829394,1.0,3
congressional_2022,LINCOLN - 000004,LINCOLN,000004,4,0.9999970662,1.0,2
congressional_2022,LINCOLN - 000017,LINCOLN,000017,4,0.9998354442,1.0,2
congressional_2022,LOUDON - 005451,LOUDON,005451,2,0.9996664104,1.0,2
congressional_2022,LOUDON - 005452,LOUDON,005452,2,0.9999807752,1.0,2
congressional_2022,LOUDON - 005454,LOUDON,005454,2,0.9997416623,1.0,2
congressional_2022,LOUDON - 005455,LOUDON,005455,2,0.9994759593,1.0,2
congressional_2022,LOUDON - 005456,LOUDON,005456,2,0.999900866,1.0,2
congressional_2022,LOUDON - 005462,LOUDON,005462,2,0.9999757405,1.0,2
congressional_2022,LOUDON - 005463,LOUDON,005463,2,0.9995142786,1.0,2
congressional_2022,MARION - 005751,MARION,005751,4,0.999423464,1.0,2
congressional_2022,MARION - 005753,MARION,005753,4,0.9996849678,0.9999731377,2
congressional_2022,MARION - 005761,MARION,005761,4,0.9994395543,1.0,2
congressional_2022,MARION - 005762,MARION,005762,4,0.9999999477,1.0,2
congressional_2022,MARION - 005765,MARION,005765,4,0.9999806542,1.0,2
congressional_2022,MARSHALL - 005851,MARSHALL,005851,5,0.9999493982,1.0,2
congressional_2022,MARSHALL - 005852,MARSHALL,005852,5,0.999741489,1.0,2
congressional_2022,MARSHALL - 005853,MARSHALL,005853,5,0.9998236737,1.0,2
congressional_2022,MARSHALL - 005854,MARSHALL,005854,5,0.9999646681,1.0,2
congressional_2022,MAURY - 005952,MAURY,005952,5,0.9999323987,1.0,2
congressional_2022,MAURY - 005953,MAURY,005953,5,0.9999780558,1.0,2
congressional_2022,MAURY - 005954,MAURY,005954,5,0.9999577378,1.0,2
congressional_2022,MAURY - 005961,MAURY,005961,5,0.9999642434,1.0,2
congressional_2022,MAURY - 005962,MAURY,005962,5,0.9997908094,1.0,2
congressional_2022,MAURY - 005968,MAURY,005968,5,0.9995045803,1.0,2
congressional_2022,MAURY - 005969,MAURY,005969,5,0.9996675978,1.0,2
congressional_2022,MAURY - 005970,MAURY,005970,5,0.9998943432,1.0,2
congressional_2022,MCMINN - 006053,MCMINN,006053,3,0.9998601133,1.0,3
congressional_2022,MCMINN - 006058,MCMINN,006058,3,0.9995324054,1.0,2
congressional_2022,MCMINN - 006059,MCMINN,006059,3,0.999646663,1.0,2
congressional_2022,MEIGS - 006251,MEIGS,006251,4,0.9997913789,1.0,2
congressional_2022,MEIGS - 006252,MEIGS,006252,4,0.999597222,1.0,2
congressional_2022,MEIGS - 006253,MEIGS,006253,4,0.9994878319,1.0,2
congressional_2022,MEIGS - 006255,MEIGS,006255,4,0.9994850481,1.0,2
congressional_2022,MEIGS - 006256,MEIGS,006256,4,0.999767663,1.0,2
congressional_2022,MONROE - 006351,MONROE,006351,3,0.9997854948,1.0,2
congressional_2022,MONROE - 006354,MONROE,006354,3,0.9996994404,1.0,2
congressional_2022,MONROE - 006358,MONROE,006358,3,0.9996206859,1.0,2
congressional_2022,MONROE - 006363,MONROE,006363,3,0.9996573419,0.9998456826,2
congressional_2022,MORGAN - 006652,MORGAN,006652,3,0.9999908265,1.0,2
congressional_2022,MORGAN - 006655,MORGAN,006655,3,0.9993579701,1.0,2
congressional_2022,MORGAN - 006658,MORGAN,006658,3,0.9998637472,1.0,2
congressional_2022,MORGAN - 006659,MORGAN,006659,3,0.9993585257,1.0,2
congressional_2022,PERRY - 006953,PERRY,006953,7,0.999773718,1.0,2
congressional_2022,PERRY - 006959,PERRY,006959,7,0.9999811091,1.0,2
congressional_2022,RHEA - 007351,RHEA,007351,4,0.999898182,1.0,2
congressional_2022,RHEA - 007352,RHEA,007352,4,0.9997227846,1.0,3
congressional_2022,RHEA - 007358,RHEA,007358,4,0.9999187257,1.0,2
congressional_2022,RHEA - 007360,RHEA,007360,4,0.9999477099,1.0,2
congressional_2022,RHEA - 007361,RHEA,007361,4,0.9991069919,1.0,2
congressional_2022,ROANE - 007451,ROANE,007451,3,0.9998631499,1.0,2
congressional_2022,ROANE - 007453,ROANE,007453,3,0.9997928465,1.0,2
congressional_2022,ROANE - 007454,ROANE,007454,3,0.9999311159,1.0,2
congressional_2022,ROANE - 007458,ROANE,007458,3,0.999816581,1.0,2
congressional_2022,ROANE - 007468,ROANE,007468,3,0.9999828374,1.0,2
congressional_2022,ROANE - 007470,ROANE,007470,3,0.9991462505,1.0,3
congressional_2022,ROANE - 007471,ROANE,007471,3,0.9999806165,1.0,2
congressional_2022,ROANE - 007472,ROANE,007472,3,0.9997680597,1.0,2
congressional_2022,ROANE - 007473,ROANE,007473,3,0.9999562411,1.0,2
congressional_2022,ROANE - 007474,ROANE,007474,3,0.9999869187,1.0,3
congressional_2022,ROBERTSON - 007551,ROBERTSON,007551,7,0.9999129594,0.99998865,2
congressional_2022,ROBERTSON - 007552,ROBERTSON,007552,7,0.9996652752,1.0,2
congressional_2022,ROBERTSON - 007554,ROBERTSON,007554,7,0.9994130181,1.0,2
congressional_2022,RUTHERFORD - 007651,RUTHERFORD,007651,4,0.9999988851,1.0,2
congressional_2022,RUTHERFORD - 007652,RUTHERFORD,007652,4,0.9999331995,1.0,3
congressional_2022,RUTHERFORD - 007653,RUTHERFORD,007653,4,0.9999979652,1.0,2
congressional_2022,RUTHERFORD - 007654,RUTHERFORD,007654,4,0.9998965835,1.0,2
congressional_2022,RUTHERFORD - 007656,RUTHERFORD,007656,4,0.9998354775,1.0,2
congressional_2022,RUTHERFORD - 007660,RUTHERFORD,007660,4,0.9983313153,1.0,2
congressional_2022,RUTHERFORD - 007661,RUTHERFORD,007661,4,0.9999031232,1.0,2
congressional_2022,RUTHERFORD - 007665,RUTHERFORD,007665,4,0.9999026507,1.0,2
congressional_2022,RUTHERFORD - 007666,RUTHERFORD,007666,4,0.9997411732,1.0,2
congressional_2022,RUTHERFORD - 007669,RUTHERFORD,007669,4,0.9998953668,1.0,2
congressional_2022,RUTHERFORD - 007671,RUTHERFORD,007671,4,0.9999198313,1.0,2
congressional_2022,RUTHERFORD - 007693,RUTHERFORD,007693,4,0.9998309228,1.0,2
congressional_2022,RUTHERFORD - 007698,RUTHERFORD,007698,4,0.9999927631,1.0,2
congressional_2022,SCOTT - 007751,SCOTT,007751,3,0.9558770869,1.0,2
congressional_2022,SCOTT - 007752,SCOTT,007752,6,0.9999964882,1.0,2
congressional_2022,SCOTT - 007753,SCOTT,007753,6,0.6455930823,1.0,2
congressional_2022,SCOTT - 007754,SCOTT,007754,3,0.9099932263,1.0,3
congressional_2022,SCOTT - 007755,SCOTT,007755,6,0.9996135094,0.9999754332,2
congressional_2022,SCOTT - 007758,SCOTT,007758,3,0.6799056285,1.0,2
congressional_2022,SCOTT - 007760,SCOTT,007760,6,0.9998311027,1.0,3
congressional_2022,SEQUATCHIE - 007851,SEQUATCHIE,007851,4,0.9999471402,1.0,2
congressional_2022,SEQUATCHIE - 007852,SEQUATCHIE,007852,4,0.9999830516,1.0,2
congressional_2022,SEQUATCHIE - 007855,SEQUATCHIE,007855,4,0.9999869448,1.0,2
congressional_2022,SEQUATCHIE - 007856,SEQUATCHIE,007856,4,0.9999361857,1.0,2
congressional_2022,SEVIER - 007956,SEVIER,007956,1,0.9997005488,0.9997027815,2
congressional_2022,SEVIER - 007958,SEVIER,007958,1,0.9998282633,1.0,2
congressional_2022,SEVIER - 007959,SEVIER,007959,1,0.9998888189,1.0,2
congressional_2022,SEVIER - 007960,SEVIER,007960,1,0.9998042568,1.0,2
congressional_2022,SEVIER - 007965,SEVIER,007965,1,0.9998417342,1.0,2
congressional_2022,SEVIER - 007967,SEVIER,007967,1,0.9994860343,1.0,2
congressional_2022,SEVIER - 007968,SEVIER,007968,1,0.9993309106,1.0,2
congressional_2022,SEVIER - 007969,SEVIER,007969,1,0.9999631257,1.0,2
congressional_2022,SEVIER - 007970,SEVIER,007970,1,0.9997613312,1.0,2
congressional_2022,SHELBY - 008052,SHELBY,008052,8,0.999975657,1.0,2
congressional_2022,SHELBY - 008053,SHELBY,008053,9,0.7066273422,1.0,2
congressional_2022,SHELBY - 008054,SHELBY,008054,8,0.9994094027,1.0,2
congressional_2022,SHELBY - 008055,SHELBY,008055,9,0.9984134359,1.0,2
congressional_2022,SHELBY - 008056,SHELBY,008056,8,0.9998090285,1.0,2
congressional_2022,SHELBY - 008057,SHELBY,008057,9,0.6903448666,1.0,2
congressional_2022,SHELBY - 008058,SHELBY,008058,9,0.5039943705,1.0,2
congressional_2022,SHELBY - 008060,SHELBY,008060,8,0.9991473309,1.0,2
congressional_2022,SHELBY - 008064,SHELBY,008064,9,0.9998279419,1.0,2
congressional_2022,SHELBY - 008065,SHELBY,008065,8,0.9999928596,1.0,2
congressional_2022,SHELBY - 008066,SHELBY,008066,9,0.6646672212,1.0,2
congressional_2022,SHELBY - 008069,SHELBY,008069,8,0.9570439262,1.0,2
congressional_2022,SHELBY - 008073,SHELBY,008073,8,0.9999236299,1.0,2
