precinct_key,county_norm,prec_id,current_2022_district,new_2026_district,dominant_district_changed,current_2022_dominant_weight,new_2026_dominant_weight,current_2022_split_count,new_2026_split_count
LAKE - 004953,LAKE,004953,8,5,1,0.9998776802,0.9998961714,1,1
LAUDERDALE - 005051,LAUDERDALE,005051,8,5,1,0.9999025582,0.9999117028,1,1
LAUDERDALE - 005052,LAUDERDALE,005052,8,5,1,1.0,0.9993782502,1,2
LAUDERDALE - 005053,LAUDERDALE,005053,8,5,1,1.0,1.0,1,1
LAUDERDALE - 005054,LAUDERDALE,005054,8,5,1,1.0,0.9997071276,1,2
LAUDERDALE - 005056,LAUDERDALE,005056,8,5,1,1.0,1.0,1,1
LAUDERDALE - 005057,LAUDERDALE,005057,8,5,1,1.0,1.0,1,1
LAUDERDALE - 005058,LAUDERDALE,005058,8,5,1,1.0,1.0,1,1
LAUDERDALE - 005060,LAUDERDALE,005060,8,5,1,0.9993307854,0.9996978704,2,1
LAUDERDALE - 005063,LAUDERDALE,005063,8,5,1,1.0,0.9994941728,1,2
LAUDERDALE - 005064,LAUDERDALE,005064,8,5,1,0.9991702108,0.9984839948,2,2
LAWRENCE - 005151,LAWRENCE,005151,4,9,1,0.9999581371,0.9999220848,1,1
LAWRENCE - 005152,LAWRENCE,005152,4,9,1,1.0,1.0,1,1
LAWRENCE - 005153,LAWRENCE,005153,4,9,1,0.9999554717,0.9999036813,1,1
LAWRENCE - 005154,LAWRENCE,005154,4,9,1,1.0,1.0,1,1
LAWRENCE - 005155,LAWRENCE,005155,4,9,1,1.0,1.0,1,1
LAWRENCE - 005156,LAWRENCE,005156,4,9,1,0.9999461498,1.0,2,1
LAWRENCE - 005157,LAWRENCE,005157,4,9,1,1.0,1.0,1,1
LAWRENCE - 005158,LAWRENCE,005158,4,9,1,1.0,1.0,1,1
LAWRENCE - 005159,LAWRENCE,005159,4,9,1,1.0,1.0,1,1
LAWRENCE - 005160,LAWRENCE,005160,4,9,1,0.9999393895,0.9999495704,2,2
LAWRENCE - 005161,LAWRENCE,005161,4,9,1,0.9999265092,0.9999399928,2,2
LAWRENCE - 005162,LAWRENCE,005162,4,9,1,0.999943834,0.9999608093,2,2
LAWRENCE - 005163,LAWRENCE,005163,4,9,1,0.9999851204,1.0,3,1
LAWRENCE - 005164,LAWRENCE,005164,4,9,1,1.0,1.0,1,1
LAWRENCE - 005165,LAWRENCE,005165,4,9,1,1.0,1.0,1,1
LAWRENCE - 005166,LAWRENCE,005166,4,9,1,1.0,1.0,1,1
LAWRENCE - 005167,LAWRENCE,005167,4,9,1,1.0,1.0,1,1
LAWRENCE - 005168,LAWRENCE,005168,4,9,1,1.0,1.0,1,1
LAWRENCE - 005169,LAWRENCE,005169,4,9,1,1.0,1.0,1,1
LAWRENCE - 005170,LAWRENCE,005170,4,9,1,0.9999928556,0.9998622796,1,1
LAWRENCE - 005171,LAWRENCE,005171,4,9,1,0.9999092308,0.9999408487,2,1
LAWRENCE - 005172,LAWRENCE,005172,4,9,1,1.0,1.0,1,1
LAWRENCE - 005173,LAWRENCE,005173,4,9,1,1.0,1.0,1,1
LAWRENCE - 005174,LAWRENCE,005174,4,9,1,0.999980914,0.9999869896,2,2
LEWIS - 005251,LEWIS,005251,5,5,0,0.9998802725,1.0,2,1
LEWIS - 005252,LEWIS,005252,5,5,0,0.9998957018,0.9998591023,2,3
LEWIS - 005253,LEWIS,005253,5,5,0,0.9994197754,0.9998080393,2,2
LEWIS - 005254,LEWIS,005254,5,5,0,0.9999628669,0.9999121007,2,2
LEWIS - 005255,LEWIS,005255,5,5,0,0.9999829394,0.9999109147,3,2
LEWIS - 005256,LEWIS,005256,5,5,0,1.0,1.0,1,1
LEWIS - 005257,LEWIS,005257,5,5,0,1.0,1.0,1,1
LEWIS - 005258,LEWIS,005258,5,5,0,1.0,1.0,1,1
LEWIS - 005259,LEWIS,005259,5,5,0,1.0,1.0,1,1
LINCOLN - 000001,LINCOLN,000001,4,9,1,1.0,1.0,1,1
LINCOLN - 000002,LINCOLN,000002,4,9,1,1.0,1.0,1,1
LINCOLN - 000003,LINCOLN,000003,4,9,1,0.9999369811,0.9998873556,1,1
LINCOLN - 000004,LINCOLN,000004,4,9,1,0.9999970662,1.0,2,1
LINCOLN - 000005,LINCOLN,000005,4,9,1,1.0,1.0,1,1
LINCOLN - 000006,LINCOLN,000006,4,9,1,0.9999190144,0.9997299089,1,2
LINCOLN - 000007,LINCOLN,000007,4,9,1,1.0,1.0,1,1
LINCOLN - 000008,LINCOLN,000008,4,9,1,1.0,0.9999709533,1,2
LINCOLN - 000009,LINCOLN,000009,4,9,1,0.9999812663,0.9999320023,1,1
LINCOLN - 000010,LINCOLN,000010,4,9,1,1.0,1.0,1,1
LINCOLN - 000011,LINCOLN,000011,4,9,1,1.0,0.9999953644,1,2
LINCOLN - 000012,LINCOLN,000012,4,9,1,1.0,1.0,1,1
LINCOLN - 000013,LINCOLN,000013,4,9,1,0.9999102944,0.9998338229,1,1
LINCOLN - 000014,LINCOLN,000014,4,9,1,1.0,1.0,1,1
LINCOLN - 000015,LINCOLN,000015,4,9,1,1.0,1.0,1,1
LINCOLN - 000016,LINCOLN,000016,4,9,1,1.0,1.0,1,1
LINCOLN - 000017,LINCOLN,000017,4,9,1,0.9998354442,1.0,2,1
LINCOLN - 000018,LINCOLN,000018,4,9,1,1.0,1.0,1,1
LINCOLN - 000019,LINCOLN,000019,4,9,1,1.0,1.0,1,1
LINCOLN - 000020,LINCOLN,000020,4,9,1,0.9999466513,0.999905647,1,1
LOUDON - 005451,LOUDON,005451,2,2,0,0.9996664104,0.9995025182,2,2
LOUDON - 005452,LOUDON,005452,2,2,0,0.9999807752,0.9999883925,2,2
LOUDON - 005453,LOUDON,005453,2,2,0,1.0,1.0,1,1
LOUDON - 005454,LOUDON,005454,2,2,0,0.9997416623,0.9995995065,2,2
LOUDON - 005455,LOUDON,005455,2,2,0,0.9994759593,0.9993529929,2,2
LOUDON - 005456,LOUDON,005456,2,2,0,0.999900866,0.9998632216,2,2
LOUDON - 005457,LOUDON,005457,2,2,0,1.0,1.0,1,1
LOUDON - 005458,LOUDON,005458,2,2,0,1.0,1.0,1,1
LOUDON - 005459,LOUDON,005459,2,2,0,1.0,1.0,1,1
LOUDON - 005460,LOUDON,005460,2,2,0,1.0,1.0,1,1
LOUDON - 005461,LOUDON,005461,2,2,0,1.0,1.0,1,1
LOUDON - 005462,LOUDON,005462,2,2,0,0.9999757405,0.9999824681,2,2
LOUDON - 005463,LOUDON,005463,2,2,0,0.9995142786,0.9995551457,2,2
LOUDON - 005464,LOUDON,005464,2,2,0,1.0,1.0,1,1
LOUDON - 005465,LOUDON,005465,2,2,0,1.0,1.0,1,1
MACON - 005551,MACON,005551,6,7,1,0.9999477003,0.9998333635,1,2
MACON - 005552,MACON,005552,6,7,1,1.0,0.9998633196,1,2
MACON - 005553,MACON,005553,6,7,1,0.9999991592,1.0,1,1
MACON - 005554,MACON,005554,6,7,1,1.0,1.0,1,1
MACON - 005555,MACON,005555,6,7,1,1.0,1.0,1,1
MACON - 005556,MACON,005556,6,7,1,0.9999553339,0.9999698222,1,1
MACON - 005557,MACON,005557,6,7,1,1.0,1.0,1,1
MACON - 005558,MACON,005558,6,7,1,0.9999461323,0.9999773572,1,1
MACON - 005559,MACON,005559,6,7,1,1.0,1.0,1,1
MACON - 005560,MACON,005560,6,7,1,1.0,1.0,1,1
MADISON - 005651,MADISON,005651,8,8,0,1.0,1.0,1,1
MADISON - 005652,MADISON,005652,8,8,0,1.0,1.0,1,1
MADISON - 005653,MADISON,005653,8,8,0,1.0,1.0,1,1
MADISON - 005654,MADISON,005654,8,8,0,1.0,1.0,1,1
MADISON - 005655,MADISON,005655,8,8,0,1.0,1.0,1,1
MADISON - 005656,MADISON,005656,8,8,0,1.0,1.0,1,1
MADISON - 005657,MADISON,005657,8,8,0,1.0,1.0,1,1
MADISON - 005658,MADISON,005658,8,8,0,1.0,0.9999578934,1,2
MADISON - 005659,MADISON,005659,8,8,0,1.0,0.9999431019,1,2
MADISON - 005660,MADISON,005660,8,8,0,1.0,1.0,1,1
MADISON - 005661,MADISON,005661,8,8,0,1.0,0.9999617073,1,2
MADISON - 005662,MADISON,005662,8,8,0,1.0,1.0,1,1
MADISON - 005663,MADISON,005663,8,8,0,1.0,1.0,1,1
MADISON - 005664,MADISON,005664,8,8,0,1.0,1.0,1,1
MADISON - 005665,MADISON,005665,8,8,0,1.0,1.0,1,1
MADISON - 005666,MADISON,005666,8,8,0,1.0,1.0,1,1
MADISON - 005667,MADISON,005667,8,8,0,1.0,1.0,1,1
MADISON - 005668,MADISON,005668,8,8,0,1.0,1.0,1,1
MADISON - 005669,MADISON,005669,8,8,0,1.0,1.0,1,1
MADISON - 005670,MADISON,005670,8,8,0,1.0,1.0,1,1
MADISON - 005671,MADISON,005671,8,8,0,1.0,1.0,1,1
MADISON - 005672,MADISON,005672,8,8,0,1.0,1.0,1,1
MADISON - 005673,MADISON,005673,8,8,0,1.0,1.0,1,1
MADISON - 005674,MADISON,005674,8,8,0,1.0,1.0,1,1
MADISON - 005675,MADISON,005675,8,8,0,1.0,1.0,1,1
MADISON - 005676,MADISON,005676,8,8,0,1.0,1.0,1,1
MADISON - 005677,MADISON,005677,8,8,0,1.0,1.0,1,1
MADISON - 005678,MADISON,005678,8,8,0,1.0,1.0,1,1
MADISON - 005679,MADISON,005679,8,8,0,1.0,1.0,1,1
MADISON - 005680,MADISON,005680,8,8,0,1.0,1.0,1,1
MADISON - 005681,MADISON,005681,8,8,0,1.0,1.0,1,1
MADISON - 005682,MADISON,005682,8,8,0,1.0,1.0,1,1
MADISON - 005683,MADISON,005683,8,8,0,1.0,1.0,1,1
MARION - 002660,MARION,002660,4,4,0,1.0,1.0,1,1
MARION - 005751,MARION,005751,4,4,0,0.999423464,0.9992588338,2,2
MARION - 005752,MARION,005752,4,4,0,1.0,1.0,1,1
MARION - 005753,MARION,005753,4,4,0,0.9996849678,0.9995899521,2,2
MARION - 005754,MARION,005754,4,4,0,1.0,1.0,1,1
MARION - 005755,MARION,005755,4,4,0,1.0,1.0,1,1
MARION - 005756,MARION,005756,4,4,0,1.0,1.0,1,1
MARION - 005757,MARION,005757,4,4,0,1.0,1.0,1,1
MARION - 005758,MARION,005758,4,4,0,0.9999485337,0.9997064486,1,1
MARION - 005759,MARION,005759,4,4,0,0.9999827749,0.9998602735,1,1
MARION - 005760,MARION,005760,4,4,0,1.0,1.0,1,1
MARION - 005761,MARION,005761,4,4,0,0.9994395543,0.9993923664,2,2
MARION - 005762,MARION,005762,4,4,0,0.9999999477,0.9999981076,2,2
MARION - 005763,MARION,005763,4,4,0,1.0,1.0,1,1
MARION - 005764,MARION,005764,4,4,0,0.99999786,0.9999379171,1,1
MARION - 005765,MARION,005765,4,4,0,0.9999806542,0.9999791439,2,2
MARION - 005766,MARION,005766,4,4,0,1.0,1.0,1,1
MARION - 005767,MARION,005767,4,4,0,1.0,1.0,1,1
MARSHALL - 005851,MARSHALL,005851,5,9,1,0.9999493982,1.0,2,1
MARSHALL - 005852,MARSHALL,005852,5,9,1,0.999741489,1.0,2,1
MARSHALL - 005853,MARSHALL,005853,5,9,1,0.9998236737,1.0,2,1
MARSHALL - 005854,MARSHALL,005854,5,9,1,0.9999646681,0.999956347,2,2
MARSHALL - 005855,MARSHALL,005855,5,9,1,1.0,1.0,1,1
MARSHALL - 005856,MARSHALL,005856,5,9,1,1.0,1.0,1,1
MARSHALL - 005857,MARSHALL,005857,5,9,1,1.0,1.0,1,1
MARSHALL - 005858,MARSHALL,005858,5,9,1,1.0,1.0,1,1
MARSHALL - 005859,MARSHALL,005859,5,9,1,1.0,1.0,1,1
MAURY - 005951,MAURY,005951,5,5,0,1.0,0.9998291599,1,2
MAURY - 005952,MAURY,005952,5,5,0,0.9999323987,1.0,2,1
MAURY - 005953,MAURY,005953,5,5,0,0.9999780558,0.9999999972,2,2
MAURY - 005954,MAURY,005954,5,5,0,0.9999577378,1.0,2,1
MAURY - 005956,MAURY,005956,5,5,0,1.0,0.9920094423,1,2
MAURY - 005957,MAURY,005957,5,5,0,1.0,0.9990652367,1,2
MAURY - 005958,MAURY,005958,5,5,0,1.0,0.8533636738,1,2
MAURY - 005959,MAURY,005959,5,9,1,1.0,0.9944746581,1,2
MAURY - 005960,MAURY,005960,5,9,1,1.0,0.9950866487,1,2
MAURY - 005961,MAURY,005961,5,5,0,0.9999642434,0.9999202625,2,2
MAURY - 005962,MAURY,005962,5,5,0,0.9997908094,1.0,2,1
MAURY - 005963,MAURY,005963,5,9,1,1.0,1.0,1,1
MAURY - 005964,MAURY,005964,5,5,0,1.0,0.6851391679,1,2
MAURY - 005965,MAURY,005965,5,9,1,1.0,0.99981818,1,2
MAURY - 005966,MAURY,005966,5,9,1,1.0,0.9999358419,1,2
MAURY - 005967,MAURY,005967,5,5,0,1.0,0.5678973384,1,2
MAURY - 005968,MAURY,005968,5,5,0,0.9995045803,0.9993582195,2,2
MAURY - 005969,MAURY,005969,5,9,1,0.9996675978,1.0,2,1
MAURY - 005970,MAURY,005970,5,5,0,0.9998943432,1.0,2,1
MAURY - 005971,MAURY,005971,5,5,0,1.0,0.9999510789,1,2
MCMINN - 006051,MCMINN,006051,3,3,0,1.0,1.0,1,1
MCMINN - 006052,MCMINN,006052,3,3,0,1.0,1.0,1,1
MCMINN - 006053,MCMINN,006053,3,3,0,0.9998601133,0.9999857343,3,2
MCMINN - 006054,MCMINN,006054,3,3,0,1.0,1.0,1,1
MCMINN - 006055,MCMINN,006055,3,3,0,1.0,1.0,1,1
MCMINN - 006056,MCMINN,006056,3,3,0,1.0,1.0,1,1
MCMINN - 006057,MCMINN,006057,3,3,0,1.0,1.0,1,1
MCMINN - 006058,MCMINN,006058,3,3,0,0.9995324054,1.0,2,1
MCMINN - 006059,MCMINN,006059,3,3,0,0.999646663,1.0,2,1
MCMINN - 006060,MCMINN,006060,3,3,0,1.0,1.0,1,1
MCMINN - 006061,MCMINN,006061,3,3,0,1.0,1.0,1,1
MCMINN - 006062,MCMINN,006062,3,3,0,1.0,1.0,1,1
MCMINN - 006063,MCMINN,006063,3,3,0,1.0,1.0,1,1
MCMINN - 006064,MCMINN,006064,3,3,0,1.0,1.0,1,1
MCMINN - 006065,MCMINN,006065,3,3,0,1.0,1.0,1,1
MCNAIRY - 006151,MCNAIRY,006151,8,9,1,1.0,0.9999855568,1,2
MCNAIRY - 006152,MCNAIRY,006152,8,9,1,1.0,0.9999928539,1,2
MCNAIRY - 006153,MCNAIRY,006153,8,9,1,1.0,1.0,1,1
MCNAIRY - 006154,MCNAIRY,006154,8,9,1,1.0,0.9998838614,1,2
MCNAIRY - 006155,MCNAIRY,006155,8,9,1,0.999933169,0.9998760323,1,1
MCNAIRY - 006156,MCNAIRY,006156,8,9,1,1.0,1.0,1,1
MCNAIRY - 006157,MCNAIRY,006157,8,9,1,0.9999726805,0.9999314894,1,1
MCNAIRY - 006158,MCNAIRY,006158,8,9,1,1.0,1.0,1,1
MCNAIRY - 006159,MCNAIRY,006159,8,9,1,1.0,0.9997495976,1,2
MCNAIRY - 006160,MCNAIRY,006160,8,9,1,1.0,0.9999575331,1,2
MCNAIRY - 006161,MCNAIRY,006161,8,9,1,1.0,1.0,1,1
MCNAIRY - 006162,MCNAIRY,006162,8,9,1,1.0,1.0,1,1
MCNAIRY - 006163,MCNAIRY,006163,8,9,1,1.0,1.0,1,1
MCNAIRY - 006164,MCNAIRY,006164,8,9,1,1.0,1.0,1,1
MCNAIRY - 006165,MCNAIRY,006165,8,9,1,0.9999577636,0.9998415833,1,1
MCNAIRY - 006166,MCNAIRY,006166,8,9,1,1.0,0.9999880852,1,1
MCNAIRY - 006167,MCNAIRY,006167,8,9,1,1.0,1.0,1,1
MEIGS - 006251,MEIGS,006251,4,3,1,0.9997913789,1.0,2,1
MEIGS - 006252,MEIGS,006252,4,3,1,0.999597222,1.0,2,1
MEIGS - 006253,MEIGS,006253,4,3,1,0.9994878319,1.0,2,1
MEIGS - 006254,MEIGS,006254,4,3,1,1.0,1.0,1,1
MEIGS - 006255,MEIGS,006255,4,3,1,0.9994850481,1.0,2,1
MEIGS - 006256,MEIGS,006256,4,3,1,0.999767663,1.0,2,1
MONROE - 006351,MONROE,006351,3,3,0,0.9997854948,0.9997840712,2,2
MONROE - 006352,MONROE,006352,3,3,0,1.0,1.0,1,1
MONROE - 006353,MONROE,006353,3,3,0,1.0,1.0,1,1
MONROE - 006354,MONROE,006354,3,3,0,0.9996994404,0.999685047,2,2
MONROE - 006355,MONROE,006355,3,3,0,1.0,1.0,1,1
MONROE - 006356,MONROE,006356,3,3,0,1.0,1.0,1,1
MONROE - 006357,MONROE,006357,3,3,0,1.0,1.0,1,1
MONROE - 006358,MONROE,006358,3,3,0,0.9996206859,0.9996558117,2,2
MONROE - 006359,MONROE,006359,3,3,0,1.0,1.0,1,1
MONROE - 006360,MONROE,006360,3,3,0,1.0,1.0,1,1
MONROE - 006361,MONROE,006361,3,3,0,0.9998042414,0.9997868141,1,1
MONROE - 006362,MONROE,006362,3,3,0,0.9996864372,0.9996481187,1,1
MONROE - 006363,MONROE,006363,3,3,0,0.9996573419,0.9996482916,2,2
MONTGOMERY - 006451,MONTGOMERY,006451,7,5,1,0.9999918563,1.0,1,1
MONTGOMERY - 006452,MONTGOMERY,006452,7,5,1,1.0,0.9598985369,1,2
MONTGOMERY - 006453,MONTGOMERY,006453,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006454,MONTGOMERY,006454,7,5,1,0.999984216,0.9997789884,1,2
MONTGOMERY - 006455,MONTGOMERY,006455,7,7,0,1.0,0.9998602709,1,2
MONTGOMERY - 006456,MONTGOMERY,006456,7,5,1,1.0,1.0,1,1
MONTGOMERY - 006457,MONTGOMERY,006457,7,7,0,1.0,0.6143256552,1,2
MONTGOMERY - 006458,MONTGOMERY,006458,7,7,0,1.0,0.9937981731,1,2
MONTGOMERY - 006459,MONTGOMERY,006459,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006460,MONTGOMERY,006460,7,7,0,1.0,0.9999965599,1,2
MONTGOMERY - 006461,MONTGOMERY,006461,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006462,MONTGOMERY,006462,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006463,MONTGOMERY,006463,7,7,0,0.9999995826,0.9196654063,1,2
MONTGOMERY - 006464,MONTGOMERY,006464,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006465,MONTGOMERY,006465,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006466,MONTGOMERY,006466,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006467,MONTGOMERY,006467,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006468,MONTGOMERY,006468,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006469,MONTGOMERY,006469,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006470,MONTGOMERY,006470,7,5,1,1.0,0.726434217,1,2
MONTGOMERY - 006471,MONTGOMERY,006471,7,7,0,0.9999884566,0.9999997701,1,1
MONTGOMERY - 006472,MONTGOMERY,006472,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006473,MONTGOMERY,006473,7,7,0,1.0,0.9999708043,1,2
MONTGOMERY - 006474,MONTGOMERY,006474,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006476,MONTGOMERY,006476,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006477,MONTGOMERY,006477,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006478,MONTGOMERY,006478,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006479,MONTGOMERY,006479,7,7,0,1.0,1.0,1,1
MONTGOMERY - 006480,MONTGOMERY,006480,7,5,1,1.0,1.0,1,1
MOORE - 006551,MOORE,006551,4,9,1,1.0,0.9995316739,1,2
MOORE - 006552,MOORE,006552,4,9,1,1.0,1.0,1,1
MOORE - 006553,MOORE,006553,4,9,1,1.0,0.9992063114,1,2
MOORE - 006554,MOORE,006554,4,9,1,1.0,1.0,1,1
MOORE - 006555,MOORE,006555,4,9,1,1.0,0.9997309528,1,2
MORGAN - 006651,MORGAN,006651,3,6,1,1.0,0.9996069475,1,2
MORGAN - 006652,MORGAN,006652,3,6,1,0.9999908265,0.9996329636,2,2
MORGAN - 006653,MORGAN,006653,3,6,1,1.0,0.9993222302,1,2
MORGAN - 006654,MORGAN,006654,3,6,1,1.0,0.9999261202,1,2
MORGAN - 006655,MORGAN,006655,3,6,1,0.9993579701,1.0,2,1
MORGAN - 006656,MORGAN,006656,3,6,1,1.0,1.0,1,1
MORGAN - 006657,MORGAN,006657,3,6,1,1.0,1.0,1,1
MORGAN - 006658,MORGAN,006658,3,6,1,0.9998637472,1.0,2,1
MORGAN - 006659,MORGAN,006659,3,6,1,0.9993585257,1.0,2,1
MORGAN - 006660,MORGAN,006660,3,6,1,1.0,1.0,1,1
MORGAN - 006661,MORGAN,006661,3,6,1,1.0,1.0,1,1
MORGAN - 006662,MORGAN,006662,3,6,1,1.0,0.9989129114,1,2
OBION - 006751,OBION,006751,8,5,1,0.9999846458,0.9999935584,1,1
OBION - 006752,OBION,006752,8,5,1,1.0,1.0,1,1
OBION - 006753,OBION,006753,8,5,1,0.9999422511,0.9999699957,1,1
OBION - 006754,OBION,006754,8,5,1,1.0,1.0,1,1
OBION - 006755,OBION,006755,8,5,1,0.9999980439,1.0,1,1
OBION - 006756,OBION,006756,8,5,1,0.9999629026,0.9999730723,1,1
OBION - 006757,OBION,006757,8,5,1,1.0,0.9999057928,1,2
OBION - 006758,OBION,006758,8,5,1,1.0,1.0,1,1
OBION - 006759,OBION,006759,8,5,1,1.0,1.0,1,1
OBION - 006760,OBION,006760,8,5,1,1.0,1.0,1,1
OBION - 006761,OBION,006761,8,5,1,1.0,1.0,1,1
OBION - 006762,OBION,006762,8,5,1,1.0,1.0,1,1
OVERTON - 006851,OVERTON,006851,6,6,0,1.0,1.0,1,1
OVERTON - 006852,OVERTON,006852,6,6,0,1.0,1.0,1,1
OVERTON - 006853,OVERTON,006853,6,6,0,1.0,1.0,1,1
OVERTON - 006854,OVERTON,006854,6,6,0,1.0,1.0,1,1
OVERTON - 006855,OVERTON,006855,6,6,0,1.0,1.0,1,1
OVERTON - 006856,OVERTON,006856,6,6,0,1.0,1.0,1,1
OVERTON - 006857,OVERTON,006857,6,6,0,1.0,1.0,1,1
OVERTON - 006858,OVERTON,006858,6,6,0,1.0,1.0,1,1
OVERTON - 006859,OVERTON,006859,6,6,0,1.0,1.0,1,1
PERRY - 006951,PERRY,006951,7,8,1,1.0,1.0,1,1
PERRY - 006952,PERRY,006952,7,8,1,1.0,0.9996999969,1,2
PERRY - 006953,PERRY,006953,7,8,1,0.999773718,0.9995882541,2,2
PERRY - 006954,PERRY,006954,7,8,1,1.0,0.9996285347,1,2
PERRY - 006955,PERRY,006955,7,8,1,1.0,1.0,1,1
PERRY - 006956,PERRY,006956,7,8,1,1.0,1.0,1,1
PERRY - 006957,PERRY,006957,7,8,1,1.0,0.9999378157,1,2
PERRY - 006958,PERRY,006958,7,8,1,1.0,1.0,1,1
PERRY - 006959,PERRY,006959,7,8,1,0.9999811091,0.9995491245,2,3
PERRY - 006960,PERRY,006960,7,8,1,1.0,1.0,1,1
PICKETT - 007051,PICKETT,007051,6,6,0,0.9999974449,1.0,1,1
PICKETT - 007052,PICKETT,007052,6,6,0,0.9999992245,1.0,1,1
PICKETT - 007053,PICKETT,007053,6,6,0,0.9999979105,1.0,1,1
PICKETT - 007054,PICKETT,007054,6,6,0,1.0,1.0,1,1
PICKETT - 007055,PICKETT,007055,6,6,0,0.9999068689,0.9999518415,1,1
PICKETT - 007056,PICKETT,007056,6,6,0,1.0,1.0,1,1
PICKETT - 007057,PICKETT,007057,6,6,0,1.0,1.0,1,1
PICKETT - 007058,PICKETT,007058,6,6,0,1.0,1.0,1,1
PICKETT - 007059,PICKETT,007059,6,6,0,1.0,1.0,1,1
POLK - 007151,POLK,007151,3,3,0,1.0,1.0,1,1
POLK - 007152,POLK,007152,3,3,0,1.0,1.0,1,1
POLK - 007153,POLK,007153,3,3,0,1.0,1.0,1,1
POLK - 007154,POLK,007154,3,3,0,0.9999987613,0.9999625442,1,1
POLK - 007155,POLK,007155,3,3,0,0.9999205701,0.9998019728,1,1
POLK - 007156,POLK,007156,3,3,0,0.9999607045,0.9998759064,1,1
POLK - 007157,POLK,007157,3,3,0,1.0,1.0,1,1
POLK - 007158,POLK,007158,3,3,0,1.0,1.0,1,1
POLK - 007159,POLK,007159,3,3,0,1.0,1.0,1,1
POLK - 007160,POLK,007160,3,3,0,1.0,1.0,1,1
POLK - 007161,POLK,007161,3,3,0,0.9999788408,0.9999252375,1,1
PUTNAM - 007251,PUTNAM,007251,6,6,0,1.0,1.0,1,1
PUTNAM - 007252,PUTNAM,007252,6,6,0,1.0,1.0,1,1
PUTNAM - 007253,PUTNAM,007253,6,6,0,1.0,1.0,1,1
PUTNAM - 007254,PUTNAM,007254,6,6,0,1.0,1.0,1,1
PUTNAM - 007255,PUTNAM,007255,6,6,0,1.0,1.0,1,1
PUTNAM - 007256,PUTNAM,007256,6,6,0,1.0,1.0,1,1
PUTNAM - 007257,PUTNAM,007257,6,6,0,1.0,1.0,1,1
PUTNAM - 007258,PUTNAM,007258,6,6,0,1.0,1.0,1,1
PUTNAM - 007260,PUTNAM,007260,6,6,0,1.0,1.0,1,1
PUTNAM - 007261,PUTNAM,007261,6,6,0,1.0,1.0,1,1
PUTNAM - 007262,PUTNAM,007262,6,6,0,1.0,1.0,1,1
PUTNAM - 007263,PUTNAM,007263,6,6,0,1.0,1.0,1,1
PUTNAM - 007264,PUTNAM,007264,6,6,0,1.0,1.0,1,1
PUTNAM - 007265,PUTNAM,007265,6,6,0,1.0,1.0,1,1
PUTNAM - 007266,PUTNAM,007266,6,6,0,1.0,1.0,1,1
PUTNAM - 007267,PUTNAM,007267,6,6,0,1.0,1.0,1,1
PUTNAM - 007268,PUTNAM,007268,6,6,0,1.0,1.0,1,1
PUTNAM - 007269,PUTNAM,007269,6,6,0,1.0,1.0,1,1
PUTNAM - 007270,PUTNAM,007270,6,6,0,1.0,1.0,1,1
PUTNAM - 007271,PUTNAM,007271,6,6,0,1.0,1.0,1,1
PUTNAM - 007272,PUTNAM,007272,6,6,0,1.0,1.0,1,1
PUTNAM - 007273,PUTNAM,007273,6,6,0,1.0,1.0,1,1
PUTNAM - 007274,PUTNAM,007274,6,6,0,1.0,1.0,1,1
PUTNAM - 007275,PUTNAM,007275,6,6,0,1.0,1.0,1,1
RHEA - 007351,RHEA,007351,4,3,1,0.999898182,1.0,2,1
RHEA - 007352,RHEA,007352,4,3,1,0.9997227846,0.7308704171,3,2
RHEA - 007353,RHEA,007353,4,3,1,1.0,0.9999794124,1,2
RHEA - 007354,RHEA,007354,4,3,1,1.0,1.0,1,1
RHEA - 007355,RHEA,007355,4,3,1,1.0,1.0,1,1
RHEA - 007356,RHEA,007356,4,3,1,1.0,1.0,1,1
RHEA - 007357,RHEA,007357,4,3,1,1.0,1.0,1,1
RHEA - 007358,RHEA,007358,4,3,1,0.9999187257,1.0,2,1
RHEA - 007359,RHEA,007359,4,3,1,1.0,1.0,1,1
RHEA - 007360,RHEA,007360,4,3,1,0.9999477099,1.0,2,1
RHEA - 007361,RHEA,007361,4,3,1,0.9991069919,0.9999996829,2,2
RHEA - 007362,RHEA,007362,4,3,1,1.0,0.9996197935,1,2
ROANE - 007451,ROANE,007451,3,3,0,0.9998631499,0.9997004682,2,2
ROANE - 007452,ROANE,007452,3,3,0,1.0,1.0,1,1
