county,precinct,prctseq,code,district8_share,dem_votes_to_8,rep_votes_to_8,other_votes_to_8,total_votes_to_8,margin_r_minus_d_to_8,margin_pct_to_8,lean_to_8
SHELBY,10-10,0112,008194,0.002059706841711075,2.4036778842768247,0.32749338783206094,0.04325384367593258,2.7744251157848177,-2.076184496444764,-74.83296213808465,DEM
SHELBY,08-06,0085,008258,1.0,907.0,129.0,15.0,1051.0,-778.0,-74.02473834443387,DEM
SHELBY,06-01,0061,008096,1.0,1925.0,320.0,43.0,2288.0,-1605.0,-70.1486013986014,DEM
SHELBY,08-07,0086,008154,1.0,971.0,178.0,34.0,1183.0,-793.0,-67.03296703296702,DEM
SHELBY,07-10,0079,008146,0.00016934441454133887,0.30939224536702614,0.06113333364942333,0.007112465410736233,0.37763804442718574,-0.2482589117176028,-65.73991031390133,DEM
SHELBY,07-09,0078,008257,1.0,1329.0,253.0,61.0,1643.0,-1076.0,-65.48995739500913,DEM
SHELBY,13-07,0137,008229,0.00043976154308438735,1.5242135083304866,0.33333924965796563,0.03166283110207589,1.8892155890905284,-1.190874258672521,-63.03538175046553,DEM
SHELBY,08-10,0089,008158,0.00028662801803029696,0.3408007134380231,0.07910933297636197,0.007452328468787721,0.4273623748831728,-0.2616913804616611,-61.234071093226014,DEM
SHELBY,12-02,0122,008216,1.0,1713.0,398.0,53.0,2164.0,-1315.0,-60.76709796672828,DEM
SHELBY,08-05,0084,008255,1.0,1742.0,433.0,40.0,2215.0,-1309.0,-59.09706546275395,DEM
SHELBY,08-08,0087,008157,1.0,1210.0,334.0,17.0,1561.0,-876.0,-56.1178731582319,DEM
SHELBY,06-09,0069,008256,1.0,1342.0,380.0,44.0,1766.0,-962.0,-54.47338618346546,DEM
SHELBY,05-12,0060,008221,0.9198046994987088,81.86261825538509,25.754531585963846,0.9198046994987088,108.53695454084765,-56.10808666942124,-51.69491525423729,DEM
SHELBY,10-05,0107,008179,1.0,1228.0,413.0,26.0,1667.0,-815.0,-48.89022195560887,DEM
SHELBY,12-09,0129,008259,1.0,1658.0,571.0,38.0,2267.0,-1087.0,-47.94883105425672,DEM
SHELBY,08-03,0082,008178,0.999804249890292,1566.6932595780877,590.8843116851626,32.99354024637964,2190.57111150963,-975.8089478929251,-44.54586946599726,DEM
SHELBY,01-11,0011,008060,1.0,1381.0,576.0,32.0,1989.0,-805.0,-40.472599296128706,DEM
SHELBY,05-04,0053,008136,0.9997508049698615,1414.6473890323539,783.8046310963714,39.99003219879446,2238.4420523275194,-630.8427579359825,-28.18222420723537,DEM
SHELBY,02-14,0025,008097,1.0,829.0,460.0,32.0,1321.0,-369.0,-27.9333838001514,DEM
SHELBY,01-09,0009,008053,1.0,723.0,417.0,18.0,1158.0,-306.0,-26.42487046632124,DEM
SHELBY,01-10,0010,008068,7.086587970630211e-05,0.18694419066522497,0.1238735577266161,0.004393684541790731,0.3152114329336318,-0.06307063293860887,-20.008992805755394,DEM
SHELBY,02-13,0024,008063,1.0,1079.0,745.0,37.0,1861.0,-334.0,-17.947340139709834,DEM
SHELBY,13-11,0141,008270,0.9999817729778503,2137.961030626644,1540.9719121588673,83.99846893013942,3762.931411715651,-596.9891184677767,-15.865001328727082,DEM
SHELBY,04-08,0045,008159,0.5489393342808961,884.3412675265237,643.3568997772103,28.5448453826066,1556.2430126863405,-240.98436774931338,-15.48500881834215,DEM
SHELBY,01-04,0004,008055,1.0,665.0,488.0,14.0,1167.0,-177.0,-15.167095115681233,DEM
SHELBY,03-01,0027,008070,0.9995808686979831,2049.1407808308654,1659.304242038652,57.975690384483016,3766.4207132540005,-389.83653879221333,-10.350318471337577,DEM
SHELBY,02-02,0013,008066,1.0,1526.0,1251.0,57.0,2834.0,-275.0,-9.703599153140438,DEM
SHELBY,05-01,0050,008082,0.31490530531572813,70.5387883907231,57.94257617809398,2.519242442525825,131.0006070113429,-12.59621221262912,-9.61538461538461,DEM
SHELBY,13-05,0135,008263,0.4665217815189453,541.1652665619765,460.923520140718,15.395218790125194,1017.4840054928197,-80.24174642125854,-7.886290692342957,DEM
SHELBY,02-12,0023,008095,1.0,671.0,610.0,28.0,1309.0,-61.0,-4.660045836516425,DEM
SHELBY,13-03,0133,008231,0.9992254968365674,2145.3371417081103,2030.4262095719048,92.92797120580076,4268.691322485815,-114.91093213620547,-2.6919475655430767,DEM
SHELBY,01-08,0008,008058,1.0,559.0,547.0,30.0,1136.0,-12.0,-1.056338028169014,DEM
SHELBY,04-07,0044,008139,0.00025299036514264526,0.42477082307450137,0.43160156293335283,0.015685402638844007,0.8720577886466983,0.0068307398588514645,0.7832898172323808,REP
SHELBY,03-02,0028,008076,0.9996080219481924,1739.3179581898548,1829.2826801651922,54.97844120715058,3623.579079562197,89.9647219753374,2.482758620689658,REP
SHELBY,01-05,0005,008056,1.0,1642.0,1925.0,58.0,3625.0,283.0,7.8068965517241375,REP
SHELBY,04-03,0040,008088,1.0,1231.0,1465.0,44.0,2740.0,234.0,8.540145985401459,REP
SHELBY,04-01,0038,008077,1.0,1797.0,2187.0,63.0,4047.0,390.0,9.636767976278724,REP
SHELBY,01-02,0002,008052,1.0,1003.0,1279.0,34.0,2316.0,276.0,11.917098445595855,REP
SHELBY,04-02,0039,008080,1.0,950.0,1293.0,32.0,2275.0,343.0,15.076923076923077,REP
SHELBY,03-04,0030,008071,0.999773753478015,1393.6846123483529,1935.5619867334372,52.98800893433479,3382.2346080161246,541.8773743850843,16.021282885013306,REP
SHELBY,04-05,0042,008089,1.0,1487.0,2091.0,65.0,3643.0,604.0,16.579741970903104,REP
SHELBY,04-06,0043,008090,0.9971593271051218,1011.1195576845935,1689.1879001160762,49.85796635525609,2750.1654241559254,678.0683424314827,24.655547498187094,REP
SHELBY,02-11,0022,008086,1.0,845.0,1431.0,27.0,2303.0,586.0,25.44507164567955,REP
SHELBY,04-10,0047,008187,7.0586152465089695e-06,0.009733830424935868,0.01665127336651466,0.0005505719892276997,0.02693567578067823,0.006917442941578792,25.681341719077572,REP
SHELBY,03-11,0037,008094,0.9999999890780513,1428.9999843925352,2471.9999730009426,64.99999929007333,3965.9999566835513,1042.9999886084074,26.29853756933938,REP
SHELBY,03-05,0031,008078,1.0,1229.0,2298.0,50.0,3577.0,1069.0,29.885378809057872,REP
SHELBY,02-01,0012,008061,0.9677395096959658,1180.6422018290782,2334.1876973866692,65.80628665932568,3580.6361858750734,1153.545495557591,32.21621621621621,REP
SHELBY,03-07,0033,008099,1.0,579.0,1150.0,24.0,1753.0,571.0,32.57273245864233,REP
SHELBY,01-06,0006,008057,1.0,1319.0,2691.0,50.0,4060.0,1372.0,33.793103448275865,REP
SHELBY,02-06,0017,008073,0.9975894602405813,933.7437347851841,2005.1548150835683,53.86983085299139,2992.768380721744,1071.4110802983841,35.79999999999999,REP
SHELBY,03-10,0036,008093,1.0,1117.0,2479.0,52.0,3648.0,1362.0,37.33552631578947,REP
SHELBY,02-03,0014,008069,0.0001221277999638561,0.100144795970362,0.22386025733374823,0.006350645598120517,0.3303556989022308,0.12371546136338624,37.44916820702402,REP
SHELBY,01-07,0007,008065,1.0,1154.0,2583.0,37.0,3774.0,1429.0,37.86433492315845,REP
SHELBY,03-08,0034,008091,1.0,894.0,2026.0,61.0,2981.0,1132.0,37.97383428379738,REP
SHELBY,02-05,0016,008072,0.4118627942999988,483.52692050819854,1178.7513172865965,24.29990486369993,1686.5781426584952,695.2243967783979,41.22100122100122,REP
SHELBY,02-04,0015,008064,1.0,1050.0,2593.0,70.0,3713.0,1543.0,41.55669270131968,REP
SHELBY,01-01,0001,008051,1.0,694.0,1704.0,24.0,2422.0,1010.0,41.701073492981,REP
SHELBY,02-08,0019,008075,0.9942454208555018,852.0683256731651,2329.517021064441,43.74679851764208,3225.332145255248,1477.448695391276,45.80764488286067,REP
SHELBY,03-06,0032,008087,1.0,770.0,2186.0,39.0,2995.0,1416.0,47.278797996661105,REP
SHELBY,01-03,0003,008054,1.0,842.0,2566.0,31.0,3439.0,1724.0,50.130851991858094,REP
SHELBY,02-09,0020,008079,1.0,593.0,2047.0,25.0,2665.0,1454.0,54.55909943714822,REP
