code4,display_code,vtd20,vtd_name,weight
0506,05-06,008262,Morning Sun 01,1.0
0507,05-07,008257,Memphis 95-7,0.4841453367618598
0507,05-07,008258,Memphis 95-8,0.3173273374791657
0507,05-07,008241,Memphis 91-1,0.19852732575897447
0508,05-08,008076,Cordova 3,0.8370080461633443
0508,05-08,008242,Memphis 91-2,0.1421929640197819
0508,05-08,008241,Memphis 91-1,0.020798989816873798
0509,05-09,008242,Memphis 91-2,0.6355242501698919
0509,05-09,008241,Memphis 91-1,0.36447574983010816
0510,05-10,008076,Cordova 3,0.8098865443474214
0510,05-10,008242,Memphis 91-2,0.19011345565257864
0512,05-12,008262,Morning Sun 01,1.0
0601,06-01,008061,Memphis 87-2,0.6545966671386372
0601,06-01,008239,Memphis 90-2,0.3454033328613628
0602,06-02,008064,Memphis 87-4,1.0
0603,06-03,008239,Memphis 90-2,1.0
0604,06-04,008229,Memphis 86,0.5046411214267341
0604,06-04,008231,Memphis 87-3,0.2933765497691509
0604,06-04,008064,Memphis 87-4,0.2019823288041151
0605,06-05,008240,Memphis 90-3,0.7816671280666406
0605,06-05,008228,Memphis 84-2,0.21833287193335946
0606,06-06,008231,Memphis 87-3,0.5749641706707425
0606,06-06,008229,Memphis 86,0.42503582932925754
0607,06-07,008226,Memphis 83,0.4837347777756757
0607,06-07,008172,Memphis 62-0,0.4686961098431402
0607,06-07,008234,Memphis 88-4,0.04756911238118418
0608,06-08,008234,Memphis 88-4,0.6982700767471981
0608,06-08,008232,Memphis 88-2,0.2852418531812107
0608,06-08,008226,Memphis 83,0.01648807007159118
0609,06-09,008233,Memphis 88-3,1.0
0701,07-01,008187,Memphis 71-4,1.0
0702,07-02,008183,Memphis 70-1,0.9569287072082544
0702,07-02,008190,Memphis 72-7,0.04307129279174561
0703,07-03,008189,Memphis 72-3,1.0
0704,07-04,008190,Memphis 72-7,1.0
0705,07-05,008131,Memphis 42-1,0.5663625617355129
0705,07-05,008190,Memphis 72-7,0.34798763162339896
0705,07-05,008130,Memphis 41-3,0.08564980664108798
0706,07-06,008130,Memphis 41-3,0.5284668172140372
0706,07-06,008123,Memphis 36-2,0.4715331827859627
0707,07-07,008149,Memphis 53-1,1.0
0708,07-08,008146,Memphis 52-1,0.5145381902015408
0708,07-08,008122,Memphis 36-1,0.4854618097984592
0709,07-09,008125,Memphis 37,0.7128074262341426
0709,07-09,008119,Memphis 33,0.28719257376585744
0710,07-10,008109,Memphis 20-1,1.0
0801,08-01,008184,Memphis 70-2,0.658481773184994
0801,08-01,008110,Memphis 20-3,0.17404811362073863
0801,08-01,008111,Memphis 21,0.16747011319426738
0802,08-02,008182,Memphis 69-2,1.0
0803,08-03,008101,Memphis 01,1.0
0804,08-04,008111,Memphis 21,0.5314697559608287
0804,08-04,008110,Memphis 20-3,0.4685302440391713
0805,08-05,008102,Memphis 02,0.6542040370685631
0805,08-05,008101,Memphis 01,0.34579596293143683
0806,08-06,008110,Memphis 20-3,0.7102492941964337
0806,08-06,008103,Memphis 11,0.28975070580356627
0807,08-07,008108,Memphis 17,0.6379549169593216
0807,08-07,008106,Memphis 16-3,0.36204508304067834
0808,08-08,008104,Memphis 12,0.771135689304979
0808,08-08,008102,Memphis 02,0.22886431069502106
0809,08-09,008103,Memphis 11,0.513689722600703
0809,08-09,008105,Memphis 13,0.4049671265894982
0809,08-09,008104,Memphis 12,0.08134315080979881
0810,08-10,008106,Memphis 16-3,1.0
0811,08-11,008113,Memphis 26,0.6727335710510782
0811,08-11,008120,Memphis 34-2,0.3272664289489218
0812,08-12,008121,Memphis 50-2,0.8468983595603928
0812,08-12,008120,Memphis 34-2,0.15310164043960722
0901,09-01,008145,Memphis 50-1,1.0
0902,09-02,008200,Memphis 75-1,0.6661470893441468
0902,09-02,008207,Memphis 77-1,0.3338529106558532
0903,09-03,008203,Memphis 75-7,0.9007992970977062
0903,09-03,008202,Memphis 75-6,0.09920070290229378
0904,09-04,008207,Memphis 77-1,0.44964132824876557
0904,09-04,008204,Memphis 76-4,0.4436235664506726
0904,09-04,008206,Memphis 76-6,0.10673510530056177
0905,09-05,008209,Memphis 77-3,0.5761795205626662
0905,09-05,008207,Memphis 77-1,0.2748833018433674
0905,09-05,008206,Memphis 76-6,0.08402920489738623
0905,09-05,008204,Memphis 76-4,0.0649079726965802
0906,09-06,008202,Memphis 75-6,0.6436269290887664
0906,09-06,008203,Memphis 75-7,0.310012416421127
0906,09-06,008201,Memphis 75-11,0.04636065449010667
0907,09-07,008211,Memphis 79-1,0.5025946513051713
0907,09-07,008212,Memphis 79-2,0.38554004410886694
0907,09-07,008214,Memphis 79-7,0.11186530458596174
0908,09-08,008214,Memphis 79-7,0.36071012347302167
0908,09-08,008211,Memphis 79-1,0.3589032943133667
0908,09-08,008213,Memphis 79-3,0.2803865822136117
0909,09-09,008224,Memphis 82-2,0.5184712105005183
0909,09-09,008201,Memphis 75-11,0.4710003752695941
0909,09-09,008202,Memphis 75-6,0.01052841422988765
0910,09-10,008205,Memphis 76-5,0.5796912701736382
0910,09-10,008206,Memphis 76-6,0.2847076714617341
0910,09-10,008213,Memphis 79-3,0.13560105836462777
0911,09-11,008213,Memphis 79-3,0.6658726655307581
0911,09-11,008212,Memphis 79-2,0.23977508816152845
0911,09-11,008206,Memphis 76-6,0.0943522463077135
1001,10-01,008171,Memphis 61,0.5506031397783395
1001,10-01,008138,Memphis 45-2,0.4493968602216605
1002,10-02,008144,Memphis 49,0.8344970932805079
1002,10-02,008164,Memphis 60-3,0.165502906719492
1003,10-03,008170,Memphis 60-9,0.493524614905229
1003,10-03,008118,Memphis 31-4,0.29095908857780284
1003,10-03,008164,Memphis 60-3,0.11358710385635044
1003,10-03,008171,Memphis 61,0.10192919266061765
1004,10-04,008138,Memphis 45-2,0.6236815606653144
1004,10-04,008142,Memphis 47,0.24163547017635822
1004,10-04,008171,Memphis 61,0.13468296915832734
1005,10-05,008159,Memphis 58-4,0.7359437114334035
1005,10-05,008158,Memphis 58-1,0.2640562885665965
1006,10-06,008167,Memphis 60-6,0.6547156635847022
1006,10-06,008164,Memphis 60-3,0.3452843364152978
1007,10-07,008142,Memphis 47,0.5119168990271566
1007,10-07,008161,Memphis 59-5,0.47444130875203516
1007,10-07,008118,Memphis 31-4,0.013641792220808191
1008,10-08,008161,Memphis 59-5,0.38177016404016967
1008,10-08,008158,Memphis 58-1,0.3322779060511683
1008,10-08,008159,Memphis 58-4,0.26013012407246916
1008,10-08,008138,Memphis 45-2,0.025821805836192962
1009,10-09,008210,Memphis 78-3,0.4699607436571504
1009,10-09,008167,Memphis 60-6,0.2931900446180211
1009,10-09,008164,Memphis 60-3,0.2368492117248285
1010,10-10,008166,Memphis 60-5,0.6508727484781921
1010,10-10,008191,Memphis 73-1,0.24644198634282957
1010,10-10,008161,Memphis 59-5,0.10268526517897833
1101,11-01,008192,Memphis 73-3,0.8571939505496186
1101,11-01,008199,Memphis 74-9,0.14280604945038153
1102,11-02,008194,Memphis 74-1,0.9404872667397968
1102,11-02,008197,Memphis 74-5,0.059512733260203204
1103,11-03,008197,Memphis 74-5,0.6455301712177959
1103,11-03,008195,Memphis 74-2,0.21520301703956823
1103,11-03,008199,Memphis 74-9,0.13926681174263583
1104,11-04,008195,Memphis 74-2,0.7634430184514099
1104,11-04,008243,Memphis 92-1,0.1377332871604816
1104,11-04,008194,Memphis 74-1,0.09882369438810842
1105,11-05,008199,Memphis 74-9,0.392200667353973
1105,11-05,008243,Memphis 92-1,0.3188858449343099
1105,11-05,008250,Memphis 94-7,0.2889134877117172
1106,11-06,008248,Memphis 94-3,0.81094880814495
1106,11-06,008250,Memphis 94-7,0.1890511918550501
1107,11-07,008168,Memphis 60-7,1.0
1108,11-08,008244,Memphis 94-6,0.819026470701443
1108,11-08,008250,Memphis 94-7,0.18097352929855703
1201,12-01,008246,Memphis 93-3,0.6372063956610983
1201,12-01,008245,Memphis 93-1,0.3627936043389017
1202,12-02,008221,Memphis 81-5,0.8538793787278505
1202,12-02,008268,Ross Store 15,0.1461206212721496
1203,12-03,008082,Forest Hills 1,1.0
1204,12-04,008251,Memphis 94-8,0.5564481565367567
1204,12-04,008245,Memphis 93-1,0.38366931968901097
1204,12-04,008265,Ross Store 05,0.05988252377423244
1205,12-05,008265,Ross Store 05,0.6547299619172343
1205,12-05,008268,Ross Store 15,0.2908414293208321
1205,12-05,008251,Memphis 94-8,0.05442860876193355
1206,12-06,008084,Forest Hills 3,0.778529903875644
1206,12-06,008268,Ross Store 15,0.22147009612435595
1207,12-07,008266,Ross Store 13,1.0
1208,12-08,008269,Ross Store 16,1.0
1209,12-09,008083,Forest Hills 2,0.6160361741565258
1209,12-09,008084,Forest Hills 3,0.3839638258434743
1210,12-10,008267,Ross Store 14,1.0
1301,13-01,008152,Memphis 54,0.8900115910272058
1301,13-01,008179,Memphis 68-1,0.10998840897279417
1302,13-02,008152,Memphis 54,1.0
1303,13-03,008179,Memphis 68-1,0.6923470449395935
1303,13-03,008174,Memphis 64,0.2908342308188615
1303,13-03,008152,Memphis 54,0.016818724241545003
1304,13-04,008136,Memphis 44-5,1.0
1305,13-05,008133,Memphis 44-1,1.0
1306,13-06,008154,Memphis 55-2,0.6887634980500085
1306,13-06,008152,Memphis 54,0.15896112785445424
1306,13-06,008133,Memphis 44-1,0.1522753740955372
1307,13-07,008107,Memphis 16-1,0.5898497267896898
1307,13-07,008117,Memphis 31-2,0.41015027321031017
1308,13-08,008139,Memphis 45-4,0.5320035464671686
1308,13-08,008114,Memphis 28,0.4679964535328313
1309,13-09,008141,Memphis 46-2,0.6046644907925932
1309,13-09,008139,Memphis 45-4,0.39533550920740673
1310,13-10,008141,Memphis 46-2,1.0
1311,13-11,008176,Memphis 66,0.6721302467415166
1311,13-11,008141,Memphis 46-2,0.32786975325848333
1312,13-12,008179,Memphis 68-1,1.0
